ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0             0.7703     0.89284      1.5284      0.4885     0.19272       1.016     0.12085
8             45.127     0.72011      1.0714     0.75848      8.2279      2.0616      -0.188
56            11.794     0.91501      1.7879      1.4655      2.1617      1.1138    0.046054
66           -4.7916     0.82663      1.7472     0.82642     -1.0249     0.91217     0.32753
76            3.5282     0.63812      1.0477      0.3469     0.67521      1.0619     0.40369
81            2.7739      0.8434      1.7131     0.50186     0.44261       1.054      0.4325
99            2.1884     0.65159      1.3823     0.35686     0.56467      1.0543    -0.22251
101         -0.93977     0.66136      1.0092     0.18073    -0.20365      0.9774      0.2939
107          0.90998     0.73367      1.2342      0.3773     0.15882      1.0162   -0.078683
110          -19.583     0.77956      1.2223     0.77887     -4.3087     0.70412     0.42101
117         -0.61567     0.79835      1.2012     0.63664    -0.16691       0.986    0.060949
127           5.2992     0.60911      1.0836     0.15041      1.3896      1.1288     0.37384
164           9.2014     0.72911      2.3849     0.34893       2.673      1.2409     0.41382
194           13.755     0.76822      1.3764     0.55877      3.3459      1.2644    0.053199
208           12.523     0.66548      1.1088    0.059689      1.6756      1.1974     0.26718
209           5.8917     0.87769      1.1919     0.37867      1.9132      1.1631     0.19589
216          0.80806     0.50532      1.2771   -0.055754     0.36705      1.0284     0.43732
