ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
43           0.32356     0.90196      2.2163      2.0796    0.095147       1.007     0.19809
49           -2.8486     0.77001      1.6049     0.61935     -0.5168     0.94646     0.25984
55             2.393     0.90878      1.7318      2.1025     0.60646      1.0593     0.12113
65           -7.2628     0.91291      2.2871     0.64288     -1.9528     0.85699     0.37073
66           -4.8831     0.82099       1.596     0.60349     -1.1947     0.88431     0.36746
71          -0.18405     0.84534      1.7892     0.19326   -0.041323     0.99607   -0.024127
78            7.6759     0.87581      1.5975       1.052      1.0825      1.1562     -0.6246
85           -10.405     0.78432      1.5749     0.76493     -2.0342     0.80031     0.29768
95           -29.394     0.83854      3.2324     0.50397      -5.467     0.64805     0.65878
103          -18.787     0.73873      1.5437     0.71404     -3.8811     0.76607    0.059371
106           2.4598     0.77461      1.5545     0.55106     0.48444      1.0552     0.43541
164          -31.148     0.21229      2.8338    0.051736     -4.6032     0.65888     0.44272
177          -9.7575     0.47214       1.611     0.14515     -2.0581     0.78506     0.24138
185          -54.392     0.89617      1.6688     0.21887     -11.521     0.44163     0.68217
