ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0            -43.738     0.51768      3.4882     0.93075     -15.137     0.66355     0.85576
4             18.039     0.46951      2.2635     0.27487      4.5609      1.4032     0.40913
6             19.501     0.85329      2.4149     0.30268      6.5045      1.4219     0.16779
22            -39.16      0.8188      4.3917      1.9661      -13.47     0.67634     0.65728
51           -12.144       0.882      3.0279     0.97198     -3.4985     0.75376     0.69732
65            74.095     0.36271      1.8185     0.16326      15.864      3.3466    0.027112
77            9.2784     0.35458      2.1926     0.06779      2.6966      1.2956     0.35942
86            1.0213     0.85022      2.1495     0.87703     0.28052      1.0241     0.25541
87           -1.9515     0.81824      2.6309     0.66306     -0.7248     0.95175     0.38723
97            7.8282     0.75625      3.6246      1.2397      1.5984      1.0733    -0.36749
119          -3.2509     0.75363      1.9801     0.40207     -1.8644      0.8875     0.13855
120           -13.72     0.75871      2.2568     0.73436     -2.1151      0.8154     0.18507
143          -29.527     0.75662      1.8096     0.51191     -6.9979     0.58744     0.42797
