ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0             9.0954    0.098529      0.2717   -0.043679      6.6904      2.3679    -0.45922
1             8.9227     0.33387     0.16107    0.031929      2.5738      1.7855    -0.20699
2             10.273      0.1054     0.15173   0.0026943      5.7573      2.3311     0.10456
4            -3.7086     0.23273    0.085165    0.017118     -1.9293     0.80262     0.31273
5            -7.1547     0.78008     0.26219  -0.0046055      -2.206     0.71776     0.73718
6             6.3681     0.36874     0.44546    0.098436      3.0952      1.4272     -0.1364
8             36.654   -0.037668   -0.047523   -0.056444       10.66    0.060307       6.447
9             8.7109    -0.27603   -0.014905   -0.040143      1.9829      1.2938     0.23628
10            7.7392     0.48668     0.18446  -0.0037778       3.407      1.4657    0.042101
11                60   -0.032504     0.32238    0.079624      57.514      4.6557     -3.0154
12         -0.068696     0.53889     0.47375   -0.018892   -0.042425     0.99666     0.33029
15           0.95782     0.38972    0.039088   -0.086212     0.34909      1.0701    -0.27636
16            134.49     0.36605    0.011536   -0.079328      20.382     -2.2155    -0.88739
17            16.669     0.14843    0.054669     0.13651      5.4542      1.7371    0.063667
18            356.24     0.48676    0.027375     0.60252      121.17      12.459       -1.61
19            2.7334   -0.053251   0.0053377     0.16429      4.1948      1.2813     0.23462
20            -1.135     0.22851    0.039308    0.063482    -0.25783     0.96582    0.027214
21            26.199     0.21575   -0.049314     -0.0736      4.9165      4.5319     -1.8759
22            2.0143    -0.23721     0.15291    0.083949     0.94028      1.1115     0.50058
23            29.635     0.10803     0.20475   -0.032928      24.144      2.3718     -1.3004
24          -0.25403     0.34255   -0.094991     0.17455    -0.12651     0.97785    -0.38736
25           -6.7613    -0.16253   -0.051158   -0.058788     -3.0028     0.78329     0.13444
26            17.527     0.38185    0.045354   -0.018546      4.0932      1.5852     0.37814
27            37.566   -0.018767    -0.11956  -0.0057404      10.425      12.892      -6.038
28            4.4856    -0.25637     0.22905    0.094595      2.1346      1.2783     0.14751
29            3.0066     -0.1926    0.013996    0.024561     0.72428    -0.74474      1.9217
30            6.7595     0.25397    0.015032   -0.087473      4.2697      1.8027    -0.23463
31           -0.5141     0.38647     0.23849    0.084565    -0.32365     0.96715     0.21579
32           -5.6423     0.39402    0.035212   -0.027347    -0.90944     0.74737    -0.47854
34           -2.6798     0.71567    0.019963   -0.048466    -0.87929     0.90552    -0.40362
35            18.839     0.11656     0.16055    0.035517      12.104      2.4614    -0.23795
36            4.6682     0.30172   -0.072051   -0.018047      3.1836      1.3682    -0.77507
37           -1.3025      0.1453     0.22242   0.0064588    -0.89911     0.91046     0.31761
38            7.7601    -0.11115    0.020083    -0.06768     0.53507      1.3006   -0.086299
39           -5.7824   -0.068329    0.090003   -0.014283     -2.6232     0.65584     0.76533
40            2.3248     0.38869   -0.073959   0.0043169     0.64193      1.1632    -0.24448
41           -9.3796    -0.48763   -0.019187   -0.088849     -4.3216     0.63372     0.90162
42           0.43916     0.23808     0.28186    0.053131     0.22619      1.0323    0.048898
43             8.251     0.33608   0.0058292     0.17662      5.4771       1.565    -0.38129
44            7.4494   0.0035705    0.040492    0.051024      3.5532      1.5094     0.24697
46           -6.1629     -0.2269     0.25516   -0.037079     -1.5034     0.78261     0.71681
47            12.224      0.2527   -0.040586   0.0042484      4.7526       1.599    -0.60574
48            6.6613      0.2191   -0.060399    0.090617      3.6371      1.8743     -1.0786
49            2.0301   0.0088982   -0.023656   -0.036701     0.99877       1.197      1.4285
