ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0             24.382     0.76452      4.8925      0.6943      5.8929      1.6675   -0.079003
1            -6.1907     0.54651     0.50658     0.11151      -2.518      0.7945   -0.022061
3             11.171      0.5247     0.16299     0.12897      8.7535      1.5238    -0.44296
4            -63.751     0.92704      4.4195     0.66919     -28.751     0.30511     0.84623
5             9.5343      0.7831      2.7005     0.40592      5.0594      1.3061     0.27126
10           -3.9282     0.30391     0.25446    0.010107     -1.9662      0.8117     0.32183
12          -0.64373     0.48595     0.10514    0.015184    -0.24701     0.97888    -0.13433
13            6.0793     0.18057     0.13907    0.034004      4.7868      1.3423    -0.48187
14           0.37361     0.45856    0.054938      0.0355     0.21259      1.0151     -0.1617
15            8.0261    -0.10114     0.43555   -0.042577      4.1819      1.3652     0.11357
17            39.726     0.17742     0.18289   -0.022638      8.4958      2.7064    -0.83885
19            5.1155    0.056728     0.21055   -0.020054      4.2354      1.3438     0.16677
25           -10.895   -0.034422     0.17552    -0.06466     -3.9077     0.71981     0.47564
26            26.268   -0.054516    0.086435   0.0048448      8.0696      2.9521     -1.2051
27            4.2347     0.21096    0.042672      0.1061     0.38371      1.2161     -0.5484
28            16.991     0.64496      0.8372    0.029804      6.7437      1.8829    -0.22082
29            21.797      0.3451     0.41512    -0.07672      8.0458      2.2443    -0.13545
30            7.3002    -0.24694     0.20184     0.19776      4.7826      1.5319    -0.16424
31            35.879    -0.10634    0.038042    0.011683      21.698      9.8634     -2.8189
32            37.517     0.78357     0.72849     0.16622      8.8621      2.6703    -0.31185
34            25.854    0.089096     0.15821   0.0032008      6.4387      2.8265    -0.36729
35            37.663     0.82367      1.3519     0.23094      10.698      1.8664    -0.10449
39            11.536   -0.014928     0.21621   -0.050154      1.6877      1.5172    -0.25548
41            5.9471    -0.30001    0.079019    0.027998      3.2884      1.2768      -1.181
43            14.945    -0.16104      0.2606      0.0716      10.712      2.3576    -0.68758
44              5.29   0.0020833    0.085661    0.019728      2.4273      1.2926    -0.28761
45           -5.4964      0.8563      1.1333     0.34526     -3.6947      0.8293     0.52469
46            26.006    -0.22325     0.26075   -0.082213      12.717       2.403    -0.38007
47             -2.51     0.14956     0.12718     0.03289     -1.7535     0.92313     -0.6124
50            11.163  -0.0034858     0.19727    0.044861      5.0865      2.3456      0.1728
51            3.5993     0.83624      2.8115     0.51532      1.5212      1.1065     0.34428
52            9.0813     0.43531      1.5946   -0.031959      5.7848      1.3853     0.28913
53            1.6794    -0.31785     0.10038     0.16464      0.9535      1.1226     0.43823
54           -2.1519     0.43379      1.8346     0.22507      -1.242     0.92715     0.34491
55            13.189      0.0909     0.11697    0.048495      5.9685      1.5544     0.27635
56           -8.8698       0.542     0.28357    -0.01588     -1.8692     0.74384     0.32417
58            18.408    -0.19753      1.0762   -0.041835      5.7137      3.2855     0.34322
59            6.8813     0.82624     0.55473     0.15501      2.2636      1.3087    -0.60277
60            10.212   -0.078958     0.23979    0.043988      6.4477      1.8496    -0.65383
61            7.5334     0.83976      2.8387      0.2246      5.3057      1.2341     0.32098
