ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0              20.65     0.69506      2.1487    0.079919       12.55      1.8646     0.12645
1             47.879     0.66621     0.60834    0.060933      20.612        3.61     -1.7098
2             9.1921     0.51752      2.5487   -0.050279      6.7887      1.4262     0.30332
3               20.9     0.36996       1.006    0.019824      13.143      2.8553    -0.19228
4             -8.091     0.58643      1.0331     0.30032     -5.6613     0.82288     0.25258
5             10.875     0.42341     0.28589    0.074375      6.2925      1.4899    -0.26558
6             14.473     0.80488      4.2217     0.60189      8.1823      1.4962    -0.33873
7             16.003     0.76592     0.30178  -0.0011621      8.7278      1.8313     -1.0914
8             1.9282     0.58744     0.96216     0.10719      1.0487      1.0625    -0.14002
9            -26.207    0.046034     0.48242   -0.034173     -4.6552     0.61481     0.48461
10            12.886    -0.06817     0.16858   -0.068133      6.6922      1.7334    -0.33998
11            32.682     0.24578     0.32216    0.045181      17.637      2.3225     -0.7506
12           -1.0423       0.502     0.29445     0.02037     -1.0431     0.95051     0.34459
13            29.107     0.58757      1.1484    0.041755      14.897       1.969    -0.48701
14            60.288     0.27448     0.11321    0.055215      19.088      3.5478    -0.75262
15            7.8823     0.25644     0.18154    0.012336      4.0896      1.3211    -0.63673
16            4.3052     0.04223       0.254    0.029574       1.244      1.1377    -0.45507
20           -4.8842     0.24309      0.1784    0.022887     -2.3332     0.90323    -0.12757
22            8.7777     0.54804     0.55597   -0.078777      1.8291      1.2589     0.23359
25            2.2542   -0.027793     0.49923    0.047754     0.79732      1.0689    -0.18979
28            15.413     0.28945      1.4172   -0.042298      8.4487      1.7499    0.058037
29            55.689    0.064706     0.15529        2.36      41.748      9.7731     -1.7451
30            49.717     0.33345     0.96248  -0.0091588       22.44      4.1464    -0.59435
33            5.9992    -0.56085    0.092731     0.08148      5.1331      1.4481     0.38085
35            7.6684     0.33952     0.52866   -0.068914       5.355      1.5038     0.30506
36            22.707    0.016622      2.0756   -0.030757      8.4093      1.5981     0.34642
37             14.02     -0.4222      0.4512    0.072657      8.4949      1.6256     0.00624
38            2.3296    0.087251      1.0491    0.010153      1.8809      1.0898     0.31164
39            5.8616    -0.25971     0.58523   -0.005865      3.5642      1.3541     0.58752
41            3.3915     0.17874     0.33736     0.24988      2.6585      1.1886   -0.038014
43            28.481     0.10508     0.80567   -0.043152      7.8669      2.0645    -0.52094
44            2.4166       0.622      2.5277     0.12752      1.2247      1.0518     0.42614
45            6.1153    -0.16207     0.22968   0.0030018      3.8796      1.2278     0.20293
46            -6.694     0.19198     0.24678   -0.079529    -0.94048     0.94892     0.26799
49            3.0526     0.18808     0.10566   -0.059393      2.2458      1.1797    -0.20303
50            20.232      0.2759      2.1001    0.033717      12.888      1.9776     0.18014
51            16.462     0.34286      3.3938   -0.024683      6.5729      1.3743     0.32457
54            12.791     0.52551      1.6487     0.82955      5.4978      1.2853     0.62917
55            -1.398  -0.0097279     0.26526     0.19365    -0.39888     0.96843    -0.20946
56            3.9679     0.66645      1.0298  -0.0038618      1.2875      1.1383    -0.17436
57            14.194     0.37782      1.3029   -0.093556       4.881      1.3117     0.40423
58           -29.615     0.24517     0.35279     0.15047     -3.9086     0.62017     0.15109
59            8.4213     0.44483      0.5725     0.17137      4.2547      1.3767    -0.84489
60           -7.4262     0.29053      0.6988   -0.081682     -1.9491     0.89932     0.46063
62           -2.4729     0.80514      3.6996     0.23859     -1.3957      0.9341     0.10985
63            5.6846     0.79091      1.8113    0.012543      2.1216      1.1324     0.17589
64            8.9028       0.798      2.5176   -0.022012        3.49      1.2831     0.27402
65              22.3     0.59652       1.322     0.42673      11.154      2.3959    -0.54236
66          0.068469     0.38428     0.41901   -0.012099    0.047937       1.002    -0.31277
67            15.561     0.73745     0.94251    0.064375      4.6725      1.7714    -0.24121
68            14.683     0.34832      0.2163   -0.038154      2.9575      1.6338     0.29666
69            1.7523     0.79772      1.5057     0.19096     0.92027       1.051   -0.012151
