ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
1             3.4132     0.16692     0.45489    0.010265      1.3736      1.1542    -0.18025
2             4.3144     0.51308     0.97498     0.15085      2.3403      1.1492    -0.14558
4             -5.767      0.1045    0.035361   -0.012001     -2.9214     0.76369     0.29186
6             7.9202     0.28078     0.44497     0.14612      3.0667      1.3653    -0.23185
7             2.3624    -0.13384     0.28787    0.080757      1.1208      1.0917     0.76947
8             15.097     0.54866     0.80658    0.037979      7.8248      2.4991   -0.048887
9             13.278    0.025977     0.41777    0.088381      5.5047      1.6593    -0.29663
10           -5.0298     0.19577     0.11011     0.21509     -1.3081     0.87645     0.11026
12            29.056     0.29697     0.36448    0.040859      6.1303      1.4152    -0.19455
14            4.6829     0.27384     0.19974  -0.0065894      1.5954      1.1608    -0.10047
16            21.007    -0.39624     0.20994     0.16377      2.3873     0.51633      2.3599
17           -1.1966     0.05853    0.031388    0.031956    -0.35181     0.95728     0.48204
18            51.379     0.26023   0.0052848     0.17113      9.8508      3.7807     -3.8714
19           0.73304     0.54596    0.061588   -0.065471     0.57152      1.0503     -0.1787
20            65.994      0.2464    0.098715      0.1712      8.8808      4.8747    -0.49615
21           -45.505     0.93777      3.4468      3.5618     -3.4114     0.68336     0.23907
24           -11.895     0.49049     0.41555     0.13229     -2.7624     0.85558      0.7478
25            31.315     0.66439     0.61851    0.066035      5.0757      1.5874   -0.029027
26            5.1906    0.012239     0.10104   -0.022718     0.71957      1.1216     0.70297
27           -16.147    -0.40243     0.10123   0.0044898     -1.9932     0.62871     0.75881
29            5.4344    -0.19191     0.31164    0.070804      2.7186      1.2704    -0.41653
30            8.6617     0.12131    0.048865      0.1064     0.65464      1.1858    -0.60159
31            18.262     0.49234    0.085759   -0.064843      2.4163      1.3341     0.14853
32           -2.9693      0.3772    0.032571   -0.074731     -1.1263     0.87786    -0.44856
33            72.587     0.31298    0.025579   -0.043212      15.001      4.2245   -0.036702
35            10.561     0.54292     0.01121       0.216      5.1604      1.9788    -0.51817
36              -8.6     -0.0474     0.12614     0.12631    -0.80153     0.76954     0.64314
37            11.786     0.51243      0.1074    -0.10472      2.7855      1.6732   -0.064826
38            5.9319   -0.021904      0.1625  -0.0050746      1.6989      1.1648   -0.014374
41           -5.5151      0.6628     0.85681      0.1026     -1.2211     0.87144     0.64188
42            5.6832     0.55312     0.21179 -0.00050768      1.5534      1.1439    -0.53069
43            3.4734    0.095336     0.18064    0.008395     0.62529      1.0689   -0.030964
44            9.4119     0.25952      0.1373   -0.007202      3.8553      1.4984   -0.065934
45            14.195     0.43132     0.69261    0.090184      2.3166      1.4387    -0.45611
46           -14.536     0.70218     0.78064    0.028872     -2.8941     0.81667     0.54051
47            11.795     0.45105     0.39769   -0.038885      2.2193       1.306    -0.13299
49           0.16974     0.28383     0.83822  -0.0039404    0.089036      1.0092     0.25388
50            23.345      0.4359     0.12472    0.034716      1.8355      1.3974     0.22886
51            4.9816     0.44411     0.53789     0.21095     0.80444      1.1298      0.4177
52            2.4057   0.0032841      0.3476    0.028798     0.98959      1.0707     0.10276
53            1.8981    -0.25785     0.30758  -0.0068986     0.73099      1.0559     0.44546
54           -4.8601     0.17283    0.081312   -0.012317     -0.9637     0.83008     0.46319
55           0.56139    -0.15544      0.6647    0.031858     0.14228      1.0328     0.35138
56            14.271     0.76396      1.6002     0.53069      5.9408      1.1767     0.32816
57           -3.6164     0.18119     0.42441    0.043699     -1.0873     0.86378    0.064977
58            113.43     0.12623    0.075913     0.21832      19.064      4.7259     -1.0018
60           -220.59     0.56097      0.3438     0.30719     -51.089       0.212     0.80123
61            14.397     0.24059     0.46531   -0.024625      2.9262      1.5845    -0.22668
62          -0.99325     0.56107     0.61642  -0.0035229    -0.28735     0.95882   -0.053047
63           -4.9275     0.70398      1.1312     0.22447     -1.8384     0.88945   -0.034861
64            2.8848     0.73731     0.29368   -0.011483     0.60449      1.0757    -0.35295
65            13.709    -0.33474      0.2445   -0.041196      1.7218      1.2778    0.033797
66            6.8005     0.03202    0.047925   -0.074543       1.418      1.2745   -0.050434
67              6.68     0.15821     0.12192    0.012268       3.843      1.4514     0.17324
68           -5.4441     0.39101     0.47317   -0.019074     -1.9357     0.90403     0.16676
69             54.84     0.72754     0.54827    0.035194      8.1678      2.2067     -0.4928
70            25.732     0.27521     0.21119   -0.029765      3.0583      1.7334    0.084774
72           -7.2766     0.66445      1.3053     0.47794     -3.5708     0.67674      0.1618
73           -26.811     0.40924    0.049241   -0.045889     -4.6465     0.31805     0.75388
75            3.6045     0.14525      0.7174    0.050134      2.5437      1.2838     0.17098
76            1.5492     0.55906    0.026614   -0.011188     0.37595       1.189     0.45612
77           -2.8679     0.25221     0.05552    0.083195    -0.74247     0.69585     0.32139
78            9.3839    -0.26335    0.098767     0.15042      2.8606      22.302      0.1371
80             5.743     0.46214      0.9568    0.056086      2.2056      1.2945   -0.011308
81            2.3032     0.63707   0.0086981   -0.041582     0.35489      1.0858    -0.39344
82            62.311     0.40741     0.15566    0.016554      6.0493      3.2767     0.17133
83            9.1716    0.036829     0.10021     0.12781      2.3005       1.138    -0.29418
85           -60.406     0.41575     0.16129   -0.010874     -9.3178     0.36909      0.4833
86            32.525     0.37124     0.11482    0.081186      8.6332      4.1565     0.34304
87            10.291     0.74382     0.48737   0.0027124      3.1425      1.3763    -0.14236
90           -2.5876     0.63176     0.80514     0.17521    -0.43071      0.9596    0.074033
91              9.43    -0.38332    0.056366    0.073841      3.4944      2.2755     0.97816
92            6.4717     0.68076      0.5654     0.33069      4.0711      1.3082   -0.048946
94            7.7507    -0.11353    0.019197    0.034267      2.1254     -5.7412     0.47782
95            -2.486     0.20313    0.054364    0.019092    -0.45619     0.89104     0.64653
96           -4.0178     0.52662      1.9506    0.041195     -1.6946     0.88525     0.58884
97           -7.1576   0.0045361      1.6408    0.026887     -3.1083     0.82072     0.69318
98            14.657     0.60547     0.97936      0.1747      4.7932      1.1304     0.39125
99            9.0866    -0.17637    0.092966    0.012519      2.8314      5.4796      1.1017
101           66.558     0.62646     0.33604    0.044291      10.757      3.0024     -1.0115
102          -2.4627     0.30232    0.043304   -0.044454     -1.3897     0.74999      0.7402
106           20.211     0.25411     0.32324     0.12404      2.7238      3.1265     0.69266
108           40.917      0.6762      0.2265   -0.013553      8.4573      2.4291    -0.76641
111           21.403     0.59871     0.73148     0.28429      5.1239      1.3126   -0.057456
114           11.834     0.42132     0.67124     0.03171      0.7876      1.4214     0.90709
118           11.894     0.24528     0.54837    0.072513      3.7971      1.6423     0.78891
122            8.757     0.15541     0.29256   -0.026005      2.2525      1.3838     0.23494
125           1.4701     0.26962    0.048856    0.015267     0.35334      1.0557     0.21836
126           14.826      0.7088     0.41961    0.048195      4.7639      1.4993     0.48698
