ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0             11.082    0.069951     0.37279     0.18751      11.162      1.8003     -1.1513
1             6.4612       0.217      1.0104 -0.00055431      7.8524      1.7108     0.20003
2             97.399   -0.073715     0.88407     0.12109      65.369      7.7524     -0.1896
3             36.891     0.40441     0.49938    -0.04298      24.876      7.9679    -0.11617
4             6.7581    0.079883     0.32798    0.004236      11.936       1.776   -0.077383
5              56.71     0.25444     0.16046     0.10866      38.513      10.418   -0.038673
6             17.785     0.74568     0.86547   -0.015443      4.1116      1.6971      0.1953
7             3.2744     0.14135     0.37275   0.0024088      3.6916      1.1924   -0.044765
8             74.577   -0.010677  -0.0082403   -0.051433      34.274      -8.958      -3.831
9            0.60204     0.27898     0.22572   -0.084174     0.35287      1.0256   -0.004531
10            22.387     0.45603     0.06014   -0.027549      4.6335    0.041186     0.14488
11            3.3176     0.40389     0.10416   0.0046268      2.5063      1.2932   -0.089702
12            5.1749     0.71101    0.050459    0.010454      5.9776     -10.515   -0.062234
13            31.114     0.34276     0.50562   -0.038347       13.98      2.2396     0.30378
14            10.101     0.18075     0.31981   -0.015365      2.4893      1.9831     0.69187
17            3.1089     0.40149     0.15185    0.061695      1.5363      1.1181    -0.21943
18             32.85     0.50027    0.053722    0.066119      12.971      2.7501    -0.35334
21             1.483    -0.05735  -0.0062751    0.036112     0.90624      1.0851     0.10568
22            2.5931    -0.23618     0.25854     -0.1176      5.2841      1.4843  -0.0087672
25            12.123     -0.1057    0.046694   -0.078127      7.6633      2.8922     0.17821
26         0.0023937     0.21419  -0.0013434  -0.0038341   0.0043583      1.0003     0.43118
27           -43.224     0.16396   -0.016712   -0.065445     -15.605     0.33989     0.51544
28           -6.6557     0.23084     0.10924   -0.073748      -2.656     0.44006     0.71167
29            29.733     0.14183    0.079069     0.42964      14.943      3.7317     0.23599
31            17.969    0.015433     0.10393    0.090692      10.117      2.8499     -0.6481
33           -14.296     0.23085     0.14618   -0.056549     -5.7811     0.66908     0.54517
34            28.766   -0.072781      0.5115   -0.040475      7.5011      1.8171   -0.056953
35            1.6332    -0.22048    0.075804   -0.051637      1.8221      1.5663     0.31609
36            5.6195       0.557     0.17141   -0.091004       2.765      1.3631    -0.13291
37            2.7589    -0.20444    0.030566    0.053035      2.8177      1.2969    -0.19971
38            3.7587    0.088578     0.16534   -0.025539      1.2832      1.1277    -0.14529
39            14.239   0.0037119    0.062913   -0.098584       5.212      2.2017    -0.19644
40            9.4469     0.25691     0.30479      0.0217      15.359      2.3166    -0.83453
41            5.0493    0.094104     0.39598   -0.078005      6.8342      1.9171   -0.057994
42            6.8119     0.26932    0.057454   -0.034879      7.2778      2.9805    -0.59403
44            42.457     0.61754     0.14774   -0.029884      6.7442      6.2212    -0.16989
45            43.599    -0.32919  -0.0051178   -0.049121      18.582      2.7208     0.11138
