ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0             3.4138     0.10088      0.8415     0.11167     0.71427      1.0675     -0.1279
1            -7.7464    0.068213     0.61921    0.096992     -1.3551     0.83814     0.13081
2            0.77793    0.042114     0.30377     0.34057     0.10359      1.0207     0.48745
3            -10.494     0.63084     0.99061    0.027818     -2.1452      0.8201    0.099289
5            -7.0523     0.41246  -0.0076681   -0.096802     -1.1863     0.78255     0.23581
6            -4.4596     0.49802      0.4771     0.12156     -1.1074     0.87533     0.19045
7            -7.1477     0.52784      0.2415      0.2207     -1.9784     0.79826     0.21603
8             -1.256    0.071513     0.69633     0.26841    -0.27276     0.97443    0.093585
10            6.2846     0.66139      1.0499     0.76032       2.309      1.2422    -0.25889
11           -2.0895    0.069058   -0.087375   -0.021432    -0.45945     0.90646     0.31875
12              5.93    -0.13635     0.17214     0.12888     0.65812      1.2191     0.23786
13           -3.5995     0.37354      1.4594     0.21038    -0.73598     0.94479      0.2395
14            -10.78     0.55377     0.62636     0.06448     -2.7012      0.7805     0.37093
15           -2.2793    -0.20033     0.88019     0.53911    -0.42239     0.94219     0.44067
16            7.4173     0.73115      1.1424      1.6636       1.169      1.1384    -0.11495
17            6.1697     0.17062      1.1155      1.2836      1.2243      1.1642   -0.018776
19           -9.5903  -0.0078378     0.36047     0.11996    -0.87955     0.89779     -0.1623
20            1.1446    -0.30675    0.086998    0.024727     0.16408      1.0289     0.95119
21           -6.4777    -0.18448     0.19755     0.15862     -1.7497     0.82717    -0.10313
22           -18.994     0.23452       0.198     0.29527       -3.08     0.73877    -0.22754
23           -41.474      0.5543    0.079137     0.15718     -7.3695       0.494     0.44199
24           -3.5443     -0.1108      0.5049     0.14002    -0.77353     0.92631    0.024577
25          0.053721     0.34227     0.11356     0.15631   0.0051883       1.001     0.75247
26             2.006     0.27196     0.10249     0.18065     0.23604      1.0655      0.4142
28          -0.87888     0.33464      0.7663     0.11175    -0.13469      0.9869    0.062574
30           -2.0694    0.074154      0.0179   -0.018027    -0.50157     0.93621   -0.052843
31            9.7249     0.34074      1.2432     0.17961      1.3889      1.1789     0.10864
32           -10.623    -0.19724     0.15052     0.13973     -1.8214      0.8371    -0.60704
33            18.907     0.30503      1.1545     0.27439      3.1004      1.4537    -0.29835
34            4.1338    0.085777     0.53256     0.06068     0.94425      1.1617    0.069573
35           -12.621     0.41572     0.92211     0.67181     -2.7276     0.81115    -0.44236
36           -17.253     0.09834     0.38852    0.030344     -3.7768     0.63367     0.30001
37           -10.206     0.84725     0.86476     0.76146     -2.2966     0.85683    -0.16015
38          0.028961     0.28277   -0.064576   -0.055137   0.0032635      0.9818      1.4005
39            13.326     0.20117     0.45838     0.13604       1.079      1.3673     0.40087
40           -9.9954     0.26622     0.64753     0.76722     -2.0468     0.88264     -1.2637
41           0.26732     0.59932    0.089153    0.040361    0.034551      1.0082    -0.24257
42           -25.167     0.39728     0.71495     0.61093      -5.798     0.57432    0.097718
43            2.0043     0.10976     0.26387     0.40359     0.19048      1.0579     0.42357
44            11.433    -0.37481      0.2072     0.10761        1.47      1.1852    -0.11654
45           -24.067     0.25767     0.22831    0.082836     -3.8008     0.69344     0.20797
46            -11.17     0.57415      1.1176       0.589     -1.7718     0.81511   -0.050329
47           -3.2846    -0.28331   -0.014679   -0.060341    -0.25196     0.91827     0.57506
48            7.1583     0.22263     0.39583    0.042991      1.2192      1.2885    0.087183
49            72.608     0.23222   -0.078774   -0.084032      4.9972     0.12608      1.5391
50           0.66302     0.22201     0.14287    0.095608    0.088576     0.38764     0.76331
51           -11.636     0.67791      1.1222     0.57979     -2.0709     0.80238   0.0082029
52            0.6968    -0.16422      0.4688     0.12199     0.10404      1.0286     0.55533
53           -43.407     0.63242     0.20672     0.14645     -7.0697     0.48597     0.24053
54            -1.386     0.65225     0.60843     0.32169    -0.22374     0.97396     0.47234
57           -13.939      0.6164      1.4859     0.74378     -2.7162     0.75728    0.016025
58           -15.715     0.57287      1.2335     0.29337     -2.8788     0.75134    0.012469
59           -5.9991     0.81536      1.3388      1.4891     -1.2004     0.88811    -0.17717
