site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
25        61        83        198       224       422           5.3863      1.0919         0.2071      163.9714    0.8682      3.3717      1.0086      1.2030    
25        62        36        91        226       351           3.5414      1.2756         0.6319      237.7862    0.5576      2.1358      1.0226      1.4222    
25        63        56        447       227       409           4.8453      1.2168         0.8399      157.4629    0.7047      2.6625      1.0367      1.2195    
25        64        223       232       232       642           9.0163      1.1137         4.5495      105.9295    1.3926      5.3889      1.0122      1.1022    
25        65        95        71        232       476           5.5732      1.1001         0.3666      84.3040     0.9016      3.4910      1.0115      1.1862    
25        66        233       392       238       739           9.0369      1.1890         -0.0865     237.7753    1.3621      5.2105      1.0240      1.0971    
25        67        75        37        239       415           4.3542      1.0200         0.3737      135.5124    0.7945      3.1121      1.0000      1.2321    
25        68        41        65        237       889           4.3840      1.3807         0.4700      235.2450    0.6331      2.1962      1.1290      1.2143    
25        69        65        246       244       374           6.0047      1.3193         0.4455      114.6779    0.8149      2.8894      1.1047      1.2688    
25        70        26        98        253       802           2.5283      0.9861         0.7953      163.2965    0.4574      1.7914      1.0000      1.5333    
25        71        61        462       255       408           4.7167      1.1342         2.9669      178.6730    0.7385      2.8419      1.0178      1.2391    
25        72        297       123       264       808           9.3744      1.0541         0.4128      75.7134     1.5959      6.2048      1.0074      1.0646    
25        73        190       184       261       599           7.4646      1.0720         0.6667      143.1738    1.2677      4.9189      1.0094      1.1325    
25        74        190       440       270       638           9.0824      1.2016         1.5651      190.2642    1.3469      5.0985      1.0347      1.0698    
25        75        160       380       269       562           7.4477      1.1108         3.0606      215.3158    1.2114      4.6868      1.0124      1.1191    
25        76        33        476       267       814           2.8331      1.0426         3.1630      194.3471    0.4684      1.8346      1.0000      1.5484    
25        77        66        45        271       400           4.5717      1.0995         0.4473      94.4129     0.7521      2.9119      1.0117      1.2371    
25        78        63        242       271       381           3.4394      1.0208         0.3899      163.5925    0.6411      2.5111      1.0000      1.3235    
25        79        24        28        279       691           2.6531      1.0294         0.7182      119.8576    0.4453      1.7443      1.0000      1.5172    
25        80        106       31        289       459           5.5889      1.0120         0.5645      66.7382     0.9616      3.7558      1.0028      1.1696    
25        81        56        132       288       359           4.8895      1.1882         1.0948      120.1157    0.7003      2.6625      1.0302      1.2346    
25        82        118       226       289       510           6.9645      1.1552         0.4106      71.4024     1.0282      3.9079      1.0306      1.1489    
25        83        310       412       296       756           9.6396      1.0513         0.5586      327.6713    1.6032      6.2592      1.0033      1.0841    
25        84        95        136       294       490           5.8293      1.2022         2.0815      185.4298    0.8930      3.4126      1.0249      1.1549    
25        85        135       201       297       510           6.4988      1.0669         0.3662      123.5140    1.1077      4.3208      1.0041      1.1379    
25        86        139       247       303       525           6.6996      1.0521         0.7978      81.9306     1.1168      4.3519      1.0051      1.1120    
25        87        45        43        302       379           3.7111      1.0890         0.6090      134.3070    0.6166      2.4044      1.0045      1.3016    
25        88        504       67        316       904           11.7165     1.0494         -0.3430     302.4922    2.1025      8.2065      1.0035      1.0554    
25        89        30        122       311       380           4.3671      1.2909         0.7015      118.6891    0.5725      1.9577      1.1454      1.1739    
25        90        32        472       313       815           3.5057      1.1910         0.4982      184.5538    0.5558      2.1027      1.0354      1.2917    
25        91        223       157       320       628           7.7421      1.0473         0.0261      178.9644    1.3243      5.1831      1.0007      1.1014    
25        92        45        464       319       351           3.6369      0.9890         2.8413      108.9443    0.6090      2.3428      1.0182      1.2381    
25        93        31        470       319       767           2.7993      1.0787         0.6518      212.4550    0.4684      1.8346      1.0000      1.5484    
25        94        15        286       322       792           1.7574      1.1010         0.8698      160.2516    0.2631      1.0303      1.0000      0.8000    
25        95        177       346       329       624           7.2639      1.0709         1.0571      127.0914    1.2332      4.8056      1.0052      1.1319    
25        96        33        379       327       361           3.6006      1.1594         0.2468      231.9117    0.5576      2.1358      1.0226      1.3333    
25        97        127       413       330       469           6.3328      1.0585         0.2688      133.2726    1.0770      4.1897      1.0069      1.1429    
25        98        162       186       337       560           7.9652      1.0815         3.3994      120.8048    1.2302      4.7757      1.0090      1.1065    
25        99        117       100       344       507           5.7434      1.0562         2.0385      183.7682    0.9747      3.8145      1.0009      1.1839    
25        100       53        426       341       799           4.7171      1.2087         0.4789      159.7767    0.7152      2.6911      1.0409      1.3247    
25        101       110       122       347       514           5.8504      1.0602         0.4113      117.9156    0.9651      3.7558      1.0065      1.1628    
25        102       170       258       348       632           7.1251      1.0714         0.3208      72.6498     1.2213      4.7468      1.0078      1.1042    
25        103       152       398       351       543           6.8854      1.0416         0.7828      119.9040    1.1512      4.5092      1.0000      1.1474    
25        104       70        85        349       407           4.7594      1.0750         0.3216      109.2788    0.7543      2.9337      1.0071      1.1961    
25        105       36        423       347       772           2.8207      1.0113         0.4841      140.4141    0.4684      1.8346      1.0000      1.5484    
25        106       61        478       351       410           3.6656      0.9963         4.9439      129.9605    0.6411      2.5111      1.0000      1.3235    
25        107       31        68        354       360           3.5755      1.2434         -0.1064     334.3242    0.5294      1.9950      1.0394      1.4000    
25        108       37        272       366       396           4.2164      1.2568         0.7716      99.9247     0.5747      2.1358      1.0540      1.3061    
25        109       44        37        369       387           3.8117      1.0825         0.5005      99.6324     0.6010      2.3428      1.0049      1.3000    
25        110       68        142       370       869           5.1352      1.1225         0.0209      220.8526    0.8046      3.0284      1.0406      1.2037    
25        111       177       151       376       608           7.8112      1.1338         0.7298      172.2048    1.1985      4.6074      1.0189      1.1194    
25        112       26        232       373       354           2.6296      1.0719         0.6263      218.8767    0.4522      1.7443      1.0154      1.5172    
25        113       59        190       383       431           4.8215      1.1300         0.1442      186.6268    0.7339      2.7953      1.0284      1.1458    
25        114       110       484       384       447           6.2812      1.0538         1.2809      57.7454     0.9804      3.8339      1.0016      1.1751    
25        115       126       285       389       492           6.0102      1.0100         0.3780      67.0680     0.9977      3.9079      1.0000      1.1803    
25        116       291       156       394       747           11.0451     1.2021         0.7392      167.8670    1.5971      5.9716      1.0476      1.0478    
25        117       276       255       395       662           9.1231      1.0195         0.2590      59.3272     1.5960      6.2268      1.0039      1.0724    
25        118       120       136       394       465           6.1497      1.0127         2.6725      143.9119    0.9852      3.8529      1.0015      1.1732    
25        119       87        463       395       404           5.0514      1.0302         0.5293      94.4168     0.7894      3.0921      1.0000      1.2252    
25        120       259       356       400       646           8.3152      1.0135         0.2890      137.8133    1.4879      5.8121      1.0027      1.0913    
25        121       82        439       400       450           4.4844      1.0180         0.9073      163.8724    0.7945      3.1121      1.0000      1.2321    
25        122       66        485       399       381           4.8103      1.0419         0.5935      69.2205     0.7597      2.9585      1.0057      1.2039    
25        123       47        160       405       667           3.6679      1.0119         0.2682      201.3271    0.6212      2.4330      1.0000      1.3125    
25        124       192       470       410       538           8.0475      1.1132         4.2106      107.3813    1.2773      4.9596      1.0087      1.0978    
25        125       216       120       414       632           8.5503      1.0657         0.7082      294.3480    1.4012      5.4649      1.0043      1.0821    
25        126       53        40        413       836           4.0050      1.1308         0.5272      152.6789    0.6204      2.4044      1.0106      1.3016    
25        127       83        41        423       365           4.8892      1.0873         0.3038      146.0985    0.7945      3.1121      1.0000      1.2321    
25        128       50        124       431       363           3.5716      1.0040         0.3108      187.2219    0.6348      2.4863      1.0000      1.3134    
25        129       32        42        431       770           2.6706      1.0777         0.1881      254.2856    0.4522      1.7443      1.0154      1.5172    
25        130       31        321       432       361           3.7488      1.1581         0.7350      107.7105    0.5430      1.9577      1.0864      1.2558    
25        131       200       56        449       627           8.8176      1.0894         3.8136      105.4367    1.3715      5.3083      1.0120      1.0845    
25        132       121       260       446       501           6.6108      1.1203         0.4742      88.7532     1.0543      4.0873      1.0103      1.1569    
25        133       251       230       468       673           8.2842      1.0223         0.3363      71.4085     1.4762      5.7766      1.0009      1.0951    
25        134       46        486       464       362           3.7323      1.0692         0.4190      111.2767    0.6166      2.4044      1.0045      1.3016    
25        135       162       330       473       552           7.3339      1.1323         0.6078      100.9209    1.2087      4.6713      1.0135      1.1365    
25        136       22        215       471       686           2.7437      1.0736         0.7283      163.4916    0.4393      1.6926      1.0167      1.5000    
25        137       17        59        473       785           2.5991      1.1462         0.6264      227.5316    0.3847      1.4753      1.0213      1.5000    
25        138       174       197       490       570           7.0718      1.0087         0.2943      72.6361     1.2594      4.9189      1.0028      1.1104    
25        139       72        448       487       414           4.9002      1.0446         0.4268      95.0405     0.7764      3.0284      1.0042      1.2037    
25        140       79        225       488       440           4.8514      1.0532         0.4823      81.1880     0.7754      3.0284      1.0029      1.2264    
25        141       67        129       493       447           4.8713      1.1268         0.4526      127.2264    0.7465      2.8894      1.0119      1.2165    
25        142       50        224       495       845           4.7555      1.1648         0.7503      97.2436     0.6950      2.6042      1.0453      1.2800    
26        0         130       339       9         471           7.5789      1.2968         0.3524      126.7303    1.2611      4.0529      1.0909      1.2083    
26        1         395       197       17        826           9.2828      1.0525         0.2285      256.1440    1.8603      6.5137      1.0012      1.0695    
26        2         114       478       13        535           6.9363      1.1327         0.3666      72.0108     1.1436      3.9444      1.0164      1.1399    
26        3         230       254       23        538           8.4629      1.1770         0.3969      108.7722    1.5332      5.2524      1.0233      1.0986    
26        4         135       265       19        415           7.4704      1.2053         0.3559      102.4755    1.2942      4.3049      1.0539      1.1149    
26        5         39        239       23        712           3.7741      1.1704         0.7193      126.6248    0.6541      2.2238      1.0312      1.3208    
26        6         36        450       25        848           2.6989      1.0002         0.5743      219.3869    0.5347      1.8744      1.0000      1.5625    
26        7         31        246       29        614           2.9091      1.0553         1.1946      128.2325    0.5160      1.7443      1.0370      1.4667    
26        8         201       24        38        627           7.3584      1.0266         1.3711      162.6349    1.4551      5.0847      1.0032      1.0958    
26        9         71        294       42        407           5.6231      1.2115         0.6552      145.5282    0.9273      3.0921      1.0513      1.2364    
26        10        176       269       61        566           7.2125      1.0205         0.4114      105.0604    1.4057      4.9050      1.0047      1.1003    
26        11        55        63        70        391           4.7286      1.1240         0.4959      120.4554    0.7870      2.7187      1.0148      1.2530    
26        12        156       26        79        537           6.9159      1.0067         4.6316      239.0049    1.2818      4.4938      1.0000      1.1440    
26        13        164       221       82        582           7.2922      1.0988         0.3794      79.0126     1.3593      4.7172      1.0102      1.0941    
26        14        49        495       85        421           3.6160      1.0264         0.3820      103.8645    0.6836      2.3743      1.0093      1.2903    
26        15        108       67        88        444           6.2018      1.0370         3.7455      143.2383    1.0953      3.8339      1.0016      1.1751    
26        16        156       83        96        516           6.6375      1.0215         0.1749      106.4175    1.2774      4.4782      1.0000      1.1406    
26        17        165       43        103       581           7.8932      1.1308         1.9350      320.1385    1.3638      4.7172      1.0135      1.1018    
26        18        181       150       106       592           7.1953      1.0547         0.4143      77.6920     1.4157      4.9326      1.0062      1.1097    
26        19        35        424       105       845           3.5548      1.1757         0.5652      182.2625    0.6161      2.1358      1.0112      1.4222    
26        20        114       17        113       444           6.7634      1.1483         1.0355      140.9942    1.1628      3.9990      1.0194      1.1649    
26        21        177       221       116       569           6.9294      1.0590         0.3902      130.8397    1.4138      4.9326      1.0048      1.1205    
26        22        121       118       121       445           6.7629      1.1121         0.2978      83.3873     1.1732      4.0529      1.0148      1.1373    
26        23        118       129       125       486           6.6640      1.1335         0.7015      81.3116     1.1376      3.9079      1.0205      1.1250    
26        24        166       164       126       552           7.6411      1.0458         0.3352      53.3515     1.3833      4.8202      1.0061      1.1119    
26        25        128       184       124       467           6.2443      1.0577         0.3352      87.4006     1.1948      4.1547      1.0082      1.1296    
26        26        153       416       126       567           7.8332      1.1726         0.5171      90.8343     1.3311      4.5580      1.0238      1.1136    
26        27        17        497       126       789           1.5745      0.9727         0.6535      191.4612    0.3061      1.0730      1.0000      0.9000    
26        28        199       27        133       623           8.8614      1.1347         0.5243      190.8299    1.5289      5.2524      1.0205      1.0924    
26        29        42        188       130       851           5.7958      1.4276         0.5327      122.0592    0.8241      2.4044      1.2016      1.2239    
26        30        122       103       135       392           6.5817      1.0800         0.6728      112.7588    1.1787      4.0873      1.0110      1.1080    
26        31        54        179       134       718           3.6517      1.0364         0.4906      121.0369    0.7047      2.4602      1.0042      1.3030    
26        32        42        274       134       368           3.6288      1.1520         0.3184      219.6257    0.6637      2.2745      1.0230      1.3455    
26        33        83        343       134       439           5.9194      1.1672         0.3709      99.2607     0.9863      3.3511      1.0319      1.2154    
26        34        52        78        138       417           3.7179      1.0346         2.6311      301.3364    0.7018      2.4602      1.0000      1.3231    
26        35        168       114       142       484           6.8307      1.0064         0.7692      114.5192    1.3860      4.8490      1.0020      1.0957    
26        36        108       236       141       451           6.2213      1.1629         0.3477      132.6504    1.1257      3.8529      1.0243      1.1475    
26        37        31        104       143       659           2.7072      1.0068         0.6025      183.5029    0.5110      1.7914      1.0000      1.5333    
26        38        204       455       152       541           7.5182      1.0453         0.3512      92.4294     1.4641      5.1266      1.0012      1.1039    
26        39        33        375       147       363           2.6396      1.0498         1.0275      269.9981    0.5233      1.8346      1.0000      1.5484    
26        40        37        230       148       791           3.7438      1.2008         0.5490      197.0045    0.6230      2.1358      1.0226      1.4222    
26        41        185       470       158       527           7.3751      1.0925         0.2855      109.6608    1.4056      4.8910      1.0075      1.1229    
26        42        48        319       167       381           3.7064      1.0523         0.5657      128.6179    0.6836      2.3743      1.0093      1.2903    
26        43        24        240       168       806           2.7192      1.0982         0.4144      257.6245    0.5052      1.7443      1.0154      1.5172    
26        44        154       413       179       529           6.4936      1.0769         0.2105      110.0325    1.2486      4.3671      1.0023      1.1441    
26        45        98        131       179       476           5.9328      1.1269         0.4359      92.1005     1.0225      3.5276      1.0162      1.1733    
26        46        40        58        179       372           3.6443      1.0126         0.5302      91.3452     0.6654      2.3095      1.0101      1.2881    
26        47        181       332       184       583           7.6806      1.1031         0.3085      80.4270     1.3868      4.8056      1.0117      1.1051    
26        48        158       19        187       564           6.6692      1.0331         0.0787      224.2305    1.2689      4.4464      1.0005      1.1336    
26        49        153       450       187       569           8.5718      1.1816         0.3320      69.7926     1.3624      4.6398      1.0294      1.1055    
26        50        39        351       191       365           3.8507      1.1707         0.5740      132.1985    0.6431      2.1962      1.0266      1.3077    
26        51        85        404       194       392           4.6375      1.0233         0.4756      113.7806    0.8877      3.1121      1.0000      1.2321    
26        52        63        81        197       405           4.4512      1.0755         0.4568      112.9105    0.8315      2.8894      1.0089      1.2292    
26        53        297       174       210       701           9.3526      1.0145         0.6766      138.9931    1.8181      6.3593      1.0023      1.0875    
26        54        37        492       207       355           3.2875      1.0623         0.4605      148.4936    0.6456      2.2238      1.0178      1.3462    
26        55        172       464       214       542           7.4300      1.1267         0.9068      194.3320    1.3823      4.7907      1.0116      1.1211    
26        56        91        54        215       459           5.8357      1.1121         0.5112      99.7669     1.0205      3.5276      1.0141      1.1355    
26        57        25        221       212       387           3.7783      1.2348         0.5471      184.3974    0.5830      1.7914      1.1410      1.2105    
26        58        19        239       215       785           1.6310      0.9752         0.5885      201.5041    0.3061      1.0730      1.0000      0.9000    
26        59        45        90        227       388           3.2816      1.0461         0.7338      168.6393    0.6858      2.4044      1.0000      1.3016    
26        60        26        401       227       768           4.0768      1.3591         0.3496      259.5416    0.5848      1.8346      1.1174      1.3714    
26        61        165       367       233       564           8.0330      1.1417         2.0512      118.5453    1.3529      4.6713      1.0153      1.1407    
26        62        58        235       234       392           3.6999      1.0187         0.5730      148.7056    0.7092      2.4863      1.0000      1.3134    
26        63        42        110       234       366           3.3773      1.1624         0.5848      236.3052    0.6501      2.2499      1.0129      1.3333    
26        64        110       391       239       490           6.9297      1.2161         0.3067      130.8301    1.1108      3.7558      1.0369      1.1696    
26        65        148       345       243       514           6.7594      1.0560         0.2945      87.4828     1.2486      4.3671      1.0023      1.1441    
26        66        74        226       251       436           4.6781      1.0384         0.3396      118.1584    0.8701      3.0503      1.0000      1.2110    
26        67        38        120       261       826           3.4963      1.0894         0.5464      138.0650    0.6262      2.1669      1.0131      1.3200    
26        68        101       181       264       450           5.8562      1.1002         0.9091      145.4268    1.0645      3.6970      1.0094      1.1758    
26        69        74        125       266       390           4.6365      1.0635         0.3974      110.7249    0.8573      2.9826      1.0077      1.2115    
26        70        161       438       271       557           7.8579      1.1562         0.4690      219.1592    1.3584      4.6868      1.0161      1.0993    
26        71        112       42        272       477           5.1151      1.0052         0.6241      164.7357    1.0903      3.8145      1.0020      1.1771    
26        72        151       207       272       532           7.8949      1.1333         4.0386      161.4663    1.3143      4.5092      1.0218      1.1383    
26        73        88        380       274       440           5.4159      1.0803         1.9120      214.0638    1.0137      3.5095      1.0126      1.2083    
26        74        18        116       275       666           1.7272      1.0362         0.7017      193.0900    0.3087      1.0303      1.0503      0.8000    
26        75        127       30        290       494           6.3075      1.0520         0.4384      70.5789     1.2066      4.2067      1.0055      1.1364    
26        76        36        138       286       358           2.7088      0.9902         0.4618      181.0600    0.5347      1.8744      1.0000      1.5625    
26        77        24        222       288       806           2.8423      1.1753         0.7122      163.3636    0.4642      1.5648      1.0400      1.6190    
26        78        472       410       297       1000          14.1570     1.2080         -0.2228     236.3349    2.2894      7.7431      1.0365      1.0534    
26        79        53        96        294       395           4.5162      1.1747         0.4607      118.6386    0.7744      2.6625      1.0197      1.2658    
26        80        74        42        304       418           4.9458      1.1709         0.2525      166.5642    0.9289      3.1908      1.0205      1.2000    
26        81        25        119       305       361           3.8230      1.3051         2.2953      277.5696    0.5840      1.8346      1.1160      1.4545    
26        82        382       66        318       812           10.3271     1.0256         -0.3997     146.2746    2.0332      7.1152      1.0018      1.0623    
26        83        64        471       318       428           4.7225      1.1537         0.3405      123.6548    0.8334      2.8894      1.0112      1.2041    
26        84        166       156       321       580           6.9287      1.0224         0.5874      159.3551    1.3812      4.8202      1.0045      1.0933    
26        85        37        274       324       372           4.2774      1.1738         0.7153      94.3976     0.6965      2.2499      1.0853      1.2203    
26        86        22        384       323       721           2.7483      1.1013         0.6163      251.9294    0.4839      1.6655      1.0186      1.6667    
26        87        159       346       331       590           6.5778      1.0556         0.6941      147.1265    1.2577      4.3968      1.0028      1.1417    
26        88        107       450       329       501           8.0011      1.3064         0.4203      86.8527     1.1886      3.8716      1.0763      1.1459    
26        89        57        380       331       396           4.0650      1.0379         0.2387      169.5044    0.8004      2.7953      1.0038      1.2360    
26        90        52        98        344       412           4.6998      1.2502         0.8574      224.3430    0.7522      2.5111      1.0501      1.3043    
26        91        148       256       349       604           7.1553      1.1450         0.3700      109.2009    1.3116      4.5092      1.0197      1.1034    
26        92        50        17        348       368           3.7420      1.2019         0.0644      278.1737    0.6748      2.3428      1.0097      1.3000    
26        93        55        66        350       417           7.0806      1.4632         -0.1438     264.3567    0.9638      2.7707      1.2195      1.1134    
26        94        192       425       353       582           7.4755      1.0629         0.2968      228.0988    1.4334      4.9990      1.0052      1.1028    
26        95        39        122       349       387           4.6132      1.3075         0.3906      344.9370    0.7157      2.2745      1.1031      1.2131    
26        96        53        410       350       753           3.6690      1.0280         0.3580      228.7816    0.7018      2.4602      1.0000      1.3231    
26        97        21        89        352       759           2.5988      1.0631         0.1184      397.1789    0.4835      1.6655      1.0178      1.4815    
26        98        49        369       354       377           4.6516      1.2185         1.3467      170.0927    0.7651      2.5745      1.0419      1.3056    
26        99        39        22        355       825           3.3546      1.1460         0.6878      231.4222    0.6663      2.2745      1.0270      1.3214    
26        100       42        406       357       774           3.8164      1.0971         0.3663      165.7334    0.6792      2.3428      1.0163      1.3684    
26        101       27        394       364       727           2.6374      1.0505         0.4119      314.8824    0.5110      1.7914      1.0000      1.5333    
26        102       144       39        370       534           6.4037      1.0603         0.5504      165.3113    1.2453      4.3519      1.0032      1.1261    
26        103       139       296       371       523           7.8783      1.1702         0.7999      80.0976     1.2961      4.4136      1.0295      1.1452    
26        104       54        349       367       388           4.6296      1.2154         0.0763      242.0615    0.7811      2.6625      1.0285      1.3158    
26        105       19        405       369       696           1.6274      0.9795         1.0870      296.3194    0.3061      1.0730      1.0000      0.9000    
26        106       125       248       374       571           6.8215      1.1540         0.4485      76.8330     1.1635      3.9990      1.0200      1.1244    
26        107       236       142       378       583           8.8169      1.0648         0.0813      262.5895    1.6171      5.6406      1.0051      1.0896    
26        108       42        70        380       394           3.8841      1.1725         0.9389      190.5036    0.6610      2.2499      1.0300      1.3091    
26        109       176       47        388       551           7.3640      1.0560         0.4522      120.4135    1.4109      4.9326      1.0027      1.1205    
26        110       18        132       387       595           1.6305      0.9688         0.3240      438.8611    0.3061      1.0730      1.0000      0.9000    
26        111       74        231       390       408           4.6986      1.1033         0.3653      126.1286    0.8493      2.9585      1.0064      1.2400    
26        112       142       154       394       549           6.8755      1.1151         0.5135      258.4891    1.1950      4.1367      1.0127      1.1204    
26        113       143       357       401       554           6.7439      1.0558         0.2371      102.5348    1.2412      4.3208      1.0070      1.1282    
26        114       157       470       412       625           7.2203      1.1197         2.0999      99.3613     1.3421      4.6398      1.0141      1.1055    
26        115       112       119       415       456           6.6367      1.1473         0.4408      163.1467    1.1493      3.9444      1.0215      1.1640    
26        116       128       411       416       518           6.5095      1.0731         0.3887      106.1026    1.1989      4.1897      1.0032      1.1376    
26        117       24        427       413       761           2.5573      1.0237         0.3226      274.2693    0.4909      1.6926      1.0167      1.5000    
26        118       65        40        423       377           4.7593      1.1339         0.9468      131.9317    0.8268      2.8660      1.0113      1.2747    
26        119       137       239       428       557           6.8858      1.1084         0.3684      97.6171     1.2102      4.2067      1.0085      1.1521    
26        120       57        328       432       427           5.7028      1.3393         0.5068      151.2985    0.8880      2.8190      1.1043      1.2043    
26        121       23        41        432       746           2.5658      1.0710         0.6163      279.7618    0.4909      1.6926      1.0167      1.5000    
26        122       82        141       438       402           5.4150      1.1015         0.5318      168.8668    0.9674      3.3299      1.0185      1.1818    
26        123       93        148       443       473           5.7284      1.0955         0.4967      149.3559    1.0213      3.5276      1.0150      1.1429    
26        124       153       259       448       511           6.1226      1.0307         0.2341      122.8106    1.2605      4.3968      1.0050      1.1561    
26        125       81        54        452       453           4.7884      0.9973         1.7989      106.5488    0.8877      3.1121      1.0000      1.2321    
26        126       168       203       464       573           7.4091      1.0327         0.5167      60.3881     1.3885      4.8056      1.0130      1.1280    
26        127       257       229       469       679           7.8460      0.9998         0.5171      119.6116    1.6709      5.8481      1.0016      1.1000    
26        128       137       318       474       459           6.6118      1.0530         0.4873      98.4697     1.2501      4.3519      1.0070      1.1308    
26        129       100       330       475       405           5.3736      1.0543         0.4697      127.2186    1.0382      3.6052      1.0095      1.1795    
26        130       79        57        477       428           4.5693      1.0446         0.3470      169.0494    0.8736      3.0503      1.0041      1.2110    
26        131       18        392       478       785           1.6182      0.9771         0.4676      296.3842    0.3061      1.0730      1.0000      0.9000    
26        132       177       30        488       600           8.1359      1.0839         0.6389      59.8450     1.3918      4.8347      1.0092      1.1186    
26        133       114       250       485       504           5.8027      1.0375         0.4482      84.1773     1.0880      3.7948      1.0051      1.1657    
26        134       194       115       489       600           8.3627      1.1211         5.8832      231.7577    1.4332      4.9860      1.0077      1.0966    
26        135       203       446       487       596           7.7545      1.0357         0.3386      85.7491     1.4556      5.0847      1.0036      1.1227    
26        136       114       170       493       396           5.4390      1.0129         0.5214      145.5906    1.0891      3.8145      1.0009      1.1705    
26        137       230       221       498       714           8.7560      1.1478         3.1244      68.3037     1.5245      5.2383      1.0203      1.0992    
26        138       171       159       499       471           7.6614      1.1387         0.4192      101.0762    1.3481      4.6557      1.0151      1.1292    
26        139       38        124       497       686           3.8688      1.1337         0.4888      172.0102    0.6494      2.1962      1.0366      1.3077    
26        140       55        177       499       701           4.5288      1.0997         0.9465      118.5525    0.7855      2.6042      1.0575      1.1163    
26        141       35        495       500       376           3.5358      1.0775         0.5254      99.1983     0.6338      2.1358      1.0403      1.1636    
27        0         55        39        9         655           4.8439      1.1993         0.9144      404.0240    0.7951      2.7187      1.0369      1.2381    
27        1         325       210       13        736           10.7417     1.1967         0.3847      96.0983     1.8473      6.4457      1.0161      1.0809    
27        2         89        354       8         375           6.0163      1.1709         0.4442      84.7177     0.9952      3.4126      1.0339      1.2239    
27        3         65        49        11        427           5.4864      1.1966         0.4764      369.2960    0.8722      2.9585      1.0453      1.1171    
27        4         36        272       9         508           2.7570      1.0104         0.9739      105.9763    0.5287      1.8744      1.0000      1.5625    
27        5         46        183       16        412           3.8000      1.0753         0.5516      109.1279    0.6781      2.4044      1.0000      1.3226    
27        6         219       269       21        629           8.2848      1.1464         0.3597      91.0150     1.5341      5.3220      1.0220      1.0899    
27        7         47        289       17        413           4.5173      1.1661         0.6579      107.2626    0.7368      2.4863      1.0508      1.1892    
27        8         75        398       18        415           6.3889      1.2614         0.4555      75.2270     0.9519      3.1391      1.0751      1.1570    
27        9         83        402       24        419           5.2117      1.0805         0.3939      107.4024    0.9469      3.3082      1.0148      1.1667    
27        10        115       305       40        507           6.3508      1.1048         1.2272      110.7328    1.1404      3.9811      1.0156      1.1371    
27        11        84        120       40        444           5.8536      1.1747         0.7777      117.8085    0.9717      3.3717      1.0218      1.1765    
27        12        180       342       50        625           7.2865      1.0461         1.3087      154.2987    1.3883      4.9050      1.0035      1.1148    
27        13        168       103       67        546           7.9273      1.0832         0.8545      83.6518     1.3672      4.8056      1.0087      1.1126    
27        14        192       248       80        607           7.2564      1.0205         0.3670      75.0654     1.4341      5.0708      1.0027      1.0931    
27        15        114       201       79        483           5.9622      1.0488         0.6414      48.6158     1.0753      3.7948      1.0046      1.1657    
27        16        45        49        85        365           3.6052      1.0304         0.4631      208.6337    0.6939      2.4602      1.0000      1.3231    
27        17        30        386       86        858           2.7217      1.0273         0.9090      182.4773    0.5174      1.8346      1.0000      1.5484    
27        18        197       109       104       639           7.9898      1.1040         2.5510      231.2214    1.4078      4.9596      1.0064      1.1083    
27        19        78        163       104       431           4.7150      1.0393         0.5585      64.6244     0.8551      3.0284      1.0012      1.2264    
27        20        184       491       107       652           7.6637      1.1534         0.9523      186.3052    1.3826      4.8347      1.0139      1.1037    
27        21        41        13        110       781           2.8146      1.0430         0.0501      242.0063    0.5287      1.8744      1.0000      1.5625    
27        22        313       132       119       691           8.8644      1.0319         0.8186      194.5840    1.8085      6.4025      1.0015      1.0721    
27        23        52        196       123       377           3.6904      1.0238         0.5989      100.0388    0.7012      2.4863      1.0000      1.3134    
27        24        100       18        127       498           6.1164      1.1293         3.0003      183.5678    1.0223      3.5657      1.0165      1.1765    
27        25        130       37        131       568           6.2702      1.0270         0.6221      134.0590    1.1874      4.1723      1.0091      1.1081    
27        26        177       64        134       522           8.1001      1.0948         4.1377      371.0397    1.3984      4.9189      1.0080      1.0962    
27        27        296       104       137       710           9.4807      1.0670         2.5783      181.2462    1.7835      6.2933      1.0048      1.0707    
27        28        42        115       132       594           3.8852      1.1100         0.4405      151.5486    0.6683      2.3428      1.0115      1.3000    
27        29        109       463       137       401           6.8094      1.1275         0.3616      58.7293     1.1069      3.8529      1.0186      1.1602    
27        30        311       468       151       610           9.4090      1.0800         -0.0844     149.6181    1.7930      6.3375      1.0031      1.0860    
27        31        94        65        146       383           5.7016      1.0976         0.5656      157.1462    0.9881      3.4721      1.0090      1.1888    
27        32        148       311       149       608           7.1172      1.0405         0.3564      66.1640     1.2320      4.3519      1.0038      1.1453    
27        33        140       83        149       486           6.8663      1.1102         2.0386      198.6504    1.2196      4.2888      1.0083      1.1354    
27        34        107       151       154       535           6.5633      1.1815         0.5568      82.2153     1.0800      3.7170      1.0302      1.1395    
27        35        164       377       161       577           7.9742      1.1043         2.4326      78.0885     1.3457      4.7321      1.0083      1.1326    
27        36        59        31        166       389           3.7621      1.0348         0.0007      176.4360    0.7012      2.4863      1.0000      1.3134    
27        37        36        252       166       759           3.5172      1.1247         0.4787      179.7200    0.6281      2.1962      1.0140      1.3333    
