site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
7         9         94        316       38        438           5.9697      1.1092         0.4345      85.7788     0.9230      3.4910      1.0136      1.1781    
7         10        20        288       38        836           2.6378      1.0067         0.8586      127.2547    0.4385      1.6021      1.0493      1.3333    
7         11        168       332       52        493           6.9251      1.0741         0.7801      160.6380    1.2641      4.8056      1.0084      1.1280    
7         12        24        122       51        797           2.6928      0.9865         0.6033      147.3121    0.4673      1.7914      1.0000      1.5333    
7         13        101       185       55        477           5.8642      1.1184         0.5958      107.1035    0.9519      3.5857      1.0177      1.1818    
7         14        23        137       55        823           3.1136      1.1915         0.7205      157.3139    0.4499      1.6655      1.0356      1.5385    
7         15        156       264       58        540           6.2312      1.0019         0.2857      100.7532    1.1722      4.4938      1.0000      1.1440    
7         16        58        359       58        390           3.7189      0.9882         0.6961      119.8196    0.6550      2.5111      1.0000      1.3235    
7         17        53        440       57        393           3.6851      1.0852         -0.2161     292.5096    0.6444      2.4602      1.0042      1.3030    
7         18        62        318       61        357           4.7801      1.1575         0.4462      125.4704    0.7389      2.7953      1.0133      1.2644    
7         19        318       202       74        823           10.9799     1.1520         1.5740      106.3663    1.7276      6.4800      1.0220      1.0569    
7         20        196       55        78        590           8.4365      1.1332         0.1732      99.2226     1.3782      5.1831      1.0194      1.1047    
7         21        221       167       79        665           8.3921      1.0966         -0.0922     106.6481    1.4295      5.4274      1.0097      1.1005    
7         22        80        380       90        426           4.6097      1.0087         0.6031      117.9675    0.8066      3.0921      1.0000      1.2252    
7         23        207       418       92        589           8.2881      1.0618         0.1080      88.4080     1.4140      5.3889      1.0059      1.0933    
7         24        66        110       92        399           3.8081      1.0379         0.3611      109.5304    0.6418      2.4602      1.0000      1.3231    
7         25        41        364       92        364           3.8420      1.1143         0.4940      159.4802    0.6057      2.2499      1.0321      1.2857    
7         26        91        45        95        471           5.8758      1.1122         0.9363      135.0249    0.9419      3.5452      1.0185      1.1410    
7         27        26        490       94        385           3.2117      1.0553         0.5711      91.5616     0.5018      1.7443      1.1029      1.1892    
7         28        276       92        99        579           10.3537     1.1758         -0.5514     155.7264    1.6637      6.2048      1.0279      1.0730    
7         29        103       443       95        424           6.8809      1.2568         0.4269      110.5276    1.0055      3.6431      1.0581      1.1394    
7         30        188       445       106       565           8.6846      1.1974         -0.2258     132.0509    1.3500      5.0137      1.0323      1.1022    
7         31        168       222       106       631           8.1564      1.1490         0.2624      87.4324     1.2421      4.6557      1.0228      1.0890    
7         32        405       311       110       877           10.3034     1.0368         -0.9537     329.9879    1.8505      7.0751      1.0027      1.0776    
7         33        56        26        104       409           4.8970      1.2024         0.2608      143.8904    0.7232      2.6625      1.0413      1.2195    
7         34        129       80        107       374           6.9717      1.1114         0.1467      117.4137    1.1091      4.2067      1.0107      1.1468    
7         35        205       156       119       589           8.5909      1.1144         0.3814      76.8644     1.4026      5.3083      1.0130      1.1086    
7         36        32        256       114       852           3.4196      1.1603         0.5861      218.1751    0.5489      2.0674      1.0178      1.4286    
7         37        177       52        123       539           7.3742      1.0612         1.3252      216.9001    1.2778      4.8632      1.0072      1.1060    
7         38        226       91        127       618           8.1039      1.0663         0.3208      95.5479     1.4637      5.5770      1.0061      1.1055    
7         39        136       40        128       434           6.3445      1.0167         1.5224      199.5958    1.1292      4.3208      1.0019      1.1330    
7         40        132       416       135       514           5.9620      1.0025         0.4621      77.0388     1.0240      3.9255      1.0000      1.1848    
7         41        432       197       140       901           12.7361     1.1953         -0.9625     295.8771    1.9918      7.4293      1.0278      1.0583    
7         42        57        270       141       363           3.8062      1.0104         0.3726      119.8198    0.6485      2.4863      1.0000      1.3134    
7         43        156       243       144       560           7.6399      1.1286         0.3906      99.4104     1.2106      4.5745      1.0145      1.1212    
7         44        36        277       140       781           3.6835      1.1681         0.5832      183.1063    0.5748      2.1669      1.0169      1.4348    
7         45        259       446       147       795           9.7195      1.1886         -0.2514     101.1097    1.5205      5.6534      1.0311      1.0813    
7         46        124       148       147       525           5.8855      1.0341         0.2936      96.3300     1.0066      3.8529      1.0015      1.1798    
7         47        116       217       151       410           5.9231      1.0330         0.2265      116.2722    0.9945      3.7948      1.0046      1.1657    
7         48        17        63        152       815           2.4534      1.1171         0.8106      201.2738    0.3794      1.4209      1.0237      1.5556    
7         49        136       272       160       603           7.4434      1.1293         0.2361      104.8372    1.1633      4.3049      1.0360      1.0826    
7         50        56        342       159       438           4.9177      1.1706         0.3920      113.0167    0.7371      2.7452      1.0294      1.2045    
7         51        102       96        164       513           5.9684      1.1039         0.5338      96.1649     0.9578      3.6244      1.0131      1.1481    
7         52        105       487       167       469           5.7182      1.0562         0.4229      81.2724     0.9762      3.7170      1.0068      1.1529    
7         53        335       373       173       799           10.4147     1.0398         0.0322      70.2244     1.7814      6.7919      1.0055      1.0636    
7         54        73        405       167       439           4.7819      1.0721         0.4055      112.5566    0.7840      2.9826      1.0077      1.2115    
7         55        54        257       171       368           3.7938      1.0386         0.4794      150.2810    0.6485      2.4863      1.0000      1.3134    
7         56        171       96        181       454           7.8928      1.0947         0.6091      82.5084     1.2600      4.7907      1.0083      1.1289    
7         57        68        132       182       462           6.0537      1.2548         0.3217      102.4715    0.8607      3.0503      1.0817      1.1579    
7         58        77        258       183       410           4.8033      1.0579         0.3975      107.8402    0.7864      3.0058      1.0030      1.2190    
7         59        89        49        185       393           5.7190      1.1018         0.4689      119.7121    0.9256      3.5095      1.0111      1.1757    
7         60        138       87        191       427           6.9113      1.0566         0.3035      74.7786     1.1197      4.2724      1.0047      1.1467    
7         61        101       47        194       450           5.8860      1.0955         0.3473      106.8441    0.9433      3.5657      1.0142      1.1321    
7         62        52        230       193       400           4.5874      1.1385         0.3641      134.7350    0.7028      2.6327      1.0233      1.2405    
7         63        49        156       196       460           6.1854      1.3901         0.5630      145.8489    0.7995      2.5745      1.1905      1.1899    
7         64        19        420       197       784           1.6387      0.9704         0.6020      174.4217    0.2799      1.0730      1.0000      0.9000    
7         65        124       450       204       491           6.9361      1.1303         0.1747      101.3953    1.0902      4.1040      1.0184      1.1174    
7         66        60        490       201       410           3.6880      0.9935         0.5953      110.1428    0.6550      2.5111      1.0000      1.3235    
7         67        329       301       208       644           9.1266      1.0526         -0.0435     119.8816    1.6754      6.4025      1.0031      1.0681    
7         68        78        394       209       456           4.6704      1.0601         0.3776      111.7820    0.7879      3.0058      1.0048      1.2190    
7         69        165       189       213       536           7.5327      1.1109         0.0052      131.0561    1.2541      4.7468      1.0129      1.1042    
7         70        102       417       217       526           6.2722      1.1132         0.3738      85.3060     0.9626      3.6244      1.0181      1.1625    
7         71        151       463       219       503           6.4675      1.0448         -0.2891     151.1049    1.1483      4.3821      1.0046      1.1525    
7         72        153       313       220       444           7.7291      1.1431         0.3059      84.3122     1.2128      4.5413      1.0238      1.1231    
7         73        139       155       223       457           7.0099      1.0930         0.5237      92.2525     1.1093      4.2236      1.0069      1.1455    
7         74        161       172       229       471           7.9731      1.1404         0.3935      88.1882     1.2266      4.6074      1.0206      1.1450    
7         75        61        19        231       379           4.4352      1.0966         0.3641      160.8256    0.7351      2.7707      1.0172      1.2558    
7         76        199       79        235       562           9.2049      1.1951         0.2620      70.3975     1.3846      5.1410      1.0325      1.0936    
7         77        227       62        238       547           7.7923      1.0542         1.6339      281.2349    1.4722      5.6151      1.0051      1.1012    
7         78        183       253       238       615           7.6147      1.0630         0.3427      89.8055     1.2836      4.8490      1.0148      1.1141    
7         79        102       143       238       488           6.1408      1.0923         0.3966      84.9386     0.9632      3.6614      1.0084      1.1656    
7         80        209       214       244       643           9.1762      1.1596         0.0461      114.1161    1.4041      5.2664      1.0221      1.0799    
7         81        103       167       251       493           6.6027      1.1668         1.0299      113.6533    1.0143      3.7746      1.0301      1.1676    
7         82        102       414       255       474           6.1905      1.0681         0.3346      87.9107     0.9812      3.7366      1.0066      1.1647    
7         83        66        344       256       424           4.4563      1.0227         0.4703      117.0310    0.7589      2.8894      1.0069      1.2292    
7         84        76        476       264       437           4.7270      1.0038         0.3193      87.2388     0.7909      3.0284      1.0012      1.2264    
7         85        54        135       265       413           4.9376      1.2136         0.5326      119.7980    0.7076      2.6042      1.0417      1.2632    
7         86        124       252       273       507           5.7852      1.0088         1.6586      119.9654    1.0194      3.9079      1.0000      1.1803    
7         87        191       377       276       607           7.8141      1.0483         0.2137      94.4573     1.3042      4.9729      1.0054      1.1041    
7         88        152       429       277       542           6.6869      1.0647         -0.5729     296.3576    1.1479      4.3821      1.0042      1.1381    
7         89        102       446       278       447           5.7740      1.1085         0.0140      169.5711    0.9511      3.5857      1.0169      1.1667    
7         90        151       272       282       497           6.8878      1.0584         3.0839      106.4129    1.1446      4.3671      1.0048      1.1538    
7         91        39        47        280       351           3.7746      1.1001         0.4868      104.5661    0.5879      2.2238      1.0135      1.3208    
7         92        33        473       282       747           2.7766      1.0525         0.3600      201.0601    0.4786      1.8346      1.0000      1.5484    
7         93        61        130       283       405           4.7497      1.0921         0.5107      102.3920    0.7465      2.8190      1.0152      1.1789    
7         94        207       86        293       617           7.6473      1.0474         -0.0644     99.6461     1.3309      5.0847      1.0034      1.0958    
7         95        107       219       289       494           6.0853      1.0963         0.5993      106.0239    0.9771      3.7170      1.0078      1.1807    
7         96        119       157       291       522           6.4452      1.0971         1.8722      147.4528    1.0565      3.9990      1.0128      1.1357    
7         97        166       464       296       605           9.1915      1.2808         -0.1563     151.3760    1.2850      4.6713      1.0546      1.1119    
7         98        106       406       294       495           5.9953      1.0421         0.3577      94.0191     0.9746      3.7170      1.0052      1.1598    
7         99        219       59        299       637           8.9346      1.1188         0.0103      77.1263     1.4359      5.4274      1.0142      1.1064    
7         100       291       187       302       705           9.2620      1.0507         0.1740      85.7205     1.6359      6.2377      1.0054      1.0784    
7         101       86        120       300       448           4.7259      0.9931         0.3318      85.5026     0.8118      3.1121      1.0000      1.2321    
7         102       68        281       313       420           4.6957      1.0927         0.3917      111.5972    0.7662      2.9119      1.0087      1.2371    
7         103       283       412       323       743           9.8078      1.1182         -0.9955     472.6842    1.5787      5.9957      1.0094      1.0763    
7         104       179       133       325       602           7.9124      1.0891         0.4326      99.2110     1.2853      4.8910      1.0075      1.0868    
7         105       111       433       326       454           6.4714      1.1146         0.1568      122.3137    0.9883      3.7558      1.0087      1.1765    
7         106       312       484       329       710           10.1531     1.0762         -0.3514     111.8645    1.7465      6.5581      1.0209      1.0358    
7         107       121       315       328       555           7.0155      1.1844         0.5438      105.4513    1.0621      3.9629      1.0274      1.1562    
7         108       21        146       328       691           2.8473      1.1920         0.5726      170.8831    0.4107      1.5228      1.0340      1.5238    
7         109       208       362       332       538           7.6047      1.0406         -0.5060     207.2308    1.3429      5.1410      1.0014      1.1065    
7         110       97        37        333       438           6.0617      1.0971         0.3976      70.7831     0.9616      3.6431      1.0119      1.1534    
7         111       77        193       333       860           4.6289      1.0367         0.3449      160.6270    0.7980      3.0503      1.0029      1.2222    
7         112       197       204       336       575           7.4866      1.0272         1.4365      277.2341    1.3293      5.0847      1.0022      1.0991    
7         113       174       274       336       520           8.9107      1.1717         0.4320      84.3572     1.3342      4.9462      1.0341      1.0881    
7         114       73        25        338       437           6.7761      1.2555         0.3818      67.4868     0.9287      3.1121      1.1440      1.0000    
7         115       121       446       339       543           6.5599      1.1480         0.9351      150.5148    1.0535      3.9444      1.0239      1.1399    
7         116       164       384       341       551           7.5625      1.1292         -0.0930     160.2147    1.2358      4.6557      1.0176      1.1250    
7         117       78        70        345       426           5.8247      1.1439         0.3771      84.3428     0.8812      3.2397      1.0427      1.1128    
7         118       63        276       344       796           5.7978      1.2849         0.4984      128.6714    0.8235      2.9119      1.0841      1.2766    
7         119       121       350       348       494           7.0655      1.1425         0.2294      122.2034    1.0813      4.0873      1.0142      1.1238    
7         120       104       80        351       447           7.3538      1.2442         0.8285      114.2799    1.0321      3.6052      1.0974      1.0824    
7         121       247       216       357       621           9.0841      1.1571         1.3300      254.8667    1.4131      5.3220      1.0179      1.1019    
7         122       66        133       358       401           3.7864      1.0117         0.3877      137.2361    0.6485      2.4863      1.0000      1.3134    
7         123       76        111       360       458           4.5863      1.0573         0.1415      174.9702    0.7799      2.9826      1.0024      1.2115    
7         124       209       29        366       666           8.8701      1.1512         0.0578      70.9891     1.3988      5.2383      1.0237      1.0960    
7         125       144       210       368       428           7.5555      1.1559         2.4252      316.9871    1.1983      4.4301      1.0370      1.0859    
7         126       209       84        371       624           8.2119      1.0919         -0.5897     214.5768    1.4293      5.4147      1.0119      1.0952    
7         127       258       264       370       695           9.6556      1.2029         0.2056      111.7845    1.5494      5.7766      1.0283      1.0901    
7         128       69        160       375       459           5.8461      1.2428         0.3396      153.4308    0.8337      3.0284      1.0553      1.2037    
7         129       58        395       378       388           4.7076      1.1203         0.0879      208.3270    0.7310      2.7707      1.0114      1.2706    
7         130       38        77        378       679           3.4785      1.0938         0.4046      203.4077    0.5904      2.2238      1.0178      1.3462    
7         131       134       52        384       587           7.7984      1.1677         0.3747      71.4905     1.1404      4.2236      1.0351      1.0456    
7         132       90        369       385       464           5.9189      1.0727         1.2134      118.0043    0.9351      3.5452      1.0112      1.1711    
7         133       45        277       389       386           3.7335      1.0364         0.5339      136.5496    0.6300      2.4044      1.0045      1.2813    
7         134       103       481       394       498           6.0102      1.1295         0.0389      123.9251    0.9526      3.6052      1.0129      1.1572    
7         135       238       33        398       677           11.3673     1.2542         0.1463      55.7985     1.5785      5.7525      1.0520      1.0709    
7         136       87        202       396       464           5.9365      1.0898         0.3488      91.6075     0.9210      3.4721      1.0169      1.1184    
7         137       141       245       399       576           7.6001      1.1495         0.3935      85.4437     1.1778      4.3671      1.0339      1.0976    
7         138       108       406       400       464           5.9417      1.0160         0.3235      94.8985     0.9826      3.7366      1.0081      1.1856    
7         139       108       130       401       514           5.7454      1.0586         0.2763      133.7120    0.9685      3.6794      1.0091      1.1779    
7         140       95        465       405       386           6.0310      1.0807         0.2778      84.0587     0.9423      3.5857      1.0075      1.1818    
7         141       149       416       415       496           6.5858      1.0536         -0.1540     145.1958    1.1409      4.3519      1.0050      1.1308    
7         142       116       436       414       479           5.7183      1.0021         0.1924      110.7650    0.9977      3.8145      1.0027      1.1638    
7         143       207       181       418       590           7.3661      1.0144         1.2269      232.5127    1.3450      5.1552      1.0002      1.1091    
7         144       170       456       417       512           7.6738      1.2368         1.2828      800.7224    1.1860      4.3519      1.0448      1.1552    
7         145       56        403       418       370           5.0432      1.2026         0.4173      112.7560    0.7161      2.6327      1.0428      1.2405    
7         146       218       327       424       626           8.5153      1.1366         -0.4572     215.3047    1.4260      5.3758      1.0169      1.0997    
7         147       62        288       425       409           3.7949      1.0260         0.5132      117.0297    0.6485      2.4863      1.0000      1.3134    
7         148       82        377       425       489           5.5098      1.1586         0.9719      209.0027    0.8640      3.2397      1.0225      1.1654    
7         149       289       118       434       648           9.6004      1.0535         0.0231      203.1819    1.6207      6.1712      1.0068      1.0632    
7         150       190       33        433       559           8.5895      1.1499         -0.1900     122.1919    1.3719      5.1410      1.0230      1.1098    
7         151       94        139       437       392           4.6696      0.9974         1.8842      218.2775    0.8118      3.1121      1.0000      1.2321    
7         152       268       209       441       644           8.4072      1.0671         -0.6898     251.8906    1.5063      5.7525      1.0038      1.1064    
7         153       113       236       438       470           6.9954      1.1954         0.4247      84.1830     1.0341      3.8145      1.0393      1.1573    
7         154       44        81        439       383           3.7923      1.0654         0.4685      173.2960    0.6211      2.3428      1.0163      1.3684    
7         155       120       398       440       492           6.9619      1.1371         0.1932      111.5972    1.0677      3.9990      1.0236      1.1710    
7         156       158       190       442       493           7.6044      1.1058         0.5455      98.0774     1.2210      4.6237      1.0124      1.1353    
7         157       128       478       444       488           6.4396      1.0864         -0.1233     145.2636    1.1036      4.1897      1.0098      1.1376    
7         158       166       319       448       556           7.4608      1.0674         -0.0244     122.8040    1.2691      4.8347      1.0063      1.1111    
7         159       211       154       448       542           8.5816      1.1184         0.1842      109.3140    1.4007      5.3083      1.0116      1.1086    
7         160       189       376       454       640           7.3459      1.0358         -0.7505     271.9363    1.3034      4.9729      1.0048      1.1218    
7         161       170       32        452       563           7.8967      1.1002         0.2051      91.9310     1.2646      4.8056      1.0088      1.1088    
7         162       247       351       454       729           9.8112      1.1810         -0.7341     254.2771    1.5445      5.7282      1.0337      1.0741    
7         163       130       103       453       506           6.6493      1.0582         0.0483      181.0759    1.1145      4.2564      1.0038      1.1228    
7         164       100       490       457       412           5.7677      1.0403         0.3119      80.2561     0.9752      3.7170      1.0058      1.1462    
7         165       216       236       460       555           8.6925      1.1479         -0.0792     119.3602    1.4191      5.3357      1.0196      1.1105    
7         166       101       154       467       432           5.8665      1.0737         0.2504      133.5148    0.9560      3.6244      1.0112      1.1698    
7         167       120       475       468       412           6.7995      1.1532         -0.0479     119.9021    1.0614      3.9990      1.0175      1.1300    
7         168       203       459       471       561           7.8726      1.1018         -0.5399     180.3411    1.3045      4.9729      1.0057      1.1111    
7         169       175       91        470       605           7.5302      1.1151         -0.2481     165.3356    1.2249      4.6237      1.0156      1.1144    
7         170       211       225       476       571           8.7052      1.1415         0.7937      100.9681    1.3990      5.2664      1.0184      1.1105    
7         171       77        415       475       457           5.2813      1.1062         0.2922      122.8060    0.8678      3.2860      1.0124      1.1875    
7         172       296       137       483       741           9.6883      1.0665         -0.9926     408.7941    1.6264      6.2048      1.0048      1.0858    
7         173       65        384       480       404           3.5578      0.9950         0.1936      187.5530    0.6550      2.5111      1.0000      1.3235    
7         174       79        102       481       417           6.7598      1.3411         1.2896      610.7894    0.9399      3.2860      1.0966      1.1603    
7         175       121       280       483       464           6.7105      1.1187         0.3942      89.9203     1.0773      4.0702      1.0147      1.1196    
7         176       96        282       494       364           5.3590      1.0020         0.4301      98.3359     0.9577      3.6431      1.0078      1.1463    
7         177       84        159       502       447           6.7540      1.3124         0.3636      140.6940    0.9587      3.3082      1.1110      1.2320    
7         178       69        254       501       416           5.9533      1.2102         0.4440      91.9080     0.8362      3.0715      1.0437      1.2523    
7         179       69        430       501       390           4.8123      1.1095         0.4136      114.0528    0.7561      2.8660      1.0113      1.2747    
7         180       54        278       502       678           4.9160      1.2306         0.5594      108.8927    0.7007      2.5435      1.0560      1.2778    
7         181       26        247       502       639           3.7332      1.2336         0.7060      141.3295    0.5216      1.8346      1.0900      1.3333    
8         0         134       77        19        505           6.4859      1.0888         0.3816      217.4747    0.9922      4.1897      1.0045      1.1535    
8         1         119       397       16        517           6.1647      1.1127         0.2847      146.6189    0.9493      3.9079      1.0303      1.1868    
8         2         96        51        19        385           5.6106      1.0496         0.7098      130.6301    0.8662      3.6431      1.0084      1.1325    
8         3         184       40        23        495           7.5243      1.0296         0.0860      126.8711    1.2012      5.0847      1.0020      1.0958    
8         4         214       448       27        690           7.6329      1.0797         0.0612      615.6448    1.1881      5.0137      1.0051      1.1056    
8         5         70        290       29        554           7.3037      1.3907         0.8864      133.7420    0.8949      3.0715      1.2357      1.0000    
8         6         237       251       42        602           8.6706      1.0870         0.4483      117.4795    1.3223      5.5648      1.0078      1.0950    
8         7         75        402       41        436           4.2377      1.0506         1.1673      524.9365    0.7192      3.0503      1.0000      1.2110    
8         8         98        315       46        489           5.8684      1.0806         0.4256      120.3497    0.8756      3.6794      1.0094      1.1707    
8         9         147       166       46        621           7.7469      1.1608         0.4622      104.6151    1.0556      4.3519      1.0288      1.0984    
8         10        143       434       47        558           6.3036      1.0160         0.4464      170.9523    1.0273      4.3519      1.0012      1.1404    
8         11        206       334       50        609           7.2931      0.9941         0.3936      169.7059    1.2285      5.2105      1.0000      1.1066    
8         12        105       265       54        398           5.7613      1.0371         0.4007      111.6666    0.8885      3.7558      1.0034      1.1561    
8         13        136       360       58        582           8.0578      1.2081         0.5719      101.4443    1.0428      4.2564      1.0392      1.1082    
8         14        97        51        63        465           6.1049      1.1200         0.4576      161.4812    0.8701      3.6431      1.0130      1.1605    
8         15        311       204       72        658           9.4350      1.0819         1.8780      189.0626    1.4774      6.2377      1.0046      1.0618    
8         16        83        39        68        450           5.8693      1.1462         0.4418      116.7512    0.8079      3.3299      1.0291      1.1642    
8         17        227       393       71        718           8.2899      1.1147         0.5262      409.6234    1.2812      5.3625      1.0133      1.0885    
8         18        92        410       68        390           5.7155      1.1515         1.2624      238.0986    0.8290      3.4721      1.0127      1.2143    
8         19        105       190       71        849           5.7494      1.0880         0.4981      180.8656    0.8792      3.6970      1.0087      1.1829    
8         20        140       221       90        493           6.8278      1.0886         0.8672      131.5336    1.0098      4.2564      1.0063      1.1480    
8         21        82        370       87        460           5.7146      1.1054         0.8118      149.6639    0.7934      3.2860      1.0241      1.1259    
8         22        296       445       94        710           9.3497      1.0706         0.4816      540.7319    1.4871      6.2820      1.0041      1.0856    
8         23        131       47        93        516           6.4925      1.0431         0.9935      293.7473    1.0178      4.2888      1.0066      1.1304    
8         24        137       114       95        555           6.9179      1.1312         0.2994      135.0152    0.9808      4.1040      1.0137      1.1442    
8         25        122       419       92        496           6.5714      1.1158         0.3303      121.4987    0.9644      4.0352      1.0137      1.1386    
8         26        129       68        95        515           6.8498      1.0747         1.0232      137.3271    1.0016      4.2236      1.0059      1.1351    
8         27        52        348       93        686           4.5148      1.1282         0.4676      177.1119    0.6316      2.6327      1.0176      1.2727    
8         28        355       352       107       847           11.8917     1.1882         0.4412      224.0734    1.6667      6.8635      1.0300      1.0639    
8         29        276       314       108       697           9.0309      1.0219         -0.3144     155.1704    1.4742      6.2377      1.0024      1.0806    
8         30        169       273       109       537           7.6298      1.0631         0.3573      96.0623     1.1492      4.8490      1.0052      1.0993    
8         31        130       201       110       510           6.6457      1.0381         0.5282      116.1898    0.9990      4.2067      1.0072      1.1161    
8         32        230       159       117       658           8.7385      1.0815         0.3274      92.5133     1.3315      5.6151      1.0057      1.1040    
8         33        22        258       111       713           2.5881      1.1367         0.6029      260.7664    0.3625      1.5228      1.0097      1.6842    
8         34        192       56        122       544           8.5609      1.1340         -0.1752     167.1635    1.2421      5.1266      1.0276      1.0941    
8         35        51        441       119       379           3.7830      1.0502         0.3538      146.5436    0.5800      2.4602      1.0000      1.3231    
8         36        231       229       125       533           8.8629      1.1465         0.2224      105.9654    1.2783      5.3492      1.0136      1.0949    
8         37        183       95        125       680           8.8522      1.2055         0.1065      111.8194    1.2301      5.0137      1.0407      1.1022    
8         38        149       44        126       411           6.5645      1.0442         0.1441      167.5998    1.0247      4.3208      1.0059      1.1429    
8         39        87        375       124       445           4.4238      0.9977         0.2137      201.8142    0.7337      3.1121      1.0000      1.2321    
8         40        393       196       137       819           10.5577     1.0225         -0.2522     111.5180    1.6811      7.1152      1.0021      1.0703    
8         41        187       220       138       523           9.0770      1.1962         0.3688      113.1611    1.2326      5.0568      1.0339      1.0904    
8         42        220       243       142       577           7.9597      1.0291         0.1297      132.9377    1.3092      5.5401      1.0023      1.0987    
8         43        80        272       138       475           5.8971      1.1585         0.4297      127.8925    0.8102      3.3299      1.0320      1.1471    
8         44        166       65        149       552           7.2304      1.0646         0.2983      332.7056    1.1399      4.8056      1.0061      1.1319    
8         45        151       35        159       485           6.8472      1.0379         0.4371      85.0950     1.0379      4.3821      1.0046      1.1525    
8         46        21        250       160       763           2.5298      1.0673         0.4196      277.7250    0.3929      1.6354      1.0191      1.4615    
8         47        144       337       164       550           6.5357      1.0330         0.3902      109.8596    1.0250      4.3365      1.0026      1.1271    
8         48        42        318       163       364           3.6528      1.1084         0.3728      230.1968    0.5538      2.3095      1.0170      1.3571    
8         49        197       376       171       596           8.4799      1.1091         0.1688      126.1857    1.2465      5.2105      1.0147      1.0909    
8         50        53        167       169       399           3.7846      1.0281         0.5717      150.0680    0.5800      2.4602      1.0000      1.3231    
8         51        197       435       178       604           7.3060      1.0292         0.3359      216.3272    1.2005      5.0847      1.0014      1.1091    
8         52        108       133       179       404           5.9850      1.0963         0.2755      122.7966    0.8838      3.7170      1.0085      1.1667    
8         53        103       203       179       469           5.8175      1.0508         0.4503      148.0122    0.8796      3.6970      1.0092      1.1412    
8         54        102       318       179       492           6.8071      1.2101         0.4840      147.3800    0.9159      3.7170      1.0452      1.1598    
8         55        107       262       180       401           5.7305      1.0270         0.3792      124.9125    0.9027      3.8145      1.0037      1.1705    
8         56        84        99        180       442           5.6068      1.0990         0.3705      125.2327    0.8055      3.3717      1.0133      1.1765    
8         57        66        54        183       424           4.8163      1.1118         0.2144      148.6614    0.6850      2.8660      1.0137      1.2083    
8         58        198       232       191       576           7.5693      1.0668         0.1270      128.6055    1.1933      5.0426      1.0038      1.1077    
8         59        233       128       193       576           8.7997      1.1003         0.3287      86.1893     1.2959      5.4400      1.0104      1.1176    
8         60        145       249       192       452           6.7753      1.0435         0.5613      115.0383    1.0274      4.3365      1.0049      1.1271    
8         61        139       273       194       478           6.4824      1.0355         0.6992      163.3379    1.0379      4.3821      1.0046      1.1525    
8         62        131       331       201       565           6.9758      1.1317         0.4929      121.9975    0.9692      4.0529      1.0143      1.1485    
8         63        108       475       204       473           6.7965      1.0959         0.3320      100.1035    0.9423      3.8899      1.0275      1.0754    
8         64        244       303       208       611           8.6106      1.0394         0.1426      102.3370    1.3405      5.6534      1.0057      1.0998    
8         65        235       390       207       687           9.1680      1.1606         0.5868      135.9361    1.2789      5.3220      1.0192      1.1019    
8         66        84        461       210       418           4.8569      1.0344         0.6913      133.7991    0.7254      3.0715      1.0017      1.2182    
8         67        170       92        215       574           7.1726      1.1052         0.3552      309.7550    1.1411      4.7907      1.0103      1.0872    
8         68        98        428       216       476           6.2339      1.1188         0.4641      131.8224    0.8548      3.5857      1.0111      1.1742    
8         69        28        316       217       681           2.6714      0.9890         0.7753      202.1914    0.4224      1.7914      1.0000      1.5333    
8         70        139       264       222       525           6.6379      1.1029         0.4781      148.1186    0.9897      4.1723      1.0061      1.1604    
8         71        117       40        223       501           6.6429      1.1648         0.3459      126.7694    0.9504      3.9444      1.0220      1.1702    
8         72        167       174       226       544           8.1912      1.1561         0.7676      134.5347    1.1348      4.7021      1.0236      1.0947    
8         73        172       66        239       499           7.5768      1.0582         0.3100      151.6743    1.1550      4.8632      1.0073      1.1133    
8         74        89        474       238       464           5.4441      1.0240         0.8096      194.0161    0.8405      3.5276      1.0106      1.1069    
8         75        127       180       241       384           6.4396      1.0417         0.2257      132.0404    0.9993      4.2067      1.0076      1.1261    
8         76        142       344       242       467           6.7295      1.0758         0.5901      115.7385    0.9964      4.1897      1.0087      1.1589    
8         77        147       169       246       439           6.7004      1.0429         2.9340      165.0372    1.0316      4.3671      1.0020      1.1297    
8         78        219       49        249       553           9.0797      1.2137         0.1838      122.8596    1.2469      5.1266      1.0316      1.1104    
8         79        138       353       253       363           6.6569      1.0804         1.4233      196.0914    1.0007      4.2236      1.0049      1.1403    
8         80        83        304       258       367           5.7995      1.1866         1.6455      182.8010    0.8120      3.3082      1.0411      1.1938    
8         81        112       346       262       387           6.3867      1.1224         0.5297      186.0928    0.9454      3.9255      1.0215      1.1596    
8         82        158       470       263       641           7.5071      1.1339         0.6372      216.9757    1.0922      4.5092      1.0274      1.1163    
8         83        142       61        267       510           6.8484      1.0422         0.6191      105.5551    1.0242      4.3208      1.0054      1.1478    
8         84        124       304       267       434           6.7073      1.0863         0.5236      112.1823    0.9917      4.1547      1.0124      1.1349    
8         85        92        133       270       463           5.8243      1.0892         0.4756      120.7802    0.8480      3.5657      1.0087      1.1538    
8         86        97        255       272       470           6.8649      1.2225         0.4467      118.4693    0.9097      3.6614      1.0538      1.1515    
8         87        153       91        283       569           6.7256      1.0152         0.2042      100.2338    1.0496      4.4464      1.0012      1.1336    
8         88        46        228       284       413           4.2445      1.1083         0.5044      155.5696    0.5931      2.3743      1.0594      1.0959    
