site           roi      hw_raw     hw_norm   orth_norm
15.0          80.0       68.77       60.69     0.13336
15.0          81.0       53.84       51.75    0.032685
15.0          82.0      149.78       59.24     0.51457
15.0          83.0        58.7       58.75    0.001462
15.0          84.0       52.53        46.2     0.11465
15.0          85.0       57.81       52.07     0.08915
15.0          86.0       71.03       61.73     0.10545
15.0          87.0          54       55.08   -0.023782
15.0          88.0       70.25       59.71     0.15887
15.0          89.0       87.33       65.54     0.27247
15.0          90.0       58.96       53.54    0.088639
15.0          91.0       66.27       61.62    0.052217
15.0          92.0       54.28        49.3     0.10523
15.0          93.0       63.26       58.84    0.082033
15.0          94.0       56.42       56.51   -0.022198
15.0          95.0       42.19       42.32   0.0078931
15.0          96.0       85.72       72.16     0.17452
15.0          97.0       91.41       74.38     0.28373
15.0          98.0       84.16       66.97     0.23216
15.0          99.0       66.22       59.03     0.11022
15.0         100.0       58.64       50.19     0.13017
15.0         101.0       53.31       50.73    0.061178
15.0         102.0       58.51       55.96    0.053613
15.0         103.0       55.62       53.35    0.056463
15.0         104.0       64.21       57.37    0.093083
15.0         105.0       50.51       50.37   -0.015548
15.0         106.0       58.72       55.98    0.057717
15.0         107.0       44.08       38.61     0.11247
15.0         108.0       81.38       65.48     0.22517
15.0         109.0       78.04       67.91     0.19793
15.0         110.0       79.14        55.1     0.23701
15.0         111.0       123.6       84.28     0.36895
15.0         112.0       60.63       59.76    0.029686
15.0         113.0       81.55       74.07      0.1294
15.0         114.0      102.31       69.11     0.28076
15.0         115.0        63.7       59.41    0.099062
15.0         116.0       58.39       52.77      0.1223
15.0         117.0        null        null        null
15.0         118.0       57.13       56.55   0.0052404
15.0         119.0       65.84        58.2     0.13778
15.0         120.0       67.17       62.99    0.077784
15.0         121.0        56.4       53.99    0.036241
15.0         122.0       47.51       47.03    0.010318
15.0         123.0       59.72       52.93     0.14603
15.0         124.0       53.56       49.25    0.067734
15.0         125.0      120.45       61.31     0.44712
15.0         126.0       96.56       74.26     0.29615
15.0         127.0       68.82       54.72     0.23123
15.0         128.0      106.19       86.78     0.23905
15.0         129.0      100.95       57.12     0.25578
15.0         130.0       64.13       52.69     0.18708
15.0         131.0       84.32       76.59     0.10832
15.0         132.0       97.14        71.9     0.31194
15.0         133.0       70.09       67.04    0.068405
15.0         134.0       75.25       63.93     0.27563
15.0         135.0       43.22       40.33     0.10472
15.0         136.0       49.25       47.85    0.041975
15.0         137.0       95.39       52.57      0.3518
15.0         138.0       61.86       53.55     0.15127
15.0         139.0        null        null        null
15.0         140.0        60.2       52.42      0.1566
15.0         141.0       88.06       76.35     0.19603
15.0         142.0       84.31       75.59     0.12304
15.0         143.0       61.23       54.16     0.13667
15.0         144.0       119.7       73.44     0.28302
15.0         145.0      101.69       80.41     0.25738
15.0         146.0       76.87       66.31     0.16992
15.0         147.0       56.08       59.72    -0.15001
15.0         148.0       95.22       74.22     0.25328
15.0         149.0       70.16       54.25     0.24906
15.0         150.0       60.19       60.97   -0.018286
15.0         151.0       75.39        70.8    0.077983
15.0         152.0       64.39       56.97     0.12419
15.0         153.0       57.27       54.84    0.049532
15.0         154.0       59.28       48.74     0.21326
15.0         155.0        null        null        null
15.0         156.0       53.17       50.86    0.066144
15.0         157.0       69.32        62.6     0.13068
15.0         158.0       61.36       57.39    0.095183
15.0         159.0       85.63       76.86     0.14859
15.0         160.0       59.79       58.52    0.050536
15.0         161.0        83.1          61     0.28863
15.0         162.0       62.46       55.47     0.13567
15.0         163.0      152.99       88.93      0.4243
15.0         164.0       60.64       54.84     0.11754
15.0         165.0       52.75       50.68    0.064885
15.0         166.0       74.85       51.38     0.28511
15.0         167.0      104.51      108.39   -0.020678
15.0         168.0       65.81       55.99     0.20213
15.0         169.0        45.8       46.92   -0.029917
15.0         170.0       56.25       53.29    0.074547
15.0         171.0       98.87       62.05     0.33163
15.0         172.0       57.15       52.86    0.059626
15.0         173.0        86.2        68.5     0.22741
15.0         174.0        null        null        null
15.0         175.0       63.19       48.71     0.23467
15.0         176.0        null        null        null
15.0         177.0        59.4       55.74    0.080711
15.0         178.0        null        null        null
15.0         179.0        null        null        null
15.0         180.0       67.74        62.5    0.087203
15.0         181.0       65.97       63.47    0.058116
15.0         182.0       69.12       64.47    0.091662
15.0         183.0        null        null        null
15.0         184.0        69.7       63.26     0.12043
15.0         185.0        52.8       52.44   0.0086412
15.0         186.0        61.7       57.43    0.085434
15.0         187.0       63.25        57.5     0.15369
15.0         188.0       57.01        54.2    0.070318
15.0         189.0       61.48        41.9     0.43187
15.0         190.0          48       46.77    0.032082
15.0         191.0        81.3       61.94      0.2258
15.0         192.0        null        null        null
16.0           0.0       82.26       70.53     0.17826
16.0           1.0       80.04       71.49     0.16995
16.0           2.0       70.65       58.28     0.18299
16.0           3.0       76.25       67.28     0.09957
16.0           4.0       72.91       64.14     0.14719
16.0           5.0       69.25       59.23     0.17656
16.0           6.0       76.02       66.21     0.15299
16.0           7.0       89.08       65.44     0.23555
16.0           8.0      105.24        79.3     0.28949
16.0           9.0       73.86       62.76     0.14976
16.0          10.0       76.26       60.08     0.17169
16.0          11.0       87.51       69.93     0.21525
16.0          12.0       71.75       63.84     0.18614
16.0          13.0          88       75.07     0.19084
16.0          14.0       79.14       61.48     0.24772
16.0          15.0       85.24       63.36     0.30645
16.0          16.0        57.7       55.17    0.052707
16.0          17.0      111.55       88.44     0.25192
16.0          18.0       93.53       68.11     0.25544
16.0          19.0       76.98       71.17    0.087758
16.0          20.0       88.54       68.43     0.31569
16.0          21.0      108.16       76.52     0.31915
16.0          22.0      256.75       85.77     0.67229
16.0          23.0      113.89       69.89     0.37079
16.0          24.0      125.37       91.09     0.30512
16.0          25.0        null        null        null
16.0          26.0       96.52       74.03     0.36942
16.0          27.0       80.78       65.12     0.20261
16.0          28.0       88.86       77.36     0.13595
16.0          29.0       94.97       81.46     0.14116
16.0          30.0       68.47       57.82     0.20114
16.0          31.0       79.74       67.71     0.16788
16.0          32.0      140.54       89.14     0.51332
16.0          33.0       91.62       77.43     0.16418
16.0          34.0       87.85       63.47     0.28504
16.0          35.0       93.61       72.46     0.24985
16.0          36.0       99.64       69.98     0.32383
16.0          37.0       74.98       66.57     0.12915
16.0          38.0       82.55       82.63   -0.012315
16.0          39.0       65.58       61.31     0.07371
16.0          40.0        92.4       81.57     0.16019
16.0          41.0       77.53       61.52     0.26279
16.0          42.0       95.31       59.43     0.38121
16.0          43.0      105.16        71.9     0.39565
16.0          44.0       88.64       55.37     0.29655
16.0          45.0      108.96       81.66      0.4106
16.0          46.0       73.09       61.75     0.18981
16.0          47.0        null        null        null
16.0          48.0      104.59       69.11     0.29208
16.0          49.0        null        null        null
16.0          50.0       80.94       71.22     0.16502
16.0          51.0       68.28        59.8     0.12672
16.0          52.0       73.24       61.55     0.14526
16.0          53.0        null        null        null
16.0          54.0       56.59        49.3     0.13985
16.0          55.0       62.73       55.13     0.08924
16.0          56.0       69.17        58.2     0.17365
16.0          57.0       68.62        62.1     0.13494
16.0          58.0       86.06       76.62     0.17324
16.0          59.0       76.86        62.5     0.12285
16.0          60.0       74.26       58.27     0.16346
16.0          61.0       78.16       54.68     0.32355
16.0          62.0       78.35       65.07     0.20244
16.0          63.0       80.36       58.46     0.29558
16.0          64.0       78.88       62.44     0.24941
16.0          65.0       71.06       62.58     0.17642
16.0          66.0       65.38       59.34      0.1156
16.0          67.0        64.7       60.54    0.067691
16.0          68.0       60.68       54.69     0.10515
16.0          69.0       53.61        50.8    0.050949
16.0          70.0       66.74        61.7     0.10451
16.0          71.0       86.61       70.91     0.26467
16.0          72.0       65.57       59.38     0.11225
16.0          73.0       52.23       48.16    0.082259
16.0          74.0       73.85          65    0.039269
16.0          75.0        57.4       50.55     0.11104
16.0          76.0       48.76       46.17    0.072631
16.0          77.0        58.3       58.44  0.00067357
16.0          78.0       52.27       48.63     0.05339
16.0          79.0       76.04        67.9     0.12951
16.0          80.0       61.05       56.99    0.086418
16.0          81.0          81       65.52     0.17702
16.0          82.0       69.16       70.08   -0.018105
16.0          83.0       69.84       60.46     0.22854
16.0          84.0       68.42       61.61     0.11865
16.0          85.0       52.59       47.45     0.10844
16.0          86.0       57.24       53.54    0.082035
16.0          87.0       76.72        61.3     0.17307
16.0          88.0       53.81       53.55   0.0060626
16.0          89.0       72.55        63.8     0.13517
16.0          90.0       61.67       54.38     0.17791
16.0          91.0       64.28       59.91    0.078267
16.0          92.0       58.47       51.19     0.13865
16.0          93.0       70.12        58.6     0.19172
16.0          94.0       58.89       50.02     0.17103
16.0          95.0       61.27       57.13    0.080464
16.0          96.0       61.93       55.27     0.12089
16.0          97.0       61.26       53.47       0.117
16.0          98.0       81.47       61.11     0.27295
16.0          99.0        null        null        null
16.0         100.0       60.39       53.56      0.1348
16.0         101.0       68.56       62.12     0.11265
16.0         102.0       51.14       47.94    0.075121
16.0         103.0       65.93       57.54     0.17405
16.0         104.0       47.27       44.83    0.049647
16.0         105.0       44.95       42.39    0.055946
16.0         106.0       47.14       44.51    0.044002
16.0         107.0      102.42       78.62     0.20002
16.0         108.0        65.5       55.37     0.17039
16.0         109.0        95.7       82.22     0.17622
16.0         110.0       63.92       64.91   -0.017034
16.0         111.0       61.62       56.56     0.09043
16.0         112.0       61.24       54.59     0.11343
16.0         113.0       58.44       50.11     0.12813
16.0         114.0        64.8       60.37    0.098054
16.0         115.0        72.4       58.18     0.22381
16.0         116.0       70.05       57.36       0.201
16.0         117.0       84.43       62.25     0.25196
16.0         118.0          94       57.72     0.32363
16.0         119.0       58.32       53.68    0.081829
16.0         120.0       56.04        52.6    0.077337
16.0         121.0        null        null        null
16.0         122.0       79.54       75.95    0.058758
16.0         123.0        74.9       62.77      0.2101
16.0         124.0       75.32       67.69     0.12873
16.0         125.0       67.72       55.04     0.29857
16.0         126.0       68.58        45.8     0.42937
16.0         127.0      125.15       82.15     0.40762
16.0         128.0       59.08       47.96     0.10914
16.0         129.0       73.54       54.73     0.30261
16.0         130.0       54.02        49.7    0.096085
16.0         131.0       93.29       72.47     0.27163
16.0         132.0       68.44       63.59    0.098477
16.0         133.0       85.77       62.42     0.24411
16.0         134.0       44.57       39.47      0.1572
16.0         135.0       57.01       51.31    0.086401
16.0         136.0       99.82       64.24     0.34685
16.0         137.0       73.46       54.43     0.26257
16.0         138.0       93.55       63.45     0.29596
16.0         139.0       53.84       48.67     0.13012
16.0         140.0       75.85       62.82     0.22543
16.0         141.0       88.46       69.87     0.24471
16.0         142.0       50.54       48.35    0.075584
16.0         143.0       86.28       75.19     0.17396
16.0         144.0       69.85       62.67     0.14078
16.0         145.0       69.48       55.29     0.25068
16.0         146.0       76.65       62.04     0.23614
16.0         147.0       72.96       64.13     0.13634
16.0         148.0       84.97       62.07     0.30274
16.0         149.0       85.49        68.9     0.19781
16.0         150.0       88.71       76.61     0.18528
16.0         151.0       54.45        52.1    0.058249
16.0         152.0       62.71       67.04    -0.12131
16.0         153.0       72.46       61.52     0.18372
16.0         154.0      105.97       70.29     0.14331
16.0         155.0        58.6       53.92    0.096751
16.0         156.0       95.41       77.26     0.23651
16.0         157.0       77.85       62.37     0.21056
16.0         158.0       57.82       51.87     0.12543
16.0         159.0       53.47        48.2    0.091393
16.0         160.0      102.62       78.61     0.36248
16.0         161.0        57.2       50.59     0.10592
16.0         162.0       63.92       62.46    0.028276
16.0         163.0      115.44       49.57     0.48768
16.0         164.0       67.01        60.8    0.075607
16.0         165.0       47.12       46.33    0.019509
16.0         166.0       92.31       74.78     0.23067
16.0         167.0        null        null        null
16.0         168.0      126.27       85.55     0.41011
16.0         169.0       61.79       45.79     0.37098
16.0         170.0        null        null        null
16.0         171.0       80.79       63.98     0.26064
16.0         172.0        null        null        null
16.0         173.0       82.57       67.34      0.2253
16.0         174.0       58.63       57.26     0.03611
16.0         175.0      121.61       50.72      0.3629
16.0         176.0       78.71       66.83     0.14393
16.0         177.0       74.46       66.74     0.11737
16.0         178.0       72.69       57.83     0.18745
16.0         179.0       94.09       69.66     0.25692
16.0         180.0        null        null        null
16.0         181.0      134.22       50.51     0.43717
16.0         182.0       94.63       50.79     0.44255
16.0         183.0       79.98        68.9     0.18016
16.0         184.0        83.2       61.89     0.27269
16.0         185.0       94.16        40.7     0.52231
16.0         186.0       84.52       69.45     0.21133
16.0         187.0       79.26       67.21     0.21086
16.0         188.0        null        null        null
16.0         189.0        null        null        null
16.0         190.0       64.49       59.81    0.095762
16.0         191.0       61.73       41.45     0.44867
16.0         192.0       78.65       65.22     0.17015
16.0         193.0       58.37       58.37    0.008347
16.0         194.0       53.31       48.49    0.099105
16.0         195.0       75.91       66.08     0.14153
16.0         196.0       88.62       73.51     0.23688
16.0         197.0       60.15       52.85     0.12158
16.0         198.0        null        null        null
16.0         199.0       90.08       75.54     0.15518
16.0         200.0        null        null        null
16.0         201.0       57.39       56.84    0.018117
16.0         202.0       61.83       57.05     0.12029
16.0         203.0        null        null        null
16.0         204.0        null        null        null
16.0         205.0       61.03        59.3    0.034505
16.0         206.0        null        null        null
17.0           0.0       77.15       67.78     0.14037
17.0           1.0      108.84        77.2      0.3044
17.0           2.0       64.02       54.23     0.18075
17.0           3.0       81.26       72.76     0.13411
17.0           4.0      108.75       77.23     0.33297
17.0           5.0       85.32        66.7      0.2929
17.0           6.0        85.1       75.48     0.10003
17.0           7.0       68.05        57.3     0.20886
17.0           8.0      110.44       71.48     0.33625
17.0           9.0      114.11       75.15     0.34124
17.0          10.0       83.35       62.03      0.2294
17.0          11.0       94.58        80.4     0.16529
17.0          12.0       92.18       68.32     0.25905
17.0          13.0       72.62       60.51      0.1521
17.0          14.0      111.78       78.23     0.26573
17.0          15.0       58.14       53.49    0.099987
17.0          16.0       90.71       71.38     0.26066
17.0          17.0       85.97       72.92     0.18139
17.0          18.0       92.68       58.04     0.21954
17.0          19.0        null        null        null
17.0          20.0      126.61       64.52     0.39399
17.0          21.0      101.08        69.5     0.35947
17.0          22.0        null        null        null
17.0          23.0      125.55       85.64     0.52421
17.0          24.0       89.23       57.22     0.28301
17.0          25.0      163.59       90.92     0.53053
17.0          26.0       76.28       66.69     0.14923
17.0          27.0      190.38       95.77     0.55856
17.0          28.0      108.84       75.71      0.3155
17.0          29.0      124.18        82.1     0.37383
17.0          30.0      108.36       73.01     0.25601
17.0          31.0       81.24       70.71     0.14176
17.0          32.0        null        null        null
17.0          33.0       82.77       66.13     0.23282
17.0          34.0      100.25       86.07      0.1889
17.0          35.0      103.75        69.8     0.30984
17.0          36.0      123.24       93.57     0.41567
17.0          37.0      123.22       72.76      0.3642
17.0          38.0       100.1       69.98     0.30759
17.0          39.0       71.24       58.42     0.19284
17.0          40.0       70.25       56.63     0.25755
17.0          41.0      102.65       69.22     0.28034
17.0          42.0       92.77        69.6     0.26569
17.0          43.0      132.81       57.23     0.38355
17.0          44.0        70.3       61.56     0.14377
17.0          45.0       62.54       42.82     0.32044
17.0          46.0        95.8       70.53     0.23414
17.0          47.0       86.72       66.48     0.28855
17.0          48.0       92.61       60.76     0.30209
17.0          49.0      113.66       72.45     0.32513
17.0          50.0       84.41       64.54     0.31648
17.0          51.0       72.99       52.92     0.22418
17.0          52.0       96.03       68.49     0.31937
17.0          53.0       82.86       48.94     0.44235
17.0          54.0        89.8       64.17     0.32296
17.0          55.0        null        null        null
17.0          56.0        67.4       56.01    0.071984
17.0          57.0       88.27       55.45     0.35405
17.0          58.0      106.07       75.01     0.25058
17.0          59.0       96.63        67.5     0.30222
17.0          60.0       62.31       53.66    0.098398
17.0          61.0       82.68       64.94     0.23223
17.0          62.0      105.78       71.95     0.32813
17.0          63.0       78.25       57.72     0.31551
17.0          64.0       51.13       44.58     0.14248
17.0          65.0       79.16       63.08     0.19869
17.0          66.0       93.16       63.31      0.3301
17.0          67.0       63.57       54.98     0.12037
17.0          68.0       80.83       55.79     0.23452
17.0          69.0       94.82       60.53     0.28075
17.0          70.0       68.84       61.55    0.076247
17.0          71.0       72.14       65.44    0.091128
17.0          72.0       82.43       64.02     0.22148
17.0          73.0       63.65       57.17     0.10909
17.0          74.0       73.68       64.35     0.14642
17.0          75.0       73.79       55.83     0.22463
17.0          76.0       62.98        47.1     0.18337
17.0          77.0       72.96       58.64     0.19239
17.0          78.0      105.79       71.72     0.31398
17.0          79.0       66.14       58.55     0.11111
17.0          80.0       70.58       61.65     0.11775
17.0          81.0       60.38       55.63    0.081338
17.0          82.0       68.77       61.17      0.1108
17.0          83.0       71.82       63.66     0.13499
17.0          84.0        81.7       66.72      0.1841
17.0          85.0       72.23       61.45     0.15828
17.0          86.0       74.42        56.8     0.20705
17.0          87.0       68.54       55.87     0.17225
17.0          88.0       62.75       53.96     0.13449
17.0          89.0       76.46       65.58      0.1559
17.0          90.0       77.61       68.79     0.12671
17.0          91.0       54.03        48.8    0.099008
17.0          92.0       79.22       65.61     0.17577
17.0          93.0       75.81       63.67     0.16052
17.0          94.0        84.5       54.75     0.28116
17.0          95.0       60.64       57.41    0.055056
17.0          96.0       61.03       52.38     0.13156
17.0          97.0       84.59       63.97     0.24102
17.0          98.0       69.85          61     0.13987
17.0          99.0       61.27       48.52     0.19706
17.0         100.0        null        null        null
17.0         101.0       63.94       53.78     0.10409
17.0         102.0       69.72        56.7     0.18097
17.0         103.0       67.57       57.13      0.1359
17.0         104.0       76.24       67.88     0.13682
17.0         105.0       85.93       68.07      0.2191
17.0         106.0       80.15       68.41     0.16425
17.0         107.0        89.2       70.19      0.1923
17.0         108.0       75.52       59.49     0.16541
17.0         109.0       86.85        67.6      0.1887
17.0         110.0      100.85       76.88     0.28661
17.0         111.0       65.09       55.16     0.17363
17.0         112.0       60.37       49.77     0.18896
17.0         113.0       58.11       51.75     0.17322
17.0         114.0       56.62       53.88    0.062838
17.0         115.0       53.45       51.42    0.051104
17.0         116.0       69.28       60.85     0.14421
17.0         117.0       78.26       67.35     0.13763
17.0         118.0       75.43       65.89     0.13272
17.0         119.0       86.76       73.46     0.19431
17.0         120.0        78.4       61.86     0.17758
17.0         121.0        81.2       67.47     0.19052
17.0         122.0       84.13       77.42      0.1539
17.0         123.0       73.64       61.31     0.16091
17.0         124.0       68.74       51.11     0.25527
17.0         125.0       72.61       60.27     0.17797
17.0         126.0      110.59       73.46     0.34088
17.0         127.0       60.04       49.98    0.043702
17.0         128.0       80.02       70.84     0.15597
17.0         129.0       84.29       66.14     0.20748
17.0         130.0       86.21       67.12     0.24974
17.0         131.0       65.48       53.23     0.17864
17.0         132.0        91.3       70.76     0.21915
17.0         133.0       71.09       57.07     0.15209
17.0         134.0      102.13        77.3     0.32764
17.0         135.0       61.13       54.91     0.12371
17.0         136.0       58.09       55.72    0.042301
17.0         137.0      105.22        78.2     0.35074
17.0         138.0       73.66       61.91     0.18451
17.0         139.0        null        null        null
17.0         140.0       90.34       73.58     0.24106
17.0         141.0       61.78       50.96      0.2131
17.0         142.0       81.84        60.9     0.18661
17.0         143.0      104.45       77.67     0.28935
17.0         144.0      103.44       71.25      0.3156
17.0         145.0       74.57        63.9     0.18482
17.0         146.0        null        null        null
17.0         147.0        56.8       50.82     0.11478
17.0         148.0       92.64       68.68     0.28018
17.0         149.0       80.67       49.87     0.31352
17.0         150.0       62.37       59.95    0.040645
17.0         151.0        null        null        null
17.0         152.0       60.36       54.49     0.12002
17.0         153.0      111.26       73.72      0.3354
17.0         154.0       81.48       64.71      0.2242
17.0         155.0        53.1       51.26    0.045796
17.0         156.0      117.84       86.65     0.32663
17.0         157.0          61       56.13      0.1107
17.0         158.0        82.9       71.94     0.12852
17.0         159.0       90.83       69.05     0.20089
17.0         160.0       82.52       69.29     0.17292
17.0         161.0       77.24       71.11    0.075915
17.0         162.0         102       77.52     0.28622
17.0         163.0       98.05       64.66     0.28756
17.0         164.0      118.52       60.04     0.40685
17.0         165.0      104.35       77.39     0.26862
17.0         166.0      155.64        73.3     0.46519
17.0         167.0       77.33       61.42     0.19837
17.0         168.0       80.44        66.9     0.16931
17.0         169.0      121.56       82.57     0.31045
17.0         170.0       67.14       57.55     0.16516
17.0         171.0       90.69       65.94     0.33352
17.0         172.0       82.29       54.16     0.30284
17.0         173.0        89.6       67.34     0.23622
17.0         174.0      127.77       94.97     0.45767
17.0         175.0       90.96        74.8     0.19359
17.0         176.0       58.68       53.97    0.064787
17.0         177.0      111.73       72.67     0.44892
17.0         178.0       71.63        64.4     0.12488
17.0         179.0       62.02        52.9    0.098954
17.0         180.0       72.31       62.09     0.13228
17.0         181.0       92.32       66.04     0.28575
17.0         182.0       80.99       69.31     0.25746
17.0         183.0       62.95        49.4     0.27619
17.0         184.0       70.27       59.84     0.14027
17.0         185.0        null        null        null
17.0         186.0       56.02       54.87    0.032375
17.0         187.0       95.89        51.4     0.38761
17.0         188.0       93.42       77.52     0.31865
17.0         189.0       94.17       72.17     0.20462
17.0         190.0       83.37       60.94     0.18052
17.0         191.0       75.22       63.54      0.1486
17.0         192.0       117.1       60.64     0.35504
17.0         193.0        95.7       70.31     0.27825
17.0         194.0       67.88       62.81    0.089803
17.0         195.0      105.44       68.14     0.32915
17.0         196.0      114.89       56.21     0.44909
17.0         197.0       73.23       64.43     0.10959
17.0         198.0        null        null        null
17.0         199.0       84.51       67.58     0.19582
17.0         200.0       105.2       77.76     0.32216
17.0         201.0        51.8       48.51    0.050488
17.0         202.0        null        null        null
17.0         203.0       70.23       58.48     0.13663
17.0         204.0       87.16       56.36      0.3362
17.0         205.0       69.04       60.68     0.14414
17.0         206.0        86.1       66.43     0.19837
17.0         207.0       71.46       58.54     0.13358
17.0         208.0       69.66       56.69      0.2189
17.0         209.0       64.55       56.06     0.12666
17.0         210.0       93.89       85.36    0.058342
17.0         211.0        null        null        null
17.0         212.0       65.64          62    0.056589
17.0         213.0        null        null        null
17.0         214.0       72.26       59.56     0.17459
17.0         215.0        null        null        null
17.0         216.0       81.81        59.3     0.20844
17.0         217.0       71.79       65.07    0.057576
17.0         218.0       77.24       66.32     0.15155
17.0         219.0       77.28       62.92     0.16658
17.0         220.0        null        null        null
17.0         221.0       56.97       49.79     0.15501
17.0         222.0        null        null        null
17.0         223.0        null        null        null
17.0         224.0       67.29       64.17    0.055077
17.0         225.0       52.53       45.08     0.17574
17.0         226.0       63.88       61.33     0.04841
18.0           0.0       73.47       67.37     0.11031
18.0           1.0       86.11       71.11     0.22149
18.0           2.0        null        null        null
18.0           3.0       76.17       66.35     0.17472
18.0           4.0       65.84       59.24     0.14179
18.0           5.0       95.22       75.27     0.26525
18.0           6.0       70.23       58.85     0.13846
18.0           7.0       59.22       54.69     0.12395
18.0           8.0       78.39       67.24     0.20963
18.0           9.0      109.21        71.5     0.22291
18.0          10.0       63.98       51.39      0.1448
18.0          11.0       70.25       55.08     0.18818
18.0          12.0       61.02       55.05    0.093175
18.0          13.0      103.64       75.26     0.25102
18.0          14.0       52.61       52.57   0.0028364
18.0          15.0      123.87        97.5     0.12112
18.0          16.0       74.07       65.87     0.15265
18.0          17.0       58.38       47.87     0.22471
18.0          18.0       96.74       88.27    0.080629
18.0          19.0       79.32       58.41     0.17284
18.0          20.0      107.05       79.73     0.20085
18.0          21.0        null        null        null
18.0          22.0        null        null        null
18.0          23.0       95.41       79.42     0.25206
18.0          24.0      118.08       88.53     0.44103
18.0          25.0       54.67       46.62     0.20215
18.0          26.0      107.77       52.56     0.55031
18.0          27.0        null        null        null
18.0          28.0       76.16       55.12     0.25359
18.0          29.0       75.58       64.17     0.21162
18.0          30.0       70.79       67.42    0.067027
18.0          31.0       59.39       52.57     0.15621
18.0          32.0        null        null        null
18.0          33.0       81.77       65.75     0.25028
18.0          34.0       50.86       47.82    0.074895
18.0          35.0       66.46       51.12     0.22995
18.0          36.0       77.48        45.4     0.39334
18.0          37.0      115.89       73.76     0.33851
18.0          38.0       79.82       61.03     0.23123
18.0          39.0        null        null        null
18.0          40.0       65.66        50.9     0.18948
18.0          41.0       89.13       60.26     0.28144
18.0          42.0       63.78       61.81    0.023624
18.0          43.0       77.03       69.89     0.14973
18.0          44.0       59.25       67.69  -0.0048913
18.0          45.0       54.59        41.8     0.24184
18.0          46.0       60.03       58.32    0.044356
18.0          47.0        60.6       56.41      0.1009
18.0          48.0       82.73       63.13     0.28558
18.0          49.0       79.63       63.07     0.25029
18.0          50.0        67.7       47.26     0.30884
18.0          51.0       62.01       55.53     0.12912
18.0          52.0       56.81       39.36     0.39454
18.0          53.0       58.06       46.35     0.26178
18.0          54.0       86.73       76.08     0.19695
18.0          55.0       85.99       60.44     0.25208
18.0          56.0       46.58        43.5    0.088988
18.0          57.0        null        null        null
18.0          58.0       68.99       57.29     0.23855
18.0          59.0       53.97       47.49     0.12971
18.0          60.0       52.97       47.43     0.13813
18.0          61.0       65.03       50.22      0.2952
18.0          62.0       62.65       55.25     0.13283
18.0          63.0       75.18       65.55     0.16332
18.0          64.0       57.48       50.27     0.15574
18.0          65.0        56.9       51.13     0.12575
18.0          66.0       41.24       40.33    0.030309
18.0          67.0       63.57       59.52    0.086883
18.0          68.0       54.36       49.96     0.11148
18.0          69.0       69.71       45.52      0.3259
18.0          70.0       52.62       51.33    0.030595
18.0          71.0       63.39       56.84     0.14446
18.0          72.0       71.42       64.63    0.081969
18.0          73.0       61.41       60.36   -0.013163
18.0          74.0       55.81       54.67    0.026476
18.0          75.0       55.22        53.8    0.033705
18.0          76.0       49.76       49.33   0.0036021
18.0          77.0       65.93       57.89     0.16468
18.0          78.0       65.98       60.23    0.086492
18.0          79.0       58.88       47.72     0.13413
18.0          80.0        null        null        null
18.0          81.0       58.53       56.89    0.023987
18.0          82.0       49.53       50.24   -0.011392
18.0          83.0       56.94       56.45    0.012385
18.0          84.0       72.63       73.75   -0.031437
18.0          85.0       51.16       50.23    0.023274
18.0          86.0       61.37       55.61     0.13047
18.0          87.0       54.23       52.74    0.033741
18.0          88.0       49.99       49.45    0.015503
18.0          89.0       62.94       60.92    0.052775
18.0          90.0       57.07       53.08    0.078725
18.0          91.0       55.38       51.38    0.085817
18.0          92.0       48.54       44.98     0.09501
18.0          93.0       54.45       51.97    0.046607
18.0          94.0       49.89        47.1    0.074871
18.0          95.0        77.1       74.36    0.063341
18.0          96.0       54.53       51.35    0.048682
18.0          97.0       52.19       50.99    0.029725
18.0          98.0       54.17       53.82   0.0063444
18.0          99.0       58.28       54.98    0.074614
18.0         100.0       58.73       52.17     0.11124
18.0         101.0       56.02       50.62    0.046393
18.0         102.0       60.94       58.93    0.033493
18.0         103.0       56.07       49.86     0.12948
18.0         104.0       63.82       56.38     0.11717
18.0         105.0       56.03       51.96    0.052262
18.0         106.0       61.74       55.56     0.12798
18.0         107.0       64.17        52.6     0.11732
18.0         108.0        null        null        null
18.0         109.0        55.3       51.77    0.067225
18.0         110.0       48.28        46.4    0.046395
18.0         111.0       61.14       61.87    -0.02254
18.0         112.0       73.83       65.99    0.058375
18.0         113.0       55.56       49.78    0.077312
18.0         114.0       65.16       57.14     0.19826
18.0         115.0       44.75       41.14     0.10945
18.0         116.0       55.56       49.11     0.11815
18.0         117.0       58.08       44.02     0.22246
18.0         118.0       87.01       76.04     0.10011
18.0         119.0       48.37       49.76   -0.033998
18.0         120.0       63.63       63.13   0.0095026
18.0         121.0       48.89       48.98   -0.008353
18.0         122.0        55.5       51.83     0.09177
18.0         123.0       58.22       57.02    0.021482
18.0         124.0       64.71       61.44    0.065159
18.0         125.0       80.45       67.61     0.19004
18.0         126.0       88.48       67.48     0.22614
18.0         127.0       68.48       56.65     0.20139
18.0         128.0       59.78       58.82   0.0057365
18.0         129.0       66.75       58.04     0.13345
18.0         130.0       58.53       56.19    0.049379
18.0         131.0        51.2       56.15   -0.060242
18.0         132.0       57.21       54.61    0.057549
18.0         133.0       58.34        53.4    0.085435
18.0         134.0       68.89       59.14     0.10433
