site           roi      hw_raw     hw_norm   orth_norm
8.0           55.0       90.31       63.75     0.23278
8.0           56.0       58.25       50.81     0.13062
8.0           57.0       54.45       47.12     0.14968
8.0           58.0       69.97       58.51     0.15495
8.0           59.0       73.64       63.35     0.16617
8.0           60.0       62.99       53.99     0.10858
8.0           61.0        null        null        null
8.0           62.0        null        null        null
8.0           63.0       82.65       66.02     0.21555
8.0           64.0        89.2       65.98     0.20752
8.0           65.0        null        null        null
8.0           66.0       74.11       62.14     0.16561
8.0           67.0       63.28       50.92     0.27403
8.0           68.0      109.83       74.38     0.33681
8.0           69.0      103.28       62.79     0.29932
8.0           70.0       75.39       52.26     0.21302
8.0           71.0       49.01       43.64    0.095548
8.0           72.0        72.6       66.17    0.091817
8.0           73.0       57.26       46.53     0.23357
8.0           74.0        81.8       63.09     0.22628
8.0           75.0       58.81       52.12     0.10599
8.0           76.0       66.53       50.18     0.23548
8.0           77.0       53.07       51.24    0.038655
8.0           78.0        61.4       49.12     0.22183
8.0           79.0       70.81       67.44    0.065222
8.0           80.0       57.75       55.31    0.026788
8.0           81.0       70.39       57.26     0.22537
8.0           82.0        78.6       61.14     0.25432
8.0           83.0        83.5       71.48     0.14029
8.0           84.0        61.8       55.12    0.093713
8.0           85.0       76.55       64.53     0.17142
8.0           86.0       52.15       47.37    0.088691
8.0           87.0       71.69       60.86      0.1554
8.0           88.0       60.52       52.23     0.14551
8.0           89.0       46.16       37.22     0.22211
8.0           90.0       56.71       52.67    0.075874
8.0           91.0       70.09       53.66     0.27633
8.0           92.0       87.63       73.71     0.19713
8.0           93.0       73.08       53.41     0.26325
8.0           94.0       67.11       53.56     0.14901
8.0           95.0       62.25       53.41     0.16328
8.0           96.0       77.86       51.83     0.35667
8.0           97.0       69.86       62.37     0.11477
8.0           98.0       63.77       53.32     0.18634
8.0           99.0        null        null        null
8.0          100.0       63.78       56.94     0.12586
8.0          101.0       81.38        55.8     0.21702
8.0          102.0       65.58       49.94     0.20206
8.0          103.0       53.15       50.04    0.056885
8.0          104.0      142.34       62.31     0.51691
8.0          105.0        null        null        null
8.0          106.0       50.98        50.3    0.014221
8.0          107.0        null        null        null
8.0          108.0       87.05          57     0.30581
8.0          109.0       61.74        52.9     0.17644
8.0          110.0      118.45       75.01     0.42295
8.0          111.0       42.52       39.64    0.079886
8.0          112.0       68.37       57.38     0.17778
8.0          113.0       61.69       54.89     0.13822
8.0          114.0       77.28       52.22     0.21802
8.0          115.0       76.61       60.68      0.2229
8.0          116.0      100.65       70.19     0.31567
8.0          117.0       102.2       71.52     0.29362
8.0          118.0       75.31       68.76     0.11973
8.0          119.0       75.59       57.71     0.21237
8.0          120.0       74.76       59.78     0.24235
8.0          121.0       74.54       67.28     0.12576
8.0          122.0       64.44       54.21     0.22919
8.0          123.0       71.52       56.52     0.27621
8.0          124.0       67.04       49.88     0.28938
8.0          125.0       60.68       56.67    0.077191
8.0          126.0       88.49       73.92     0.22418
8.0          127.0       73.03       65.89     0.13055
8.0          128.0       51.77       49.63    0.050604
8.0          129.0        63.1       47.07      0.2696
8.0          130.0       57.02       52.03    0.095279
8.0          131.0        null        null        null
8.0          132.0       69.89       52.95     0.17596
8.0          133.0       53.95        49.4    0.099688
8.0          134.0       48.82          47    0.042178
8.0          135.0       74.44       61.78     0.24839
8.0          136.0       66.73       60.63     0.12426
8.0          137.0       69.46        57.2     0.12363
8.0          138.0        73.7       63.49     0.16953
8.0          139.0       55.42        49.8     0.13367
8.0          140.0       66.04       55.43     0.21712
8.0          141.0       40.13       40.17 -0.00044207
8.0          142.0       70.45       61.83     0.16159
8.0          143.0        null        null        null
8.0          144.0       78.78       56.99      0.3287
8.0          145.0       63.12       62.31    0.025565
8.0          146.0        75.5        60.8     0.25189
8.0          147.0       37.17       37.36   -0.010043
8.0          148.0       42.97       39.97      0.1015
8.0          149.0       81.87       60.83     0.34417
8.0          150.0       67.88       61.32     0.13778
9.0            0.0       76.44        63.9     0.21503
9.0            1.0       74.25       60.76     0.23509
9.0            2.0       67.71       53.66     0.21011
9.0            3.0       46.45       44.82    0.039833
9.0            4.0       47.14       46.01    0.031371
9.0            5.0       67.97       64.36    0.066784
9.0            6.0      102.04       83.09     0.22051
9.0            7.0       75.52       53.81     0.30213
9.0            8.0       55.09       50.64     0.05896
9.0            9.0       65.21       59.62    0.090784
9.0           10.0       67.03        57.7     0.15716
9.0           11.0      107.85       68.98     0.37503
9.0           12.0       93.46       70.85     0.32691
9.0           13.0       99.79       71.67     0.33371
9.0           14.0      132.93       73.59      0.4804
9.0           15.0       63.12       50.58     0.27004
9.0           16.0       117.9       87.05     0.30663
9.0           17.0      131.38       59.54     0.43432
9.0           18.0        null        null        null
9.0           19.0      110.76       82.16     0.39845
9.0           20.0       65.67       53.48      0.2424
9.0           21.0      140.15       75.16     0.42668
9.0           22.0       56.06       54.59    0.027844
9.0           23.0      161.25       95.22     0.49026
9.0           24.0        null        null        null
9.0           25.0        82.2       62.27     0.33091
9.0           26.0       65.55        53.3     0.28281
9.0           27.0       89.68       64.29     0.29611
9.0           28.0      118.12       76.19     0.45652
9.0           29.0        null        null        null
9.0           30.0       91.08       73.64      0.2839
9.0           31.0        null        null        null
9.0           32.0      108.98       52.35     0.43143
9.0           33.0        null        null        null
9.0           34.0       86.87       68.35     0.22937
9.0           35.0        null        null        null
9.0           36.0       61.53       40.31     0.39455
9.0           37.0        null        null        null
9.0           38.0       65.19       53.08     0.26643
9.0           39.0        null        null        null
9.0           40.0       66.84       59.11     0.13265
9.0           41.0        53.2       49.48    0.087756
9.0           42.0       83.26       55.68     0.30908
9.0           43.0      114.25       78.03     0.36586
9.0           44.0        null        null        null
9.0           45.0       53.68        40.2     0.37296
9.0           46.0      112.29       57.67     0.40421
9.0           47.0       86.85       64.41     0.23369
9.0           48.0      156.56       82.09     0.38498
9.0           49.0      121.23       68.45     0.42071
9.0           50.0       90.59       49.32     0.39146
9.0           51.0       97.72       60.28     0.34708
9.0           52.0        null        null        null
9.0           53.0        null        null        null
9.0           54.0       73.91       55.71      0.2867
9.0           55.0       60.72       53.07     0.16392
9.0           56.0        null        null        null
9.0           57.0        null        null        null
9.0           58.0       47.43       46.22    0.030218
9.0           59.0        82.8       58.36     0.33426
9.0           60.0       73.42       56.18     0.24797
9.0           61.0       94.34       60.84     0.31492
9.0           62.0       94.29       60.45     0.27596
9.0           63.0        null        null        null
9.0           64.0       53.82       44.26     0.25289
9.0           65.0       86.55       56.75     0.30624
9.0           66.0       76.49       60.92       0.195
9.0           67.0       93.68       64.82     0.31481
9.0           68.0       74.76       52.73     0.30692
9.0           69.0        60.4       50.54     0.20322
9.0           70.0       51.02       46.44     0.10848
9.0           71.0       85.86       68.31     0.21592
9.0           72.0       43.67       43.26    0.008434
9.0           73.0       79.01       60.46      0.2769
9.0           74.0        67.4       54.81     0.19519
9.0           75.0       70.18       52.77     0.26655
9.0           76.0        null        null        null
9.0           77.0       58.46       45.64     0.30676
9.0           78.0       71.87       57.08     0.21571
9.0           79.0       59.66       41.16     0.33655
9.0           80.0       70.77       52.89     0.23496
9.0           81.0       96.06       49.27     0.36956
9.0           82.0       85.12       63.87     0.26684
9.0           83.0       94.65       70.97     0.38555
9.0           84.0       73.62       53.62     0.23456
9.0           85.0       73.06       52.57     0.22239
9.0           86.0        79.4       59.23     0.24783
9.0           87.0        67.9       54.39     0.21712
9.0           88.0       86.69       63.26     0.23103
9.0           89.0       42.55       41.47    0.026558
9.0           90.0       73.36       55.57     0.25466
9.0           91.0       68.78       62.41     0.12791
9.0           92.0       52.97        50.9    0.046657
9.0           93.0        null        null        null
9.0           94.0       65.82       53.97      0.2064
9.0           95.0       82.71       55.18     0.25036
9.0           96.0       65.18       57.19     0.15792
9.0           97.0       61.52       52.24     0.15121
9.0           98.0        47.5       44.69    0.064775
9.0           99.0       69.59       51.38     0.24289
9.0          100.0       37.12        37.4   -0.014511
9.0          101.0       50.76       48.23    0.050837
9.0          102.0       59.68        47.5     0.16853
9.0          103.0       45.84       44.55    0.041295
9.0          104.0       70.19       57.52     0.23576
9.0          105.0       80.49          63     0.25064
9.0          106.0       90.43       67.11     0.23781
9.0          107.0       54.72       52.99    0.036319
9.0          108.0       44.25       43.63    0.017257
9.0          109.0       66.81       56.56      0.2234
9.0          110.0       68.49       60.72     0.17964
9.0          111.0       46.92       40.16     0.17516
9.0          112.0        62.7       52.55     0.18541
9.0          113.0       66.21       51.77     0.22698
9.0          114.0       74.05       65.03     0.16322
9.0          115.0       50.13       43.95     0.12451
9.0          116.0       51.95       43.47     0.16143
9.0          117.0       62.65       47.39     0.27135
9.0          118.0        56.8        49.6     0.10859
9.0          119.0       60.01       52.09     0.14086
9.0          120.0       61.43       56.03     0.12037
9.0          121.0       60.99       50.49     0.19542
9.0          122.0       64.87       53.76     0.12434
9.0          123.0       54.35       47.21     0.10125
9.0          124.0       71.02       51.79     0.26578
9.0          125.0       60.89       51.99      0.1684
9.0          126.0       98.38       66.26     0.27176
9.0          127.0       66.53        55.2     0.17722
9.0          128.0       61.45        50.5     0.21514
9.0          129.0        null        null        null
9.0          130.0        null        null        null
9.0          131.0       64.19       51.05     0.17574
9.0          132.0       80.96          71      0.1546
9.0          133.0       96.94       56.28     0.43246
9.0          134.0       57.81       48.33     0.19044
9.0          135.0        57.3       47.81     0.19625
9.0          136.0      106.15       80.23     0.37658
9.0          137.0       48.97       47.43    0.045371
9.0          138.0      113.92       60.61     0.41859
9.0          139.0       54.86       51.82     0.08114
9.0          140.0       114.5       68.16     0.40752
9.0          141.0       40.78       30.51     0.34891
9.0          142.0       61.52       50.05     0.22852
9.0          143.0      136.42       76.84     0.48235
9.0          144.0       75.41       53.91     0.34626
9.0          145.0       89.52        72.8     0.20335
9.0          146.0      120.28       78.01     0.35253
9.0          147.0       62.19       54.45      0.1854
9.0          148.0       78.23       50.47     0.30329
9.0          149.0        null        null        null
9.0          150.0       67.55       50.97     0.24585
9.0          151.0       48.65       43.82     0.11123
9.0          152.0       52.41       47.01      0.1276
9.0          153.0       60.99       53.31     0.17531
9.0          154.0       75.13       66.07     0.15246
9.0          155.0       57.79       49.78     0.16802
9.0          156.0       70.15       60.23     0.17785
9.0          157.0        null        null        null
9.0          158.0       62.68       56.47     0.13043
9.0          159.0      110.33       69.13     0.33256
9.0          160.0       58.88       51.56     0.15769
9.0          161.0       49.03       35.15     0.37154
9.0          162.0       50.55       44.65     0.16799
9.0          163.0       86.89       65.44     0.33081
9.0          164.0      100.14       78.72     0.31121
9.0          165.0        null        null        null
9.0          166.0       70.29       58.78     0.22071
9.0          167.0       45.91       36.38     0.28413
9.0          168.0       46.61        48.2    -0.05091
9.0          169.0       64.27       54.47     0.17347
9.0          170.0       59.97       55.17     0.10499
9.0          171.0        null        null        null
9.0          172.0       51.85       42.64     0.26669
9.0          173.0       52.62       47.41     0.16174
9.0          174.0       61.09       51.44     0.18111
9.0          175.0       45.67       37.57     0.24033
9.0          176.0        83.2       76.62     0.10538
9.0          177.0        64.3       57.44     0.15667
9.0          178.0       50.86       47.76     0.08212
9.0          179.0       55.45       47.14     0.23386
9.0          180.0        62.8       57.87    0.096159
9.0          181.0       59.74       47.35     0.26678
9.0          182.0        null        null        null
9.0          183.0       48.83        37.7      0.3072
9.0          184.0        null        null        null
9.0          185.0       68.83          56     0.20498
9.0          186.0        40.5        39.1    0.048108
9.0          187.0       51.58       39.26     0.34367
9.0          188.0       60.68       54.96     0.12798
9.0          189.0       72.62       62.22     0.15987
9.0          190.0       49.42       43.24     0.19091
9.0          191.0       48.49       45.55    0.086248
9.0          192.0       72.02       54.92     0.30196
9.0          193.0       66.31       58.33     0.14243
9.0          194.0       66.17       51.71      0.2661
9.0          195.0       76.82       60.71     0.17363
9.0          196.0        48.7          50   -0.037271
9.0          197.0      105.28       87.93     0.27526
9.0          198.0       59.53       52.52     0.14232
9.0          199.0       47.85       45.11    0.077591
9.0          200.0        null        null        null
9.0          201.0       49.46       34.06     0.41573
9.0          202.0       44.63       40.09     0.15589
9.0          203.0       55.26        53.2    0.057285
9.0          204.0       46.01       46.35  -0.0064713
9.0          205.0       35.89       37.13   -0.057894
9.0          206.0       54.85       53.27    0.038243
9.0          207.0        null        null        null
10.0           0.0        72.6        66.7     0.10816
10.0           1.0      107.53       70.98       0.342
10.0           2.0        75.9       62.97     0.22941
10.0           3.0       45.72       46.16   -0.017588
10.0           4.0       89.78       72.37     0.21997
10.0           5.0       68.35       44.02     0.27902
10.0           6.0       63.77       59.85    0.064046
10.0           7.0       74.49       57.56     0.27138
10.0           8.0       57.77       56.88    0.017868
10.0           9.0      106.04        65.9     0.39871
10.0          10.0      103.94       72.13     0.32651
10.0          11.0       67.79       56.98     0.14944
10.0          12.0       77.61       58.04     0.31762
10.0          13.0      127.58        90.8     0.34847
10.0          14.0        95.6       68.73     0.29728
10.0          15.0       83.04       67.21     0.22408
10.0          16.0      105.41       75.09     0.34059
10.0          17.0        72.3       58.45     0.24983
10.0          18.0       58.85       56.17     0.04404
10.0          19.0        null        null        null
10.0          20.0       57.16        55.7    0.023727
10.0          21.0        null        null        null
10.0          22.0        null        null        null
10.0          23.0        61.3        56.6     0.10197
10.0          24.0        null        null        null
10.0          25.0      110.51       78.57      0.3502
10.0          26.0        null        null        null
10.0          27.0       73.09       50.83     0.24964
10.0          28.0        null        null        null
10.0          29.0        82.7       59.76     0.28185
10.0          30.0        null        null        null
10.0          31.0        null        null        null
10.0          32.0        null        null        null
10.0          33.0        null        null        null
10.0          34.0       84.33       72.27     0.23478
10.0          35.0        null        null        null
10.0          36.0        null        null        null
10.0          37.0        77.6       62.01     0.24234
10.0          38.0        null        null        null
10.0          39.0        null        null        null
10.0          40.0      133.91       85.03     0.39035
10.0          41.0       99.79       57.39     0.35282
10.0          42.0        null        null        null
10.0          43.0      101.53       68.87     0.26931
10.0          44.0       95.24       49.17     0.41118
10.0          45.0       89.23        61.3     0.30536
10.0          46.0      111.73       69.09     0.30635
10.0          47.0        null        null        null
10.0          48.0        81.7       64.04     0.19053
10.0          49.0      120.01       62.09     0.48685
10.0          50.0      105.23       69.74      0.2965
10.0          51.0       68.95       58.72      0.1773
10.0          52.0        null        null        null
10.0          53.0        77.4       49.11     0.32769
10.0          54.0       51.27       45.85    0.091273
10.0          55.0       94.76        69.2      0.2207
10.0          56.0       51.31       49.83    0.025551
10.0          57.0        null        null        null
10.0          58.0       62.97       44.61       0.393
10.0          59.0       79.13        57.2     0.27143
10.0          60.0       71.86       51.33     0.21598
10.0          61.0       89.38       54.19     0.34213
10.0          62.0        null        null        null
10.0          63.0       54.51       50.68    0.083302
10.0          64.0       54.04       46.83      0.2109
10.0          65.0       87.18       60.99     0.34348
10.0          66.0       74.88       60.52     0.17461
10.0          67.0       83.19       54.42     0.21792
10.0          68.0       81.31       65.72     0.28436
10.0          69.0       93.05       61.82     0.32342
10.0          70.0       47.63       47.87   -0.020166
10.0          71.0       61.69       57.44    0.079239
10.0          72.0      123.08       66.44     0.40703
10.0          73.0        null        null        null
10.0          74.0       53.68       49.34    0.086824
10.0          75.0       60.69        48.9      0.1791
10.0          76.0       63.16       54.33     0.14238
10.0          77.0        null        null        null
10.0          78.0       69.14       47.95     0.26222
10.0          79.0      100.22       54.84     0.41903
10.0          80.0       78.23       58.04     0.25599
10.0          81.0        null        null        null
10.0          82.0        null        null        null
10.0          83.0       68.01       59.17     0.14909
10.0          84.0        null        null        null
10.0          85.0       61.33       58.64    0.047733
10.0          86.0       61.55       51.68     0.16817
10.0          87.0        null        null        null
10.0          88.0       64.95       60.44    0.082286
10.0          89.0        null        null        null
10.0          90.0       76.19       55.01     0.23025
10.0          91.0       74.41       56.92     0.22735
10.0          92.0       53.78       46.65     0.13023
10.0          93.0       44.32       43.94   0.0076519
10.0          94.0       49.81       42.41      0.1454
10.0          95.0       51.51       49.21    0.042218
10.0          96.0       75.74       64.09     0.10337
10.0          97.0       57.29       48.71      0.1337
10.0          98.0        null        null        null
10.0          99.0       82.14       57.78     0.21641
10.0         100.0       53.57       46.17    0.097224
10.0         101.0       43.55       41.57    0.045649
10.0         102.0       64.53       61.01     0.09353
10.0         103.0       72.38       62.91      0.1415
10.0         104.0       38.43       38.14   0.0095865
10.0         105.0       70.98       59.84     0.15179
10.0         106.0       62.76       54.82     0.14245
10.0         107.0       46.65       44.72    0.036733
10.0         108.0       48.02          44    0.071706
10.0         109.0       38.11       38.83   -0.028722
10.0         110.0        null        null        null
10.0         111.0       62.93       60.22    0.055788
10.0         112.0       66.49          59     0.12032
10.0         113.0       68.42       60.48     0.14448
10.0         114.0       70.13       60.05     0.15031
10.0         115.0       62.54       48.34     0.25201
10.0         116.0       53.93       46.29     0.13096
10.0         117.0       44.87       42.32    0.058381
10.0         118.0       56.02       47.04     0.11654
10.0         119.0       65.27       58.41      0.1188
10.0         120.0       65.12       60.35    0.088254
10.0         121.0        39.6       38.94    0.022232
10.0         122.0       49.26       44.33     0.11141
10.0         123.0       60.06       52.06     0.16341
10.0         124.0       70.58       72.58     0.05689
10.0         125.0       58.72       47.47     0.13717
10.0         126.0        40.7       38.79    0.059894
10.0         127.0       78.94       65.66     0.20849
10.0         128.0       54.09       45.58     0.13466
10.0         129.0       63.49       54.77     0.15242
10.0         130.0       57.75       44.84     0.22623
10.0         131.0       55.98       53.13    0.071419
10.0         132.0       60.41       53.62     0.14344
10.0         133.0       65.32       61.96    0.056701
10.0         134.0       60.25       54.55     0.11023
10.0         135.0       71.19       60.58     0.18102
10.0         136.0       73.24       64.68     0.14509
10.0         137.0       61.62       47.54     0.18395
10.0         138.0       85.71       62.22      0.3064
10.0         139.0       61.59       54.63     0.12588
10.0         140.0       47.28       42.54    0.096574
10.0         141.0       98.04       85.29     0.21848
10.0         142.0       72.93       59.27      0.2099
10.0         143.0       61.65       44.44     0.22688
10.0         144.0       69.47       56.35     0.20521
10.0         145.0       85.53       59.46     0.33693
10.0         146.0       89.87       83.26     0.11381
10.0         147.0       56.67       50.17     0.13421
10.0         148.0       74.84       57.02     0.22826
10.0         149.0       66.69       52.96     0.25858
10.0         150.0       93.45       52.34     0.41527
10.0         151.0       91.52       55.05     0.28857
10.0         152.0       63.25       53.12     0.17733
10.0         153.0       61.44       56.81     0.10095
10.0         154.0        null        null        null
10.0         155.0        null        null        null
10.0         156.0       71.15       59.24     0.21778
10.0         157.0       87.78        70.4     0.21384
10.0         158.0        null        null        null
10.0         159.0       52.42       47.15     0.11223
10.0         160.0       67.57       56.38     0.17882
10.0         161.0       85.46       69.07     0.22328
10.0         162.0       73.76       54.02     0.34861
10.0         163.0       78.22       69.55      0.1439
10.0         164.0       57.42       48.36     0.20698
10.0         165.0       60.95       50.37     0.22171
10.0         166.0       73.65       64.54     0.16893
10.0         167.0       72.38       53.18     0.31068
10.0         168.0       70.93       56.47     0.22995
10.0         169.0       77.74       73.16    0.076823
10.0         170.0       70.31       56.32     0.22074
10.0         171.0       66.43       48.28     0.33066
10.0         172.0      111.09       58.46     0.45938
10.0         173.0       66.86       48.96      0.1878
10.0         174.0        97.1       73.36     0.25428
10.0         175.0       65.89       63.13    0.046357
10.0         176.0       93.07       68.18     0.26397
10.0         177.0       72.52       63.99     0.13696
10.0         178.0        null        null        null
10.0         179.0       48.39       48.61   0.0013869
10.0         180.0       40.86          41  -0.0053394
10.0         181.0       38.29       38.16   0.0055897
10.0         182.0       66.42       62.05    0.082326
10.0         183.0        60.5       49.23    0.097841
10.0         184.0       62.68       60.25    0.049952
10.0         185.0       55.75       53.36    0.054271
10.0         186.0       93.35       67.33     0.33518
10.0         187.0       45.06       44.95   0.0042997
10.0         188.0       35.89       34.81    0.043741
10.0         189.0       53.34       41.98     0.20601
10.0         190.0       61.62       53.44     0.17301
10.0         191.0        null        null        null
10.0         192.0       57.21       51.72     0.11856
10.0         193.0       47.55       45.86    0.046131
10.0         194.0       52.88       50.45    0.059058
10.0         195.0       56.66       56.76 -0.00023566
10.0         196.0       42.75       40.62    0.067016
10.0         197.0        null        null        null
10.0         198.0        null        null        null
10.0         199.0       59.27       52.12     0.14809
10.0         200.0       57.64       40.63     0.38715
10.0         201.0       41.43        40.5    0.029636
10.0         202.0        null        null        null
10.0         203.0       61.82       52.59     0.21352
10.0         204.0       61.75       57.77    0.081405
10.0         205.0       67.68       56.37      0.2144
10.0         206.0        null        null        null
10.0         207.0       79.56       60.23     0.27654
10.0         208.0       58.85       54.89     0.10456
10.0         209.0       48.72       48.26    0.016747
10.0         210.0       57.76       52.07       0.114
10.0         211.0        null        null        null
10.0         212.0        null        null        null
10.0         213.0       63.57       59.28      0.0934
10.0         214.0       66.42       60.44     0.12973
10.0         215.0        null        null        null
10.0         216.0       56.99       57.52   -0.014321
10.0         217.0        null        null        null
10.0         218.0       55.19        50.1     0.12516
10.0         219.0        null        null        null
10.0         220.0       48.04       45.94    0.052657
10.0         221.0       64.74       57.27     0.13351
10.0         222.0       57.49       54.12    0.079684
10.0         223.0        null        null        null
10.0         224.0       57.34       54.32     0.07562
11.0           0.0       89.96        74.7     0.22266
11.0           1.0      114.83       79.74     0.40001
11.0           2.0       60.56       57.07    0.075739
11.0           3.0       78.77       63.23     0.21621
11.0           4.0      117.42        60.7     0.41176
11.0           5.0       88.41       67.45       0.273
11.0           6.0       82.08       67.26     0.23557
11.0           7.0       99.05       74.05     0.32615
11.0           8.0       52.19       51.07    0.031364
11.0           9.0       108.9       55.77     0.41415
11.0          10.0       95.08       62.44     0.36739
11.0          11.0      118.72       74.39     0.40446
11.0          12.0      133.02       72.93     0.42762
11.0          13.0       92.94       56.75     0.38748
11.0          14.0        null        null        null
11.0          15.0       87.66       62.27     0.28985
11.0          16.0       94.49       60.97     0.40952
11.0          17.0      172.84       58.92     0.48284
11.0          18.0       78.33       68.12     0.13941
11.0          19.0        null        null        null
11.0          20.0       80.32       68.26     0.18233
11.0          21.0       88.67       57.14     0.23746
11.0          22.0         111       58.49     0.48488
11.0          23.0      123.53       70.52     0.48383
11.0          24.0       82.84       65.63     0.21334
11.0          25.0        null        null        null
11.0          26.0       59.73       43.63     0.33495
11.0          27.0       92.24       64.14     0.31019
11.0          28.0       81.94       56.76     0.34197
11.0          29.0      101.01       58.34     0.39603
11.0          30.0        null        null        null
11.0          31.0      115.19       70.83     0.37171
11.0          32.0        null        null        null
11.0          33.0       83.73       53.46     0.35819
11.0          34.0       79.09       70.22     0.16033
11.0          35.0        null        null        null
11.0          36.0       64.48       52.95      0.1643
11.0          37.0      107.63       67.58     0.36588
11.0          38.0        null        null        null
11.0          39.0       75.15       69.01     0.13007
11.0          40.0       87.81        65.3     0.32572
11.0          41.0       67.72       53.28     0.20661
11.0          42.0       84.46       61.34     0.24791
11.0          43.0        null        null        null
11.0          44.0        null        null        null
11.0          45.0       77.81       64.28     0.25384
11.0          46.0       98.05       68.71     0.29103
11.0          47.0       91.73       73.35      0.2753
11.0          48.0        null        null        null
11.0          49.0       95.94       66.49     0.32472
11.0          50.0       108.4       64.86     0.38376
11.0          51.0       84.49       63.14     0.30785
11.0          52.0       85.07       61.45     0.27365
11.0          53.0       52.44       51.34    0.032916
11.0          54.0       58.45        50.3     0.17778
11.0          55.0       75.53       46.46     0.41849
11.0          56.0       75.94       56.27     0.20518
11.0          57.0       49.68       47.31    0.060033
11.0          58.0       72.69       49.55     0.33691
11.0          59.0       41.53       40.96    0.021757
11.0          60.0       90.37       56.16     0.36791
11.0          61.0       70.96       57.31     0.21665
11.0          62.0      139.61       97.83     0.47865
11.0          63.0       53.32       48.72     0.09712
11.0          64.0       50.02       48.37    0.037327
11.0          65.0       79.42       56.37      0.2883
11.0          66.0       63.27       54.65     0.14319
11.0          67.0       57.55       50.58     0.14676
11.0          68.0      123.69       79.23     0.45851
11.0          69.0       77.61       46.18     0.46101
11.0          70.0       70.15       58.36     0.21665
11.0          71.0       61.65       56.51     0.11873
11.0          72.0      105.01       73.71     0.37151
11.0          73.0       66.52       54.37     0.20781
11.0          74.0       69.86       49.52     0.31985
11.0          75.0       60.52       56.02    0.078563
11.0          76.0        60.4       53.05     0.16112
11.0          77.0       53.62       49.35    0.090928
11.0          78.0       62.78       53.55     0.13126
11.0          79.0       54.77        48.1     0.12614
11.0          80.0       63.86       55.04     0.16258
11.0          81.0       56.49       52.73     0.10154
11.0          82.0       59.55       51.69     0.13672
11.0          83.0       60.09        59.8   0.0042287
11.0          84.0        92.2       49.02     0.43377
11.0          85.0        94.6       62.54     0.33431
11.0          86.0       49.16       46.76     0.05354
11.0          87.0       74.44       54.85      0.3241
11.0          88.0        66.2       53.27     0.24595
11.0          89.0       95.92       70.12     0.34141
11.0          90.0       43.47        46.1   -0.073325
11.0          91.0       65.69       51.42     0.26792
11.0          92.0       47.31       44.05    0.082772
11.0          93.0       43.01       41.67    0.038146
11.0          94.0       73.32       57.12     0.25398
11.0          95.0       64.55       55.67     0.17263
11.0          96.0        43.2       41.93    0.035305
11.0          97.0       54.24       51.33    0.071982
11.0          98.0       69.99       63.45     0.12085
11.0          99.0       58.19       49.07     0.18678
11.0         100.0       50.48       46.89     0.07841
11.0         101.0       48.35       44.71    0.084974
11.0         102.0       78.91        71.2     0.12427
11.0         103.0       60.46       53.28     0.16345
11.0         104.0       47.54       44.59    0.073753
11.0         105.0       36.64       36.66 -0.00027991
11.0         106.0        70.2       65.44    0.070408
11.0         107.0       56.99       51.22     0.12692
11.0         108.0       74.36       62.36     0.22746
11.0         109.0       66.49       54.13     0.23448
11.0         110.0       48.85       46.91    0.056152
11.0         111.0       47.44       43.45     0.10912
11.0         112.0       70.23        64.1     0.10035
11.0         113.0       79.16       64.71     0.23758
11.0         114.0       58.13        52.1     0.12736
11.0         115.0       71.34       54.29     0.31159
11.0         116.0       59.82       47.52     0.26288
11.0         117.0       59.42        47.6     0.21337
11.0         118.0       50.44       45.82    0.093864
11.0         119.0       51.57       46.27     0.14656
11.0         120.0        null        null        null
11.0         121.0       65.52       62.42    0.059584
11.0         122.0       43.64       42.25    0.037911
11.0         123.0       52.27       39.32     0.31461
11.0         124.0       58.99       54.16     0.10973
11.0         125.0        59.6       51.29     0.14475
11.0         126.0       56.41       50.63    0.094457
11.0         127.0       73.29       50.25       0.278
11.0         128.0       49.37       50.99   -0.053526
11.0         129.0       66.96       46.26     0.35101
11.0         130.0        null        null        null
11.0         131.0       49.02       43.08      0.1665
11.0         132.0       52.79        50.5    0.052409
11.0         133.0       54.06       57.95   -0.091335
11.0         134.0        66.1       52.54     0.24032
11.0         135.0       71.11       45.37     0.31387
11.0         136.0       52.67       50.25    0.057055
11.0         137.0        null        null        null
11.0         138.0       54.58       47.04     0.18223
11.0         139.0       60.43       50.37     0.23603
11.0         140.0       97.58        67.5     0.38658
11.0         141.0       59.59       54.52     0.10966
11.0         142.0        null        null        null
11.0         143.0       55.63       49.87     0.15098
11.0         144.0        69.2       53.12     0.24293
11.0         145.0       64.33       56.76     0.14284
11.0         146.0       68.27       48.66      0.3576
11.0         147.0        39.1       38.81    0.011643
11.0         148.0       54.54       51.57    0.062374
11.0         149.0       71.22       58.58     0.14365
11.0         150.0       72.64        66.4     0.12195
11.0         151.0        77.3          57     0.28861
11.0         152.0       63.21       53.23     0.17751
11.0         153.0        71.7       64.34     0.12938
11.0         154.0       57.39       49.67      0.1637
11.0         155.0       69.56       51.74     0.25733
11.0         156.0       87.65       64.29     0.29315
11.0         157.0       79.27       51.43      0.2722
11.0         158.0       60.92       60.02    0.028367
11.0         159.0       54.62       48.09     0.15925
11.0         160.0       58.11       53.97      0.0981
11.0         161.0       62.98       56.03     0.14488
11.0         162.0       69.18       57.19     0.21012
11.0         163.0       67.76       56.43     0.23197
11.0         164.0        null        null        null
11.0         165.0       49.92       43.31     0.16457
11.0         166.0       50.85       43.18     0.18909
