site        roi         bsf         bdr         dsi         osi         dcv         ocv         
18          68          1.92        150         0.189463    0.808782    0.950988    0.560676    
18          69          1.92        180         0.0469215   0.55102     0.956904    0.621641    
18          70          2.56        0           0.293511    1           0.767675    0.348304    
18          71          2.56        330         0.0305499   0.712672    0.888982    0.510833    
18          72          1.92        180         0.0843642   0.657841    0.89284     0.616214    
18          73          1.28        150         0.289572    0.944301    0.852862    0.631255    
18          74          2.56        0           0.164819    0.917691    0.87473     0.376318    
18          75          3.84        180         0.557708    0.80419     0.60124     0.348484    
18          76          2.56        180         0.0835351   1           0.94918     0.312125    
18          77          1.92        330         0.283184    0.456353    0.84376     0.690847    
18          78          1.92        330         0.0551682   0.683829    0.926853    0.557433    
18          79          3.84        330         0.55897     0.995372    0.535747    0.187557    
18          80          1.28        150         0.192106    0.611537    0.95563     0.69607     
18          81          1.92        150         0.217766    0.760705    0.913565    0.485301    
18          82          1.92        0           0.240243    0.960541    0.945847    0.288       
18          83          1.28        0           0.549576    0.775534    0.612017    0.415023    
18          84          2.56        180         0.207861    1           0.826708    0.257588    
18          85          2.56        180         0.0313334   1           0.945103    0.381804    
18          86          2.56        330         0.114063    0.805692    0.872129    0.510094    
18          87          2.56        0           0.1195      0.986005    0.932024    0.340641    
18          88          1.92        0           0.277037    0.830394    0.853345    0.49524     
18          89          2.56        180         0.0378684   1           0.940083    0.28616     
18          90          1.92        150         0.196139    0.67859     0.893682    0.531418    
18          91          2.56        330         0.0472926   0.696326    0.935633    0.480694    
18          92          2.56        330         0.0565459   0.955812    0.965768    0.372822    
18          93          2.56        330         0.147305    0.802803    0.861052    0.421428    
18          94          2.56        180         0.192418    1           0.858029    0.369735    
18          95          2.56        180         0.102922    0.971948    0.936251    0.385577    
18          96          2.56        330         0.281754    0.753879    0.727953    0.44122     
18          97          1.92        180         0.11889     0.922138    0.86147     0.311573    
18          98          2.56        0           0.236319    1           0.820342    0.387191    
18          99          2.56        0           0.00563053  0.960035    0.96649     0.4095      
18          100         2.56        330         0.0774229   0.579872    0.940157    0.490721    
18          101         2.56        330         0.0635551   0.809243    0.896338    0.405064    
18          102         3.84        210         0.672883    0.938767    0.56162     0.450192    
18          103         2.56        180         0.0788195   0.756259    0.893533    0.541002    
18          104         2.56        180         0.0718141   0.910829    0.937261    0.450109    
18          105         1.92        150         0.184905    0.758619    0.830237    0.570519    
18          106         2.56        0           0.0228296   0.913534    0.95971     0.523897    
18          107         2.56        330         0.0549264   0.629565    0.93686     0.467264    
18          108         1.28        150         0.175406    0.474352    0.817007    0.810974    
18          109         2.56        330         0.0987243   0.808177    0.913537    0.423089    
18          110         1.92        150         0.183334    0.574818    0.908924    0.603241    
18          111         1.92        150         0.0942315   0.761758    0.921966    0.422907    
18          112         2.56        30          0.161055    0.871552    0.977619    0.44361     
18          113         1.92        150         0.0941864   0.591859    0.911293    0.627833    
18          114         2.56        150         0.122679    0.700376    0.97712     0.50519     
18          115         1.92        150         0.322295    0.534666    0.821075    0.667437    
18          116         2.56        30          0.184472    0.805223    0.943897    0.509646    
18          117         1.92        150         0.4985      0.413       0.864488    0.680837    
18          118         2.56        180         0.359154    0.822246    0.686291    0.475211    
18          119         2.56        180         0.132125    1           0.805662    0.300666    
18          120         2.56        180         0.390136    1           0.687959    0.379645    
18          121         3.84        180         0.596553    0.997075    0.450891    0.189808    
18          122         3.84        180         0.186888    0.898002    0.793615    0.41012     
18          123         1.28        150         0.298921    0.83774     0.87224     0.594041    
18          124         2.56        180         0.236534    0.893717    0.833383    0.446807    
18          125         1.92        210         0.212707    0.700012    0.915739    0.654035    
18          126         2.56        240         0.20658     0.575397    0.975304    0.61214     
18          127         1.28        30          0.169206    0.563619    0.932422    0.784811    
18          128         1.92        150         0.447056    0.681492    0.747103    0.591545    
18          129         2.56        120         0.430475    0.629551    0.719245    0.658032    
18          130         2.56        150         0.133615    0.798024    0.906939    0.462819    
18          131         2.56        180         0.106145    1           0.886747    0.304348    
18          132         2.56        180         0.0726014   0.744617    0.950357    0.466625    
18          133         7.68        330         0.265072    1           0.895569    0.333573    
18          134         1.28        150         0.348873    0.741461    0.838393    0.723318    
18          135         2.56        150         0.180962    0.78579     0.890724    0.452566    
18          136         3.84        180         0.171197    0.757697    0.855962    0.414861    
18          137         1.28        150         0.221567    0.278809    0.88078     0.882815    
18          138         1.28        150         0.270509    0.70617     0.89569     0.687522    
18          139         1.28        150         0.13676     0.340231    0.973938    0.925713    
18          140         2.56        30          0.287379    0.591577    0.917731    0.656589    
18          141         1.92        150         0.358552    0.407606    0.83782     0.678924    
18          142         2.56        240         0.52224     0.751889    0.8121      0.562764    
18          143         1.28        60          0.438128    0.395725    0.751901    0.620807    
18          144         1.92        150         0.396055    0.0817008   0.848176    0.930998    
18          145         1.92        210         0.25933     0.516448    0.829661    0.700559    
18          146         2.56        60          0.0287225   0.750488    0.922739    0.56632     
18          147         1.28        150         0.100585    0.622167    0.973452    0.743895    
18          148         1.92        150         0.457474    0.88601     0.782729    0.428712    
18          149         2.56        300         0.249938    0.914008    0.769134    0.542377    
18          150         1.92        0           0.519638    0.880332    0.802004    0.545708    
18          151         3.84        120         0.798961    1           0.411881    0.291087    
18          152         2.56        90          0.870891    1           0.317969    0.331302    
18          153         2.56        240         0.241113    0.282308    0.960176    0.788274    
18          154         1.92        240         0.590701    0.476446    0.55389     0.629188    
18          155         2.56        180         0.201137    0.875905    0.816104    0.561086    
18          156         3.84        270         0.44159     0.688275    0.719535    0.471567    
18          157         2.56        90          0.132442    0.658893    0.913228    0.569972    
18          158         1.92        0           0.313908    0.726429    0.928451    0.51051     
18          159         2.56        240         0.0488981   0.507494    0.959256    0.763497    
18          160         0.96        90          0.233343    0.495577    0.923532    0.75928     
18          161         1.92        90          0.0748409   0.491566    0.923049    0.742418    
18          162         1.28        150         0.583668    0.655948    0.771401    0.813236    
18          163         0.64        120         0.894282    0.569497    0.58914     0.659674    
18          164         2.56        240         0.277956    0.554125    0.93038     0.719359    
18          165         2.56        120         0.25493     0.689206    0.8343      0.608888    
18          166         3.84        270         0.148478    0.566684    0.827713    0.612642    
18          167         1.28        150         0.345946    0.933152    0.902629    0.665054    
18          168         1.92        270         0.231035    0.624724    0.883215    0.674828    
18          169         1.28        150         0.440462    0.370395    0.682186    0.942788    
18          170         1.92        270         0.0968387   0.715103    0.92673     0.640757    
18          171         3.84        90          0.582239    1           0.717019    0.241087    
18          172         2.56        180         0.023802    0.75387     0.979645    0.58812     
18          173         1.28        150         0.180641    0.313027    0.937489    0.884227    
18          174         2.56        0           0.273565    0.741568    0.790898    0.526582    
18          175         3.84        0           0.744805    1           0.464889    0.279712    
18          176         1.28        150         0.212095    0.200998    0.885942    0.979455    
18          177         1.92        150         0.384418    0.123177    0.899108    0.934686    
18          178         1.92        120         0.491418    0.0938023   0.869371    0.928985    
18          179         2.56        0           0.155124    1           0.848663    0.204442    
18          180         2.56        270         0.399232    0.0359422   0.825536    0.782256    
18          181         1.92        150         0.41563     0.760882    0.804581    0.525656    
18          182         2.56        240         0.241884    0.585385    0.904779    0.729098    
18          183         1.92        90          0.0762567   0.683179    0.926659    0.604601    
18          184         1.92        60          0.337815    0.228176    0.801024    0.809205    
18          185         1.92        0           0.417083    0.364489    0.799264    0.796753    
18          186         0.64        120         0.880564    0.910652    0.579857    0.555367    
18          187         1.92        150         0.680739    -0.0682455  0.86403     0.884266    
18          188         2.56        0           0.356823    1           0.732624    0.405354    
18          189         1.28        150         0.255421    0.251593    0.917456    0.867957    
18          190         1.28        30          0.00206041  0.301987    0.938845    0.856993    
18          191         3.84        270         0.254249    0.936981    0.724957    0.159567    
18          192         0.96        90          0.200191    0.162629    0.906123    0.923338    
18          193         2.56        0           0.0302302   0.842835    0.902251    0.445919    
18          194         2.56        0           0.224229    0.813906    0.823185    0.501884    
18          195         0.96        120         0.70391     0.138216    0.764762    0.911409    
18          196         1.92        90          0.141692    0.353595    0.892119    0.787162    
18          197         1.28        270         0.428679    0.636947    0.960567    0.884329    
18          198         1.28        240         0.103886    0.277161    0.945554    0.670675    
18          199         1.28        150         0.269164    0.917821    0.827499    0.498735    
18          200         2.56        300         0.208096    1           0.764402    0.432685    
18          201         1.92        240         0.365573    0.679545    0.685719    0.517108    
18          202         1.92        0           0.281115    0.714321    0.830238    0.350071    
18          203         2.56        240         0.0497686   0.666302    0.958378    0.595882    
18          204         1.28        330         0.274556    0.468087    0.768623    0.832258    
18          205         1.92        270         0.102784    0.712078    0.856601    0.587152    
18          206         1.28        330         0.376977    0.468675    0.789485    0.697883    
18          207         1.28        150         0.263114    0.476659    0.932194    0.891279    
18          208         1.28        30          0.453009    0.33308     0.935458    0.752464    
18          209         1.92        120         0.56884     0.601924    0.792263    0.773064    
18          210         2.56        240         0.324905    0.679881    0.772955    0.590996    
18          211         1.92        270         0.0690901   0.599628    0.969571    0.660263    
18          212         0.64        330         0.351422    -0.0357944  0.83869     0.976837    
19          0           1.92        210         0.250334    0.536788    0.770135    0.608136    
19          1           2.56        30          0.446322    0.829024    0.916162    0.480503    
19          2           1.92        300         0.134366    0.493202    0.970053    0.639934    
19          3           1.92        300         0.0305741   0.682835    0.970872    0.567682    
19          4           1.28        120         0.258586    0.492041    0.96512     0.747687    
19          5           2.56        300         0.599416    0.756254    0.590202    0.481121    
19          6           2.56        0           0.630821    0.765779    0.568728    0.509894    
19          7           2.56        30          0.0533435   0.761081    0.974218    0.586724    
19          8           2.56        30          0.825836    0.530028    0.572813    0.712667    
19          9           1.92        270         0.200309    0.456891    0.888805    0.790477    
19          10          1.92        300         0.253215    0.486643    0.878375    0.72491     
19          11          1.92        120         0.277375    0.663593    0.753414    0.541283    
19          12          1.92        270         0.199157    0.283458    0.943524    0.80501     
19          13          1.92        270         0.333442    0.342752    0.835794    0.802718    
19          14          1.92        300         0.0742298   0.498937    0.973079    0.65792     
19          15          1.92        300         0.149817    0.264883    0.918624    0.834456    
19          16          2.56        210         0.233421    0.735118    0.829814    0.584075    
19          17          1.92        330         0.551079    0.723431    0.66531     0.643868    
19          18          1.92        120         0.0368035   0.516595    0.952918    0.685817    
19          19          2.56        210         0.0103067   0.687251    0.958444    0.618622    
19          20          1.92        180         0.105198    0.447164    0.943386    0.733917    
19          21          1.92        300         0.252526    0.33879     0.905835    0.817854    
19          22          1.92        180         0.125215    0.262553    0.891474    0.782264    
19          23          1.92        300         0.283394    0.370606    0.863254    0.779263    
19          24          1.92        30          0.278855    0.163999    0.934888    0.91642     
19          25          1.92        300         0.199168    0.211164    0.917856    0.869938    
19          26          1.28        120         0.64077     0.589772    0.843325    0.804923    
19          27          2.56        30          0.122389    0.459842    0.88922     0.760093    
19          28          1.92        300         0.0525218   0.525535    0.961067    0.666409    
19          29          1.28        120         0.201943    0.520856    0.95726     0.741127    
19          30          1.92        150         0.0982228   0.469295    0.977452    0.788586    
19          31          2.56        300         0.579026    0.0731138   0.82328     0.936391    
19          32          2.56        270         0.531759    0.822302    0.748417    0.480398    
19          33          1.28        0           0.367656    0.197189    0.846518    0.80498     
19          34          1.92        180         0.223224    0.494982    0.873562    0.749696    
19          35          1.92        120         0.297255    0.376278    0.831477    0.743251    
19          36          1.92        300         0.229821    0.282151    0.990308    0.810453    
19          37          3.84        0           0.0638982   0.669675    0.966113    0.54457     
19          38          1.92        330         0.367243    0.712637    0.726099    0.652358    
19          39          2.56        30          0.15967     0.408248    0.931156    0.770006    
19          40          3.84        330         0.150613    0.568095    0.905135    0.593693    
19          41          1.92        150         0.130499    0.387012    0.96704     0.831196    
19          42          3.84        330         0.23163     0.505851    0.940209    0.623235    
19          43          3.84        0           0.258197    0.610332    0.838079    0.607943    
19          44          1.92        330         0.153075    0.794648    0.911517    0.607224    
19          45          3.84        180         0.247797    0.996701    0.97517     0.479566    
19          46          2.56        0           0.210729    0.836727    0.899232    0.470955    
19          47          3.84        0           0.0714428   0.843385    0.944844    0.420085    
19          48          2.56        30          0.369854    0.624494    0.866419    0.589736    
19          49          2.56        0           0.148659    0.732891    0.94544     0.540056    
19          50          2.56        0           0.196951    0.493212    0.820601    0.681808    
19          51          2.56        0           0.113185    0.716165    0.972435    0.548014    
19          52          3.84        180         0.0347585   0.836067    0.980547    0.403559    
19          53          1.28        180         0.441627    0.64316     0.709054    0.612882    
19          54          3.84        330         0.188758    0.574051    0.891522    0.610341    
19          55          3.84        330         0.0699362   0.664017    0.92857     0.518488    
19          56          3.84        330         0.183023    0.549829    0.853262    0.603585    
19          57          1.92        180         0.252141    0.440216    0.846444    0.752192    
19          58          2.56        0           0.255792    0.778427    0.83834     0.474113    
19          59          2.56        0           0.116049    0.795549    0.901024    0.473401    
19          60          1.92        180         0.207933    0.290962    0.93304     0.770883    
19          61          1.92        180         0.236808    0.530069    0.798761    0.754693    
19          62          2.56        30          0.193906    0.67569     0.938751    0.637285    
19          63          1.92        150         0.180955    0.57453     0.934773    0.687601    
19          64          3.84        0           0.851836    0.839825    0.53535     0.605151    
19          65          0.96        180         0.947369    0.246321    0.75138     0.616025    
19          66          3.84        0           0.203479    0.836578    0.875116    0.383761    
19          67          5.12        180         0.473822    1           0.730787    0.199705    
19          68          3.84        330         0.275352    0.668669    0.801932    0.458856    
19          69          2.56        0           0.0710104   0.775381    0.91174     0.473652    
19          70          3.84        330         0.390836    0.83728     0.723894    0.324258    
19          71          3.84        330         0.0762972   0.715363    0.95536     0.439948    
19          72          1.92        150         0.217162    0.652447    0.837394    0.602481    
19          73          3.84        330         0.269248    0.756139    0.794349    0.426172    
19          74          2.56        0           0.0396812   0.752374    0.98348     0.506296    
19          75          2.56        30          0.271831    0.730628    0.861013    0.548701    
19          76          2.56        300         0.788916    0.453048    0.41774     0.641044    
19          77          3.84        330         0.238224    0.962484    0.863116    0.326822    
19          78          2.56        180         0.0285184   0.575617    0.951133    0.615371    
19          79          3.84        330         0.297454    0.800186    0.84494     0.449373    
19          80          2.56        210         0.450971    0.965713    0.64872     0.372091    
19          81          2.56        0           0.0658819   0.657359    0.935561    0.601155    
19          82          3.84        330         0.212434    0.812996    0.867435    0.357609    
19          83          2.56        210         0.432321    0.972961    0.629092    0.230162    
19          84          2.56        0           0.048316    0.692682    0.969109    0.562238    
19          85          3.84        180         0.143997    0.859553    0.916043    0.424338    
19          86          3.84        330         0.0768516   0.567117    0.991539    0.509142    
19          87          3.84        330         0.262033    0.750787    0.905782    0.494276    
19          88          1.92        150         0.363799    0.65586     0.707002    0.700926    
19          89          1.28        180         0.43437     0.026924    0.902958    0.904767    
19          90          3.84        330         0.173997    0.877864    0.926616    0.444172    
19          91          5.12        150         0.304348    0.870861    0.883003    0.374141    
19          92          3.84        180         0.198582    0.755939    0.865629    0.535349    
19          93          2.56        210         0.0515847   0.873567    0.909387    0.515552    
19          94          3.84        330         0.259324    0.470617    0.904204    0.627393    
19          95          2.56        210         0.00437278  0.658301    0.922011    0.690944    
19          96          1.92        30          0.0332106   0.554699    0.926864    0.725893    
19          97          3.84        330         0.14673     0.623908    0.871664    0.518352    
19          98          1.28        120         0.158194    0.483263    0.966668    0.776917    
19          99          1.92        180         0.483685    0.611425    0.660096    0.686592    
19          100         3.84        180         0.264816    0.872483    0.763071    0.389166    
19          101         3.84        330         0.0520758   0.711925    0.943694    0.505979    
19          102         2.56        180         0.0698407   0.725948    0.92308     0.541373    
19          103         2.56        0           0.48395     0.92509     0.770896    0.348935    
19          104         2.56        30          0.02082     0.700298    0.955462    0.612261    
19          105         3.84        150         0.0690889   0.747549    0.925359    0.427581    
19          106         1.92        120         0.140498    0.559363    0.943797    0.618718    
19          107         3.84        180         0.315998    0.985924    0.69176     0.312141    
19          108         2.56        30          0.0795639   0.589099    0.996264    0.68076     
19          109         5.12        300         0.627994    0.980856    0.646118    0.403533    
19          110         1.92        120         0.593143    0.79236     0.614215    0.53744     
19          111         3.84        150         0.170607    0.983873    0.735121    0.266939    
19          112         5.12        300         0.515138    0.785059    0.808493    0.604737    
19          113         3.84        330         0.243622    0.788559    0.816652    0.443652    
19          114         2.56        30          0.0612779   0.0988793   0.993242    0.933399    
19          115         3.84        180         0.0977388   0.7842      0.922122    0.475036    
19          116         1.92        30          0.153974    0.358366    0.911283    0.784855    
19          117         2.56        0           0.764469    0.803081    0.48541     0.410058    
19          118         1.92        60          0.233347    0.626142    0.914181    0.663988    
19          119         3.84        330         0.291919    0.555534    0.800741    0.589031    
19          120         1.92        90          0.011522    0.623902    0.968941    0.701526    
19          121         3.84        240         0.0304111   0.734286    0.927757    0.496485    
19          122         1.92        60          0.349169    0.730576    0.855569    0.609978    
19          123         7.68        120         0.319711    1           0.824199    0.228258    
19          124         1.92        60          0.150434    0.677354    0.921439    0.669129    
19          125         2.56        240         0.0311339   0.620897    0.968556    0.644333    
19          126         1.92        300         0.225622    0.345232    0.929202    0.732941    
19          127         2.56        150         0.339215    0.860777    0.818147    0.443302    
19          128         2.56        30          0.606288    0.761122    0.785498    0.500828    
19          129         2.56        270         0.192862    0.130803    0.883923    0.862036    
19          130         2.56        30          0.755485    0.817042    0.698149    0.454508    
19          131         2.56        90          0.554027    0.669525    0.620117    0.575412    
19          132         3.84        120         0.726352    0.748539    0.698928    0.404124    
19          133         3.84        240         0.271233    0.659337    0.753515    0.478732    
19          134         2.56        0           0.305463    0.875623    0.847921    0.451708    
19          135         3.84        240         0.207425    0.448307    0.964221    0.643594    
19          136         1.28        120         0.284966    0.456782    0.859864    0.729896    
19          137         2.56        30          0.787454    0.463768    0.697073    0.520746    
19          138         3.84        270         0.372493    0.790235    0.735594    0.477474    
19          139         1.92        270         0.105233    0.66889     0.978505    0.646326    
19          140         3.84        240         0.265846    0.558094    0.97057     0.641458    
19          141         1.28        120         0.206339    0.196713    0.857829    0.828853    
19          142         2.56        90          0.145147    0.748518    0.897219    0.537083    
19          143         1.92        270         0.0262418   0.721178    0.914504    0.619544    
19          144         1.92        120         0.249099    0.464167    0.882239    0.721637    
19          145         2.56        270         0.00214533  0.707559    0.95        0.630862    
19          146         3.84        330         0.123532    0.487699    0.960878    0.684112    
19          147         3.84        240         0.110204    0.60513     0.964691    0.6162      
19          148         2.56        270         0.135787    0.802403    0.976174    0.530908    
19          149         2.56        270         0.457737    0.967795    0.731772    0.463074    
19          150         2.56        90          0.102432    0.733999    0.924128    0.590969    
19          151         3.84        90          0.428924    0.695453    0.793888    0.428113    
19          152         3.84        240         0.124975    0.709042    0.991862    0.534817    
19          153         2.56        90          0.0309427   0.814037    0.960662    0.518976    
19          154         2.56        270         0.135681    0.698593    0.919651    0.64634     
19          155         1.28        120         0.171656    0.420052    0.938651    0.79648     
19          156         1.92        270         0.073254    0.812935    0.917485    0.57442     
19          157         2.56        90          0.241928    0.895299    0.83327     0.495033    
19          158         1.92        270         0.115544    0.618826    0.964837    0.699854    
19          159         2.56        270         0.0868782   1           0.918183    0.280968    
19          160         2.56        270         0.22018     0.422507    0.948233    0.781271    
19          161         3.84        330         0.198713    0.518251    0.893454    0.650855    
19          162         2.56        120         0.4085      0.559505    0.776969    0.655523    
19          163         2.56        90          0.173354    0.952425    0.845436    0.376573    
19          164         1.92        60          0.370918    0.59787     0.797479    0.659773    
19          165         2.56        180         0.547516    0.292364    0.789682    0.781052    
19          166         1.92        300         0.188253    0.723597    0.827527    0.42607     
19          167         2.56        270         0.342209    1           0.800021    0.328304    
19          168         3.84        240         0.244266    0.970307    0.948195    0.37985     
19          169         3.84        270         0.12364     0.937666    0.795481    0.256777    
19          170         2.56        270         0.0318552   0.894484    0.955018    0.421412    
19          171         3.84        240         0.14825     0.707863    0.946569    0.495916    
19          172         1.28        0           0.0819909   0.478637    0.980535    0.653724    
19          173         3.84        240         0.355674    0.885427    0.934782    0.371301    
19          174         2.56        30          0.0549268   0.858219    0.920227    0.544423    
19          175         0.96        270         0.370887    0.757323    0.805957    0.720252    
19          176         0.96        270         1           0.0386309   0.785044    0.865608    
19          177         2.56        270         0.0474749   1           0.855311    0.374775    
19          178         2.56        270         0.0467632   0.97583     0.972979    0.386611    
19          179         1.92        90          0.022112    0.300556    0.91061     0.869083    
19          180         2.56        300         0.443266    0.762938    0.816424    0.443552    
19          181         1.92        60          0.123458    0.892105    0.928752    0.483117    
19          182         5.12        330         1           0.57244     0.274678    0.632282    
19          183         3.84        240         0.358496    0.916231    0.817138    0.394417    
19          184         2.56        240         0.254018    0.930285    0.767566    0.477065    
19          185         1.92        210         0.340043    1           0.606473    0.5568      
19          186         2.56        270         0.0406447   0.863097    0.974473    0.459746    
19          187         0.96        300         0.410228    0.330088    0.744809    0.730763    
19          188         1.92        300         0.500239    0.458704    0.752895    0.706564    
19          189         2.56        300         0.259332    0.355785    0.802264    0.718039    
20          0           2.56        240         0.0611394   0.344099    0.901501    0.811291    
20          1           1.92        270         0.329082    0.43048     0.855472    0.776568    
20          2           1.92        300         0.0980827   0.45542     0.942568    0.73586     
20          3           2.56        330         0.151723    0.485502    0.93875     0.658507    
20          4           1.28        330         0.19104     0.564593    0.820891    0.615565    
20          5           2.56        0           0.38699     0.647419    0.774919    0.60632     
20          6           2.56        330         0.421985    0.6365      0.770875    0.535714    
20          7           1.92        270         0.276511    0.271245    0.884425    0.853332    
20          8           1.92        30          0.58239     0.283721    0.714746    0.856124    
20          9           1.92        270         0.254483    0.271948    0.894025    0.87654     
20          10          1.28        120         0.598957    0.485436    0.725017    0.74418     
20          11          2.56        330         0.160786    0.33407     0.929076    0.780934    
20          12          1.92        300         0.115395    0.491137    0.907192    0.662236    
20          13          3.84        210         0.205743    0.787204    0.904337    0.534662    
20          14          2.56        330         0.0458698   0.36794     0.978419    0.798451    
20          15          2.56        0           0.132199    0.469042    0.958507    0.783774    
20          16          2.56        180         0.116729    0.265538    0.949914    0.86279     
20          17          1.28        120         0.561072    0.456337    0.744574    0.685658    
20          18          2.56        330         0.0259532   0.193682    0.943741    0.869889    
20          19          1.28        120         0.244893    0.379649    0.889731    0.791075    
20          20          2.56        330         0.0717151   0.360281    0.967928    0.800476    
20          21          0.96        330         0.0967845   0.462715    0.942294    0.765534    
20          22          0.96        330         0.229176    0.455247    0.876575    0.74563     
20          23          2.56        180         0.0626983   0.378925    0.968486    0.759988    
20          24          2.56        330         0.0526415   0.316905    0.95534     0.815561    
20          25          3.84        0           0.0213458   0.733551    0.956719    0.534879    
20          26          1.92        150         0.239889    0.495959    0.890742    0.770281    
20          27          0.96        330         0.0395419   0.38107     0.933463    0.797064    
20          28          3.84        0           0.113452    0.779907    0.904504    0.459439    
20          29          2.56        330         0.362093    0.565384    0.831253    0.644617    
20          30          2.56        0           0.0137081   0.479731    0.978307    0.75852     
20          31          2.56        0           0.0598911   0.469006    0.974359    0.76625     
20          32          0.96        330         0.0791993   0.445635    0.866821    0.749177    
20          33          2.56        330         0.185828    0.504515    0.936545    0.695419    
20          34          2.56        330         0.158001    0.575316    0.930815    0.670019    
20          35          2.56        0           0.0207933   0.560109    0.93786     0.6709      
20          36          2.56        330         0.188365    0.594312    0.883999    0.648636    
20          37          2.56        330         0.108573    0.554985    0.963825    0.673617    
20          38          3.84        0           0.093578    0.77853     0.967258    0.486031    
20          39          2.56        180         0.042783    0.629543    0.917725    0.625179    
20          40          2.56        180         0.0556141   0.738878    0.9801      0.544494    
20          41          3.84        180         0.140418    0.819636    0.953072    0.464923    
20          42          1.92        180         0.352848    0.495967    0.851834    0.697531    
20          43          2.56        330         0.095052    0.657005    0.922469    0.602721    
20          44          2.56        330         0.127418    0.587049    0.934095    0.657747    
20          45          2.56        330         0.158986    0.610263    0.924998    0.6258      
20          46          2.56        330         0.140026    0.568739    0.939046    0.650652    
20          47          2.56        150         0.427245    0.378567    0.902759    0.685405    
20          48          1.92        0           0.127486    0.644612    0.928565    0.592023    
20          49          2.56        0           0.0370177   0.644674    0.958332    0.685586    
20          50          2.56        180         0.0639471   0.639163    0.874658    0.660905    
20          51          2.56        0           0.261742    0.828071    0.943992    0.569077    
20          52          2.56        330         0.209488    0.656384    0.915999    0.575018    
20          53          2.56        180         0.205715    0.69309     0.828034    0.532247    
20          54          2.56        180         0.0739873   0.764529    0.95042     0.512257    
20          55          2.56        150         0.0354224   0.704347    0.921923    0.53858     
20          56          3.84        330         0.266918    0.849963    0.853408    0.431523    
20          57          2.56        150         0.123409    0.77067     0.875839    0.488414    
20          58          3.84        180         0.0934454   0.877781    0.94547     0.457327    
20          59          2.56        330         0.0187496   0.703477    0.964479    0.559166    
20          60          2.56        150         0.0490678   0.707997    0.950833    0.566795    
20          61          2.56        330         0.273828    0.715981    0.929445    0.592532    
20          62          2.56        330         0.0830576   0.79725     0.984667    0.458859    
20          63          3.84        180         0.164988    0.788483    0.93572     0.57126     
20          64          1.28        330         0.136205    0.60989     0.892684    0.69256     
20          65          2.56        330         0.141693    0.62277     0.941213    0.587967    
20          66          3.84        180         0.149101    0.812275    0.94496     0.440244    
20          67          2.56        180         0.10404     0.574192    0.932943    0.652493    
20          68          3.84        0           0.150982    0.867604    0.929652    0.473433    
20          69          2.56        330         0.150465    0.704904    0.972185    0.555172    
20          70          3.84        180         0.12489     0.694532    0.947471    0.569494    
20          71          2.56        180         0.00221198  0.632775    0.966945    0.596688    
20          72          1.92        150         0.21482     0.499186    0.830025    0.74475     
20          73          2.56        330         0.091261    0.556255    0.980558    0.66354     
20          74          5.12        150         0.360913    0.78215     0.81716     0.438976    
20          75          2.56        210         0.0750913   0.762277    0.919803    0.561059    
20          76          3.84        180         0.38822     0.852134    0.741753    0.446638    
20          77          2.56        330         0.0956464   0.527742    0.944691    0.671623    
20          78          2.56        210         0.0829264   0.498857    0.924589    0.704817    
20          79          2.56        150         0.156598    0.637705    0.869584    0.642938    
20          80          2.56        330         0.225167    0.512629    0.954829    0.614635    
20          81          3.84        150         0.0960899   0.776131    0.960341    0.46161     
20          82          2.56        180         0.281596    0.801841    0.718053    0.519671    
20          83          2.56        210         0.0609205   0.53134     0.933888    0.724655    
20          84          2.56        330         0.029044    0.560413    0.978346    0.637373    
20          85          3.84        150         0.115197    0.689138    0.949492    0.498503    
20          86          3.84        180         0.215819    0.816769    0.796543    0.468317    
20          87          3.84        180         0.549814    0.827438    0.630766    0.364624    
20          88          2.56        30          0.100904    0.343619    0.954792    0.849723    
20          89          3.84        150         0.217448    0.727291    0.874719    0.497632    
20          90          1.92        150         0.169537    0.636182    0.922736    0.654712    
20          91          1.92        210         0.0185633   0.503869    0.970752    0.74725     
20          92          5.12        150         0.763739    1           0.404876    0.185471    
20          93          1.92        150         0.234393    0.691522    0.799859    0.652391    
20          94          1.92        120         0.187852    0.297756    0.922429    0.842812    
20          95          2.56        180         0.183398    0.746183    0.854852    0.571792    
20          96          2.56        60          0.115399    0.201229    0.989303    0.869197    
20          97          3.84        180         0.16061     0.833799    0.840043    0.49541     
20          98          2.56        60          0.0723623   0.448082    0.979898    0.717665    
20          99          1.92        30          0.0333096   0.422575    0.9612      0.719336    
20          100         2.56        90          0.120121    0.185681    0.942258    0.894868    
20          101         2.56        330         0.344722    0.750115    0.750675    0.437225    
20          102         1.92        210         0.188006    0.342256    0.843699    0.757089    
20          103         2.56        150         0.160875    0.634836    0.902311    0.653975    
20          104         2.56        60          0.117077    0.566175    0.949221    0.674757    
20          105         1.28        120         0.496686    0.273621    0.815248    0.876976    
20          106         1.92        240         0.0720649   0.573358    0.936578    0.691841    
20          107         1.28        120         0.562299    0.59051     0.782606    0.778768    
20          108         1.92        150         0.330036    0.82151     0.810666    0.515525    
20          109         2.56        180         0.25351     0.589903    0.810213    0.647952    
20          110         1.92        150         0.264884    0.779271    0.853095    0.576375    
20          111         2.56        120         0.342815    0.682818    0.859161    0.592273    
20          112         2.56        180         0.105959    0.664179    0.818839    0.56576     
20          113         1.92        240         0.289702    0.762351    0.755211    0.537227    
