site        roi         bsf         bdr         dsi         osi         dcv         ocv         
6           39          2.56        0           0.0585303   0.34058     0.928193    0.863059    
6           40          3.84        180         0.257989    0.753044    0.893571    0.577254    
6           41          5.12        240         0.0829178   0.298401    0.95837     0.789304    
6           42          1.92        0           0.421277    0.659873    0.945032    0.747107    
6           43          3.84        180         0.15022     0.582299    0.968669    0.635395    
6           44          2.56        0           0.236659    0.247921    0.897199    0.871524    
6           45          3.84        0           0.0701424   0.704149    0.890035    0.582132    
6           46          2.56        0           0.280217    0.444304    0.873055    0.742974    
6           47          2.56        210         0.0269589   0.498423    0.914819    0.728796    
6           48          2.56        30          0.154599    0.224941    0.900832    0.858645    
6           49          3.84        30          0.126376    0.126234    0.985867    0.905958    
6           50          2.56        330         0.296935    0.394483    0.822641    0.801747    
6           51          5.12        180         0.07399     0.909092    0.979428    0.435262    
6           52          3.84        330         0.0209919   0.904247    0.934199    0.314241    
6           53          5.12        180         0.19128     0.45128     0.947082    0.708754    
6           54          5.12        180         0.0855229   0.949605    0.963309    0.324323    
6           55          5.12        30          0.0482871   0.43883     0.944842    0.710632    
6           56          5.12        180         0.119167    0.641676    0.898917    0.635007    
6           57          2.56        30          0.13211     0.549732    0.946135    0.759719    
6           58          3.84        330         0.0137262   0.946556    0.961811    0.343134    
6           59          3.84        210         0.113581    0.783514    0.827276    0.549441    
6           60          3.84        180         0.117647    0.401449    0.949443    0.802349    
6           61          2.56        0           0.225616    0.855413    0.911183    0.393889    
6           62          5.12        180         0.0965448   0.981837    0.926631    0.372295    
6           63          7.68        150         0.0908052   0.958385    0.888041    0.26906     
6           64          5.12        180         0.461256    0.41903     0.81411     0.848929    
6           65          5.12        330         0.0887111   0.774378    0.950393    0.472518    
6           66          5.12        180         0.0276501   0.539326    0.979713    0.771809    
6           67          2.56        330         0.564271    0.843375    0.535596    0.361331    
6           68          3.84        330         0.13969     0.926988    0.919987    0.358446    
6           69          5.12        180         0.138211    0.638651    0.994845    0.60155     
6           70          5.12        180         0.0266457   1           0.957655    0.282356    
6           71          5.12        150         0.0717792   0.666175    0.92071     0.447122    
6           72          5.12        150         0.00403341  0.774583    0.898572    0.408038    
6           73          5.12        180         0.161624    0.815692    0.929054    0.493427    
6           74          5.12        180         0.271494    0.605305    0.963012    0.717944    
6           75          10.24       180         0.23468     0.795273    0.915047    0.382557    
6           76          7.68        180         0.143307    0.496287    0.87809     0.69363     
6           77          5.12        180         0.169113    0.847822    0.888493    0.424843    
6           78          10.24       330         0.102706    1           0.962501    0.198862    
6           79          7.68        150         0.188067    0.992391    0.90668     0.237605    
6           80          10.24       180         0.520061    0.854026    0.804536    0.408573    
6           81          5.12        180         0.171522    0.866372    0.942789    0.449439    
6           82          5.12        180         0.124899    0.68388     0.989015    0.593157    
6           83          7.68        150         0.150617    0.977137    0.928256    0.157019    
6           84          5.12        180         0.206279    0.783275    0.887627    0.595033    
6           85          5.12        30          0.154056    0.840107    0.994062    0.428759    
6           86          10.24       330         0.0428295   0.909005    0.936941    0.262734    
6           87          10.24       330         0.07762     1           0.958869    0.273572    
6           88          10.24       330         0.33539     0.970011    0.871218    0.214182    
6           89          1.92        180         0.55209     0.625234    0.739533    0.596702    
6           90          10.24       180         0.378684    0.678837    0.930683    0.600435    
6           91          5.12        180         0.294623    0.426358    0.886694    0.719967    
6           92          10.24       330         0.0226883   1           0.973966    0.131636    
6           93          10.24       180         0.212757    0.857094    0.895818    0.420771    
6           94          10.24       0           0.194169    1           0.891823    0.139434    
6           95          7.68        120         0.170143    0.728237    0.880105    0.421799    
6           96          10.24       330         0.102138    1           0.967445    0.141367    
6           97          7.68        120         0.122673    0.868811    0.905311    0.354297    
6           98          10.24       180         0.181518    0.887268    0.964195    0.37583     
6           99          7.68        120         0.156147    0.84424     0.860553    0.321186    
6           100         10.24       150         0.0120557   1           0.911279    0.22764     
6           101         2.56        210         0.0986388   0.886023    0.960536    0.410056    
6           102         2.56        210         0.0754151   0.408705    0.939422    0.73274     
6           103         3.84        240         0.1275      0.684042    0.908885    0.638027    
6           104         7.68        120         0.0735661   0.757696    0.884514    0.428503    
6           105         7.68        120         0.130172    0.864722    0.917583    0.367879    
6           106         2.56        240         0.143295    0.911838    0.92014     0.542802    
6           107         3.84        210         0.154447    0.807049    0.846496    0.485342    
6           108         5.12        240         0.280196    0.226675    0.855227    0.942868    
6           109         2.56        240         0.0674855   1           0.98125     0.292793    
6           110         7.68        120         0.134305    0.778503    0.922454    0.511762    
6           111         10.24       180         0.371406    0.461465    0.771254    0.678362    
6           112         7.68        0           0.0916899   1           0.936145    0.275495    
6           113         2.56        210         0.234681    0.744835    0.93172     0.395472    
6           114         5.12        120         0.136211    0.637983    0.96825     0.686814    
6           115         5.12        240         0.0429456   0.628299    0.996476    0.643541    
6           116         5.12        240         0.557514    0.602113    0.705472    0.731177    
6           117         2.56        60          0.0403117   0.69076     0.98703     0.573107    
6           118         7.68        120         0.0402937   0.677792    0.947982    0.564484    
6           119         5.12        270         0.463176    0.935512    0.679467    0.286597    
6           120         5.12        60          0.0136601   0.782735    0.924659    0.537084    
6           121         10.24       180         0.0318281   0.643029    0.952623    0.572495    
6           122         10.24       180         0.201084    0.66508     0.984065    0.505893    
6           123         10.24       0           0.0319768   0.789847    0.967839    0.398043    
6           124         5.12        240         0.120876    0.763222    0.966322    0.548584    
6           125         10.24       0           0.0299514   0.736892    0.879192    0.385944    
6           126         10.24       330         0.190701    0.942396    0.978468    0.389525    
6           127         10.24       330         0.0443904   0.822186    0.958083    0.442991    
6           128         2.56        240         0.0497235   0.789223    0.95729     0.511957    
6           129         7.68        240         0.453168    0.990334    0.713919    0.187925    
6           130         3.84        240         0.147734    0.869793    0.790911    0.39602     
6           131         5.12        240         0.190939    0.480469    0.98879     0.738256    
6           132         5.12        240         0.0933575   0.481576    0.912463    0.640768    
6           133         10.24       330         0.108802    0.905719    0.987326    0.311602    
6           134         5.12        240         0.0678053   0.787103    0.987909    0.574985    
6           135         3.84        60          0.198023    0.590719    0.928046    0.847007    
6           136         10.24       180         0.0333061   0.743128    0.983957    0.485299    
6           137         10.24       330         0.272809    0.673214    0.956293    0.578594    
6           138         5.12        240         0.102345    0.715237    0.939863    0.54129     
6           139         10.24       180         0.349377    0.593351    0.931882    0.560966    
6           140         10.24       0           0.463217    0.960778    0.789294    0.305234    
6           141         2.56        240         0.146122    0.934357    0.897829    0.440676    
6           142         3.84        240         0.185064    0.977073    0.863121    0.392605    
6           143         5.12        240         0.115488    0.718753    0.933907    0.631715    
6           144         7.68        210         0.749946    0.615563    0.49728     0.659228    
6           145         7.68        330         0.414345    0.241219    0.855418    0.665086    
6           146         5.12        240         0.100506    0.915628    0.893863    0.357482    
6           147         5.12        240         0.0455612   0.902794    0.924279    0.4318      
6           148         5.12        240         0.196153    0.919112    0.826516    0.333516    
6           149         10.24       210         0.347322    0.440514    0.884571    0.647883    
6           150         5.12        0           0.0422154   0.301485    0.983977    0.819034    
6           151         3.84        90          0.103862    0.884992    0.902571    0.377064    
7           0           1.92        240         0.300238    0.640957    0.858999    0.65694     
7           1           3.84        240         0.0309786   0.780977    0.962292    0.388667    
7           2           3.84        150         0.0467522   0.686048    0.962012    0.605225    
7           3           3.84        240         0.287004    0.878574    0.811796    0.35397     
7           4           2.56        270         0.11942     0.401082    0.931334    0.787608    
7           5           2.56        330         0.125314    0.509724    0.909383    0.764033    
7           6           5.12        150         0.0464336   0.585826    0.9247      0.620363    
7           7           2.56        300         0.0726592   0.453519    0.883282    0.695582    
7           8           3.84        210         0.0515464   0.987767    0.961382    0.145183    
7           9           3.84        120         0.0275743   0.487565    0.969494    0.740766    
7           10          3.84        300         0.103693    0.534512    0.891607    0.699115    
7           11          3.84        120         0.383645    0.204513    0.932351    0.917368    
7           12          2.56        240         0.0630105   0.446713    0.950393    0.723688    
7           13          1.92        270         0.0423993   0.417574    0.835846    0.787842    
7           14          2.56        270         0.237213    0.13986     0.901118    0.939049    
7           15          2.56        300         0.047793    0.394275    0.914638    0.77126     
7           16          2.56        180         0.396608    0.272601    0.864769    0.817864    
7           17          3.84        0           0.33627     0.44093     0.890138    0.68889     
7           18          1.28        120         0.331771    0.357421    0.768861    0.778683    
7           19          2.56        300         0.232275    -0.0302328  0.916255    0.976773    
7           20          3.84        30          0.0474004   0.830203    0.982742    0.537778    
7           21          2.56        270         0.335619    0.0515571   0.848039    0.984888    
7           22          3.84        270         0.139801    0.0250094   0.987275    0.988017    
7           23          3.84        0           0.0961062   0.332352    0.956779    0.779277    
7           24          2.56        30          0.0530776   0.353881    0.978723    0.774764    
7           25          2.56        30          0.158026    0.27932     0.920458    0.874352    
7           26          2.56        30          0.0857399   0.623454    0.95013     0.617752    
7           27          5.12        0           0.170951    0.978948    0.865945    0.42718     
7           28          3.84        30          0.333642    0.740169    0.910844    0.592363    
7           29          2.56        0           0.311214    0.436342    0.87619     0.744051    
7           30          2.56        0           0.125252    0.434584    0.895298    0.760823    
7           31          2.56        330         0.225889    0.261793    0.92513     0.901152    
7           32          2.56        330         0.200749    0.216239    0.839605    0.923394    
7           33          3.84        30          0.1824      0.87999     0.906188    0.504418    
7           34          2.56        30          0.0383473   0.57792     0.965947    0.68319     
7           35          1.92        210         0.0868959   0.350945    0.942577    0.803991    
7           36          2.56        330         0.387543    0.170368    0.90182     0.90388     
7           37          2.56        30          0.236429    0.811133    0.869819    0.506996    
7           38          3.84        180         0.173077    0.766565    0.953455    0.599927    
7           39          5.12        0           0.153089    0.980637    0.873371    0.243543    
7           40          1.28        210         0.498767    0.581683    0.67258     0.6042      
7           41          2.56        330         0.122073    0.395869    0.928522    0.764366    
7           42          3.84        0           0.105434    0.364704    0.990043    0.793736    
7           43          2.56        330         0.138877    0.411372    0.931266    0.803629    
7           44          2.56        330         0.0973344   0.379091    0.968733    0.804115    
7           45          3.84        30          0.060806    0.485364    0.956247    0.771736    
7           46          3.84        0           0.0580018   0.705973    0.970924    0.540091    
7           47          2.56        330         0.178084    0.382622    0.899203    0.713521    
7           48          5.12        0           0.0826696   0.985493    0.886646    0.331805    
7           49          3.84        0           0.366368    0.712798    0.866395    0.550257    
7           50          3.84        0           0.235826    0.123062    0.94216     0.875035    
7           51          3.84        0           0.0154547   0.731782    0.960529    0.529157    
7           52          2.56        210         0.0865664   0.496617    0.934453    0.762512    
7           53          3.84        0           0.123521    0.0928094   0.991349    0.900138    
7           54          5.12        0           0.0243309   0.418013    0.860945    0.7845      
7           55          2.56        330         0.208535    0.620085    0.87674     0.710958    
7           56          7.68        0           0.287829    1           0.814442    0.23041     
7           57          2.56        330         0.10669     0.764807    0.891837    0.559633    
7           58          3.84        0           0.268414    0.491556    0.962725    0.696282    
7           59          5.12        0           0.0389436   0.887303    0.958153    0.368204    
7           60          3.84        0           0.080564    0.768344    0.991229    0.455741    
7           61          5.12        180         0.00161707  1           0.944253    0.309844    
7           62          3.84        150         0.040613    0.72549     0.979019    0.554461    
7           63          3.84        150         0.0480688   0.842488    0.986429    0.359539    
7           64          3.84        0           0.162767    0.103621    0.981863    0.799387    
7           65          3.84        30          0.0551801   0.420033    0.950965    0.765466    
7           66          5.12        210         0.274975    0.566799    0.80416     0.585036    
7           67          5.12        150         0.216789    0.570011    0.897949    0.604852    
7           68          1.92        30          0.185192    0.311781    0.932042    0.849644    
7           69          3.84        150         0.0403266   0.908125    0.93829     0.391935    
7           70          3.84        180         0.028698    0.212846    0.931645    0.846992    
7           71          5.12        210         0.339597    0.657686    0.777428    0.626461    
7           72          3.84        0           0.0404155   0.370588    0.972153    0.792402    
7           73          3.84        150         0.136608    0.958146    0.94471     0.268413    
7           74          5.12        150         0.155157    0.987053    0.902524    0.159943    
7           75          5.12        180         0.0738042   0.948881    0.936898    0.339832    
7           76          3.84        180         0.0200001   0.799206    0.935368    0.464108    
7           77          5.12        0           0.153402    0.889043    0.932131    0.538391    
7           78          3.84        330         0.0353099   0.672394    0.979272    0.554263    
7           79          5.12        330         0.0214503   0.957176    0.968061    0.221791    
7           80          5.12        330         0.116278    1           0.907189    0.253868    
7           81          2.56        330         0.551409    0.928258    0.554228    0.317463    
7           82          3.84        180         0.0165918   0.560205    0.926253    0.686389    
7           83          7.68        180         0.168074    0.844026    0.905263    0.347       
7           84          3.84        210         0.0518236   0.435597    0.915812    0.752674    
7           85          3.84        150         0.130187    0.882968    0.933448    0.363487    
7           86          7.68        330         0.0445497   1           0.992662    0.171316    
7           87          7.68        180         0.150423    0.910734    0.936436    0.303673    
7           88          5.12        180         0.128745    0.967156    0.869525    0.413597    
7           89          7.68        180         0.0823707   0.89325     0.948328    0.424935    
7           90          3.84        150         0.364528    0.911526    0.789446    0.346099    
7           91          5.12        180         0.112173    0.775595    0.832461    0.443509    
7           92          7.68        180         0.239412    0.889611    0.912888    0.496534    
7           93          7.68        150         0.084727    0.90335     0.971987    0.352536    
7           94          5.12        180         0.106107    0.843769    0.895406    0.541079    
7           95          7.68        330         0.0134833   0.976884    0.979368    0.202166    
7           96          7.68        150         0.070137    0.778423    0.940971    0.393721    
7           97          5.12        180         0.072777    0.872415    0.870642    0.45021     
7           98          7.68        180         0.136841    0.991978    0.940035    0.290305    
7           99          3.84        30          0.04237     0.805701    0.969979    0.560482    
7           100         7.68        150         0.110081    0.85042     0.928481    0.383165    
7           101         2.56        330         0.00689902  0.669295    0.979488    0.654461    
7           102         7.68        150         0.065266    1           0.9284      0.204459    
7           103         7.68        180         0.173914    0.889353    0.879655    0.397098    
7           104         2.56        210         0.16095     0.359114    0.911274    0.802347    
7           105         5.12        180         0.192463    0.564739    0.896358    0.695154    
7           106         7.68        180         0.0621743   0.829261    0.912799    0.563651    
7           107         7.68        150         0.0258648   0.974596    0.965998    0.180923    
7           108         1.92        240         0.207037    0.196509    0.961555    0.914292    
7           109         10.24       180         0.0195676   1           0.967541    0.142803    
7           110         3.84        210         0.0423401   0.769072    0.954521    0.539028    
7           111         3.84        120         0.200855    0.65547     0.951947    0.574315    
7           112         3.84        120         0.0639632   0.71427     0.934644    0.546732    
7           113         7.68        150         0.0254732   0.931782    0.936789    0.243225    
7           114         3.84        210         0.135795    0.837237    0.942746    0.502416    
7           115         7.68        180         0.141263    0.835878    0.882094    0.469526    
7           116         7.68        180         0.234159    0.928833    0.930561    0.410991    
7           117         2.56        210         0.00396626  0.745828    0.988317    0.562317    
7           118         10.24       330         0.128868    1           0.908073    0.144204    
7           119         7.68        150         0.0868179   1           0.954963    0.217047    
7           120         2.56        210         0.0100712   0.76746     0.981643    0.491253    
7           121         3.84        120         0.0378103   0.758473    0.898432    0.543883    
7           122         3.84        240         0.143626    0.577348    0.921514    0.732376    
7           123         3.84        30          0.0649586   0.533175    0.965031    0.58483     
7           124         3.84        30          0.0179866   0.76859     0.988512    0.561736    
7           125         3.84        120         0.13827     0.727706    0.904026    0.597226    
7           126         3.84        210         0.136056    0.736703    0.897656    0.447238    
7           127         7.68        330         0.10641     0.837681    0.920212    0.423286    
7           128         3.84        240         0.100081    0.494895    0.884845    0.64816     
7           129         7.68        0           0.0290768   0.806491    0.961639    0.365938    
7           130         2.56        240         0.194824    0.558345    0.884403    0.6238      
7           131         2.56        210         0.253183    0.690502    0.878501    0.52526     
7           132         10.24       180         0.0203425   0.989898    0.97304     0.11861     
7           133         10.24       330         0.216849    0.992979    0.908607    0.309349    
7           134         5.12        240         0.370687    0.385888    0.827015    0.884935    
7           135         2.56        210         0.142642    0.555233    0.949193    0.631216    
7           136         3.84        270         0.298172    0.518478    0.920607    0.738614    
7           137         3.84        120         0.0949621   0.505404    0.967761    0.739038    
7           138         7.68        180         0.120542    0.908004    0.92172     0.361902    
7           139         7.68        60          0.317631    0.680805    0.893335    0.5606      
7           140         7.68        180         0.350273    0.632994    0.821671    0.600589    
7           141         10.24       330         0.00744367  0.754708    0.905148    0.361264    
7           142         7.68        180         0.310544    0.837657    0.913396    0.574346    
7           143         5.12        240         0.363179    0.694557    0.840786    0.548173    
7           144         7.68        180         0.114404    0.944473    0.888318    0.344771    
7           145         10.24       150         0.104615    0.986107    0.969079    0.183187    
7           146         10.24       150         0.0280637   0.827301    0.909789    0.421253    
7           147         10.24       150         0.0136738   0.495655    0.970934    0.628244    
7           148         7.68        150         0.0988815   0.769019    0.905408    0.408766    
7           149         7.68        240         0.397095    0.995811    0.614859    0.152918    
7           150         2.56        240         0.101358    0.587143    0.926317    0.589318    
7           151         5.12        240         0.422833    0.868935    0.767272    0.415417    
7           152         5.12        240         0.416761    0.540726    0.799075    0.605409    
7           153         5.12        240         0.287038    0.510927    0.828562    0.687305    
7           154         3.84        60          0.0864153   0.855905    0.95267     0.379268    
7           155         7.68        150         0.0991566   0.810192    0.896892    0.436186    
7           156         3.84        60          0.00545461  0.656911    0.972434    0.644059    
7           157         5.12        0           0.495324    1           0.628362    0.526686    
7           158         7.68        150         0.124199    0.815401    0.914798    0.468344    
7           159         5.12        240         0.385227    0.640654    0.771814    0.59438     
7           160         7.68        180         0.260561    0.740966    0.827034    0.407639    
7           161         3.84        270         0.205303    0.53488     0.846291    0.639683    
7           162         7.68        330         0.172253    1           0.893309    0.280038    
7           163         3.84        240         0.0677407   0.808541    0.892034    0.436785    
7           164         5.12        0           0.250747    0.0788065   0.858244    0.924825    
7           165         3.84        240         0.043242    0.523057    0.927018    0.721089    
7           166         5.12        240         0.502676    0.839744    0.686893    0.384131    
7           167         5.12        330         0.73659     0.207505    0.537441    0.800813    
7           168         7.68        180         0.452633    0.679127    0.820298    0.413127    
7           169         5.12        240         0.378779    0.771697    0.768759    0.459878    
7           170         7.68        60          0.241589    0.671993    0.874617    0.548153    
7           171         10.24       150         0.175353    0.47072     0.804167    0.568447    
7           172         5.12        240         0.504607    0.985765    0.586463    0.211322    
7           173         10.24       330         0.358501    0.50183     0.845123    0.44462     
7           174         5.12        240         0.37812     0.91442     0.775734    0.446911    
7           175         10.24       210         0.0449001   0.578629    0.970649    0.673575    
7           176         10.24       210         0.259439    0.650089    0.844964    0.602538    
7           177         7.68        60          0.249692    0.990463    0.835695    0.215433    
7           178         7.68        60          0.226068    0.687357    0.929777    0.615147    
7           179         5.12        150         0.931699    0.795163    0.665224    0.508347    
7           180         3.84        30          0.304314    0.345984    0.927191    0.8571      
7           181         7.68        60          0.281574    0.800527    0.946519    0.62934     
8           0           2.56        60          0.188235    0.439622    0.933944    0.798473    
8           1           2.56        330         0.115926    0.43684     0.900321    0.728437    
8           2           3.84        240         0.0977674   0.824725    0.930228    0.433234    
8           3           3.84        240         0.114698    0.709537    0.919406    0.47599     
8           4           2.56        180         0.146752    0.18783     0.839153    0.882211    
8           5           2.56        300         0.0997999   0.468191    0.872612    0.724993    
8           6           1.92        300         0.105035    0.419216    0.94224     0.766701    
8           7           3.84        0           0.140182    0.419546    0.971109    0.757509    
8           8           2.56        120         0.0247877   0.331981    0.971707    0.817721    
8           9           2.56        270         0.134695    0.230613    0.982959    0.87075     
8           10          2.56        150         0.158156    0.398577    0.960534    0.760809    
8           11          1.92        270         0.00762229  0.287145    0.995124    0.866286    
8           12          1.92        300         0.0356263   0.429015    0.977856    0.784276    
8           13          2.56        150         0.076392    0.23949     0.968524    0.871807    
8           14          3.84        210         0.0527224   0.596522    0.990975    0.613101    
8           15          1.92        270         0.152289    0.18602     0.88511     0.909435    
8           16          3.84        210         0.051444    0.833669    0.958413    0.41281     
8           17          2.56        60          0.513521    0.193033    0.94252     0.960957    
8           18          2.56        300         0.427342    0.618295    0.751306    0.588143    
8           19          1.92        270         0.110311    0.371745    0.934401    0.819077    
8           20          2.56        270         0.384463    0.447398    0.801333    0.734837    
8           21          1.92        30          0.120129    0.224958    0.878039    0.866121    
8           22          0.64        300         0.194574    0.331722    0.743814    0.817141    
8           23          2.56        30          0.0810709   0.669523    0.882983    0.589288    
8           24          1.92        30          0.146202    0.358558    0.962676    0.853846    
8           25          2.56        0           0.119129    0.317346    0.935715    0.876793    
8           26          1.92        210         0.189173    0.784152    0.888188    0.537505    
8           27          2.56        0           0.0563194   0.121854    0.976733    0.966728    
8           28          0.64        300         0.326041    0.265896    0.783987    0.793283    
8           29          2.56        300         0.138589    0.113839    0.957152    0.918744    
8           30          2.56        120         0.0443171   0.283517    0.930295    0.85742     
8           31          1.28        300         0.332994    0.30507     0.933147    0.841694    
8           32          1.92        210         0.151699    0.330677    0.956012    0.855796    
8           33          2.56        0           0.21386     0.191336    0.932266    0.860478    
8           34          2.56        30          0.362284    0.719485    0.832674    0.546433    
8           35          1.92        240         0.193653    0.177841    0.947749    0.928085    
8           36          2.56        0           0.0906481   0.264223    0.926134    0.858108    
8           37          3.84        0           0.165785    0.541957    0.962416    0.62775     
8           38          7.68        180         0.514062    1           0.657027    0.229916    
8           39          2.56        0           0.215024    0.200633    0.925483    0.904377    
8           40          2.56        0           0.0819282   0.307129    0.949648    0.829284    
8           41          1.92        330         0.179494    0.287035    0.877976    0.801973    
8           42          3.84        150         0.121883    0.708477    0.946615    0.566913    
8           43          2.56        0           0.0856531   0.229639    0.954072    0.847185    
8           44          3.84        0           0.24059     0.355764    0.942672    0.641732    
8           45          3.84        0           0.181997    0.952705    0.921226    0.293346    
8           46          1.92        330         0.171784    0.447565    0.8931      0.770209    
8           47          2.56        0           0.0844287   0.16659     0.962216    0.945325    
8           48          2.56        0           0.156041    0.189274    0.960913    0.909085    
8           49          2.56        0           0.0979723   0.302925    0.934683    0.879285    
8           50          2.56        150         0.347083    0.436309    0.897294    0.816278    
8           51          2.56        0           0.132235    0.169417    0.938511    0.950893    
8           52          3.84        0           0.14527     0.559964    0.974864    0.639718    
8           53          1.92        330         0.131881    0.512941    0.945076    0.745396    
8           54          3.84        0           0.0398715   0.383562    0.964208    0.716621    
8           55          2.56        0           0.112043    0.379115    0.929673    0.77728     
8           56          10.24       0           0.423094    0.920166    0.694538    0.179449    
8           57          3.84        0           0.153463    0.717291    0.960123    0.496426    
8           58          1.92        330         0.167569    0.510268    0.93409     0.708781    
8           59          2.56        0           0.153747    0.642742    0.895784    0.610097    
8           60          3.84        150         0.122532    0.835401    0.957419    0.507849    
8           61          1.28        240         0.993823    0.215975    0.674665    0.797345    
8           62          2.56        0           0.177368    0.226601    0.943855    0.902535    
8           63          3.84        210         0.142103    0.696114    0.893178    0.61646     
8           64          3.84        0           0.0917634   0.609898    0.979869    0.606412    
8           65          3.84        90          0.72945     -0.14837    0.864815    0.841085    
8           66          3.84        210         0.262008    0.786407    0.894169    0.58079     
8           67          2.56        0           0.0176148   0.455564    0.959224    0.7321      
8           68          2.56        0           0.0187241   0.308345    0.959801    0.821232    
8           69          3.84        120         0.518182    0.154319    0.789061    0.851204    
8           70          5.12        150         0.175993    0.675262    0.827563    0.485125    
8           71          3.84        0           0.107368    0.793079    0.946226    0.466181    
8           72          5.12        150         0.251443    0.978491    0.810357    0.31154     
8           73          3.84        0           0.0308422   0.582155    0.948431    0.541008    
8           74          1.28        210         0.12995     0.191665    0.874008    0.885056    
8           75          1.92        330         0.279553    0.717286    0.850591    0.558876    
8           76          7.68        180         0.373637    0.901675    0.839383    0.518587    
8           77          1.92        330         0.646928    0.888415    0.501129    0.38636     
8           78          7.68        180         0.371485    0.911289    0.806294    0.436715    
8           79          2.56        180         0.608522    0.881933    0.527809    0.573652    
8           80          10.24       150         0.215735    1           0.929895    0.195258    
8           81          7.68        180         0.237227    1           0.870169    0.426498    
8           82          3.84        210         0.145684    0.454028    0.975159    0.752631    
8           83          1.28        240         0.602917    0.523787    0.73933     0.742276    
8           84          10.24       150         0.167854    1           0.918745    0.17452     
8           85          3.84        0           0.166532    0.680835    0.985256    0.598939    
8           86          7.68        330         0.136681    0.979422    0.927275    0.180822    
8           87          3.84        0           0.1889      0.656494    0.989403    0.572128    
8           88          5.12        150         0.124832    0.81513     0.869459    0.491642    
8           89          5.12        150         0.390715    0.325566    0.800397    0.798333    
8           90          7.68        330         0.0973137   0.976772    0.969403    0.25489     
8           91          7.68        180         0.213933    0.637374    0.847411    0.655974    
8           92          3.84        210         0.207538    0.368016    0.942262    0.74297     
8           93          7.68        330         0.0688245   0.810668    0.930345    0.44564     
8           94          7.68        330         0.0877802   0.967106    0.922958    0.290843    
8           95          7.68        330         0.0962017   0.873719    0.977645    0.376091    
8           96          3.84        210         0.178829    0.400782    0.933385    0.725982    
8           97          3.84        210         0.120973    0.717773    0.95923     0.556408    
8           98          2.56        120         0.30937     0.548081    0.848029    0.683884    
8           99          1.92        210         0.311364    0.154826    0.886367    0.794607    
8           100         7.68        330         0.0332729   0.878903    0.955635    0.304462    
8           101         7.68        330         0.0671309   0.818506    0.924238    0.473669    
8           102         5.12        120         0.334029    0.663533    0.828936    0.586613    
8           103         10.24       150         0.0977377   1           0.941195    0.228758    
8           104         3.84        240         0.141107    0.318686    0.961751    0.821735    
8           105         2.56        60          0.442405    0.246807    0.887076    0.828671    
8           106         2.56        30          0.499936    0.368704    0.748291    0.73349     
8           107         3.84        210         0.225231    0.468223    0.883867    0.744476    
8           108         2.56        120         0.164752    0.329008    0.938608    0.820643    
8           109         10.24       120         0.145388    0.951963    0.944447    0.428154    
8           110         5.12        270         0.336832    0.373997    0.957755    0.783017    
8           111         7.68        0           0.0537564   0.969647    0.991058    0.237923    
8           112         3.84        240         0.161011    0.641519    0.951119    0.671072    
8           113         3.84        240         0.10443     0.785251    0.922202    0.50151     
8           114         2.56        240         0.0590736   0.38424     0.972703    0.784425    
8           115         3.84        0           0.2727      0.628111    0.974577    0.603813    
8           116         1.28        90          0.418192    0.248452    0.798441    0.825206    
8           117         5.12        270         0.238065    0.505848    0.957659    0.743359    
8           118         0.96        270         0.1923      0.557558    0.875368    0.639575    
8           119         2.56        60          0.255985    0.645022    0.864081    0.665725    
8           120         10.24       90          0.0222098   0.756605    0.917692    0.524659    
8           121         3.84        240         0.0700787   0.715813    0.912544    0.582395    
8           122         10.24       0           0.0269041   0.53422     0.937141    0.699628    
8           123         5.12        150         0.133218    0.658393    0.895589    0.621592    
8           124         3.84        240         0.116486    0.777287    0.92102     0.530207    
8           125         7.68        180         0.607515    0.865349    0.796267    0.378979    
8           126         10.24       150         0.0546935   0.722201    0.922248    0.608282    
8           127         2.56        60          0.0575268   0.633833    0.953632    0.568127    
8           128         3.84        240         0.127318    0.846027    0.929222    0.38842     
8           129         2.56        60          0.0859909   0.594407    0.948733    0.646956    
8           130         3.84        270         0.142768    0.716781    0.92416     0.450576    
8           131         10.24       90          0.0157033   0.213311    0.936565    0.904704    
8           132         10.24       180         0.183047    0.273688    0.866029    0.67242     
8           133         3.84        270         0.123873    0.837925    0.909295    0.390977    
8           134         3.84        270         0.218865    0.910104    0.825376    0.267386    
8           135         10.24       180         0.0960744   0.411005    0.867881    0.663798    
8           136         7.68        180         0.365907    0.75305     0.821365    0.597792    
8           137         5.12        60          0.0486787   0.67636     0.899617    0.527013    
8           138         3.84        240         0.15322     0.822112    0.963215    0.5257      
8           139         5.12        60          0.0809832   0.69479     0.970257    0.516379    
8           140         2.56        60          0.153258    0.648752    0.875344    0.568871    
8           141         7.68        240         0.210997    0.989625    0.777614    0.0941041   
8           142         5.12        60          0.136345    0.718319    0.97794     0.600563    
8           143         2.56        0           0.217944    0.322193    0.841955    0.8642      
8           144         7.68        150         0.44881     0.356946    0.798808    0.715693    
8           145         7.68        180         0.620528    0.953242    0.873387    0.457982    
8           146         7.68        210         0.0960784   0.674103    0.871568    0.647295    
8           147         5.12        90          0.101719    0.897085    0.924882    0.180302    
8           148         7.68        180         0.519483    0.938309    0.601663    0.494392    
8           149         2.56        60          0.165735    0.489287    0.932277    0.716217    
8           150         7.68        240         0.277518    0.7943      0.83133     0.505958    
9           0           1.92        240         0.288179    0.642874    0.839365    0.676804    
9           1           2.56        300         0.0519667   0.529616    0.954785    0.675075    
