site       ROI        LHI2            LHI3           
9          126        0.31295         0.16206        
9          127        0.50084         0.30349        
9          128        0.35843         0.39571        
9          129        0.77433         0.92208        
9          130        0.73486         0.88381        
9          131        0.20136         0.1747         
9          132        0.53526         0.31862        
9          133        0.84813         0.58233        
9          134        0.5337          0.66398        
9          135        0.39989         0.47306        
9          136        0.66088         0.67853        
9          137        0.095708        0.13218        
9          138        0.20292         0.17651        
9          139        0.11194         0.098103       
9          140        0.51548         0.54831        
9          141        0.70732         0.37413        
9          142        0.34052         0.31037        
9          143        0.21277         0.16564        
9          144        0.47313         0.28902        
9          145        0.41471         0.24736        
9          146        0.51352         0.33799        
9          147        0.26467         0.16077        
9          148        0.60321         0.53951        
9          149        0.58386         0.42425        
9          150        0.54218         0.52053        
9          151        0.084989        0.15224        
9          152        0.257           0.19603        
9          153        0.12594         0.11386        
9          154        0.18357         0.19474        
9          155        0.07007         0.12498        
9          156        0.46786         0.37212        
9          157        0.38777         0.36631        
9          158        0.40424         0.28789        
9          159        0.18106         0.19907        
9          160        0.10197         0.10559        
9          161        0.30473         0.33375        
9          162        0.19854         0.23217        
9          163        0.39654         0.37362        
9          164        0.50918         0.50755        
9          165        0.32502         0.41313        
9          166        0.073084        0.074415       
9          167        0.27096         0.35778        
9          168        0.10355         0.11408        
9          169        0.056603        0.1709         
9          170        0.11905         0.13139        
9          171        0.26962         0.37901        
9          172        0.17344         0.24015        
9          173        0.23516         0.48278        
9          174        0.41893         0.384          
9          175        0.05834         0.16193        
9          176        0.11547         0.12938        
9          177        0.055892        0.046372       
9          178        0.13856         0.091653       
9          179        0.04781         0.23137        
9          180        0.10281         0.11542        
9          181        0.4362          0.35131        
9          182        0.7828          0.65617        
9          183        0.2349          0.40571        
9          184        0.26435         0.4349         
9          185        0.2363          0.16926        
9          186        0.042311        0.049078       
9          187        0.18587         0.36036        
9          188        0.073777        0.07775        
9          189        0.068631        0.073757       
9          190        0.12368         0.30081        
9          191        0.10143         0.062833       
9          192        0.261           0.1632         
9          193        0.36748         0.23856        
9          194        0.037789        0.050588       
9          195        0.088507        0.098321       
9          196        0.065687        0.086712       
9          197        0.52244         0.6727         
9          198        0.075218        0.079899       
9          199        0.027728        0.039675       
9          200        0.11699         0.66185        
9          201        0.038398        0.36488        
9          202        0.17728         0.46976        
9          203        0.089915        0.09786        
9          204        0.082435        0.094896       
9          205        0.057004        0.080229       
9          206        0.049801        0.063101       
9          207        0.18657         0.51176        
10         0          0.1971          0.29385        
10         1          0.18121         0.22778        
10         2          0.22222         0.20437        
10         3          0.073888        0.10715        
10         4          0.22322         0.29661        
10         5          0.085189        0.20677        
10         6          0.1154          0.15974        
10         7          0.11772         0.10415        
10         8          0.079651        0.12819        
10         9          0.16623         0.2685         
10         10         0.32321         0.2295         
10         11         0.088805        0.11946        
10         12         0.080492        0.16871        
10         13         0.46491         0.4903         
10         14         0.20044         0.16515        
10         15         0.18488         0.29374        
10         16         0.32754         0.47339        
10         17         0.11006         0.20729        
10         18         0.10513         0.13407        
10         19         0.63424         0.64692        
10         20         0.11652         0.15415        
10         21         0.12684         0.16798        
10         22         0.81259         0.77308        
10         23         0.14434         0.1922         
10         24         0.4073          0.43645        
10         25         0.3286          0.27154        
10         26         0.37786         0.41077        
10         27         0.17179         0.22262        
10         28         0.40207         0.4391         
10         29         0.22252         0.26924        
10         30         0.28977         0.32864        
10         31         0.40134         0.32552        
10         32         0.3041          0.38106        
10         33         0.40971         0.43442        
10         34         0.13373         0.13065        
10         35         0.55611         0.46536        
10         36         0.37663         0.42554        
10         37         0.23752         0.256          
10         38         0.55038         0.63115        
10         39         0.27829         0.39852        
10         40         0.27083         0.29841        
10         41         0.13158         0.12123        
10         42         0.28815         0.41411        
10         43         0.18714         0.27978        
10         44         0.22018         0.27579        
10         45         0.40866         0.49917        
10         46         0.20539         0.31688        
10         47         0.24501         0.36038        
10         48         0.23609         0.3031         
10         49         0.31645         0.39636        
10         50         0.22724         0.31843        
10         51         0.14988         0.18655        
10         52         0.69604         0.55694        
10         53         0.53584         0.41742        
10         54         0.12257         0.15144        
10         55         0.10692         0.17581        
10         56         0.084407        0.081842       
10         57         0.11672         0.1904         
10         58         0.21579         0.20548        
10         59         0.18198         0.24939        
10         60         0.10509         0.16998        
10         61         0.10034         0.1632         
10         62         0.64563         0.48818        
10         63         0.059573        0.074132       
10         64         0.36279         0.32118        
10         65         0.30393         0.33426        
10         66         0.27153         0.27884        
10         67         0.066814        0.12395        
10         68         0.14674         0.19442        
10         69         0.17992         0.21605        
10         70         0.042277        0.050444       
10         71         0.060934        0.087317       
10         72         0.25553         0.21855        
10         73         0.24974         0.23836        
10         74         0.035594        0.052298       
10         75         0.045468        0.08606        
10         76         0.064817        0.081461       
10         77         0.062322        0.072331       
10         78         0.047027        0.11738        
10         79         0.30606         0.25834        
10         80         0.094539        0.11021        
10         81         0.65018         0.35872        
10         82         0.21591         0.20833        
10         83         0.08723         0.099481       
10         84         0.086346        0.091907       
10         85         0.069479        0.084914       
10         86         0.07777         0.078578       
10         87         0.54971         0.30147        
10         88         0.28135         0.17765        
10         89         0.49328         0.30107        
10         90         0.083959        0.15241        
10         91         0.15437         0.17377        
10         92         0.047766        0.04951        
10         93         0.05772         0.080048       
10         94         0.044827        0.13014        
10         95         0.061644        0.085032       
10         96         0.035094        0.041113       
10         97         0.047084        0.047773       
10         98         0.17594         0.17499        
10         99         0.4797          0.28081        
10         100        0.020089        0.080282       
10         101        0.059165        0.067302       
10         102        0.26536         0.20507        
10         103        0.11553         0.13985        
10         104        0.020936        0.038423       
10         105        0.13355         0.16249        
10         106        0.053595        0.11636        
10         107        0.042176        0.062408       
10         108        0.019424        0.060644       
10         109        0.031835        0.051653       
10         110        0.28588         0.21605        
10         111        0.10901         0.15506        
10         112        0.15948         0.18293        
10         113        0.17033         0.13442        
10         114        0.14456         0.1941         
10         115        0.039955        0.1037         
10         116        0.029145        0.082276       
10         117        0.024071        0.051808       
10         118        0.028542        0.04673        
10         119        0.19453         0.24091        
10         120        0.096456        0.13895        
10         121        0.086181        0.13352        
10         122        0.13312         0.18109        
10         123        0.19668         0.14427        
10         124        0.15841         0.22089        
10         125        0.043996        0.058969       
10         126        0.088191        0.14552        
10         127        0.20822         0.28119        
10         128        0.41723         0.49614        
10         129        0.1705          0.1193         
10         130        0.27514         0.35237        
10         131        0.16599         0.17443        
10         132        0.12608         0.11688        
10         133        0.11839         0.15578        
10         134        0.1101          0.14727        
10         135        0.18427         0.19975        
10         136        0.14078         0.20845        
10         137        0.067139        0.12763        
10         138        0.2571          0.39226        
10         139        0.22237         0.29494        
10         140        0.07022         0.14099        
10         141        0.17136         0.15976        
10         142        0.17335         0.27664        
10         143        0.081396        0.1366         
10         144        0.16359         0.24749        
10         145        0.3705          0.53085        
10         146        0.20559         0.29463        
10         147        0.088522        0.15662        
10         148        0.11141         0.14831        
10         149        0.19564         0.31158        
10         150        0.74957         0.69924        
10         151        0.26129         0.36857        
10         152        0.12128         0.19066        
10         153        0.18285         0.28572        
10         154        0.10352         0.12372        
10         155        0.62277         0.66148        
10         156        0.11812         0.16941        
10         157        0.12717         0.1831         
10         158        0.42388         0.5367         
10         159        0.12851         0.17373        
10         160        0.20231         0.31175        
10         161        0.11841         0.18904        
10         162        0.16859         0.36445        
10         163        0.11813         0.18065        
10         164        0.18245         0.26388        
10         165        0.11487         0.16316        
10         166        0.10881         0.15479        
10         167        0.14093         0.21316        
10         168        0.19317         0.28245        
10         169        0.12672         0.20435        
10         170        0.10472         0.13981        
10         171        0.19528         0.355          
10         172        0.20167         0.33876        
10         173        0.22427         0.26441        
10         174        0.38325         0.44662        
10         175        0.12738         0.19586        
10         176        0.56339         0.60466        
10         177        0.14609         0.15929        
10         178        0.24263         0.31708        
10         179        0.076131        0.11561        
10         180        0.067437        0.10467        
10         181        0.085326        0.14869        
10         182        0.11059         0.15764        
10         183        0.33082         0.31827        
10         184        0.10092         0.14407        
10         185        0.049493        0.084519       
10         186        0.10564         0.14973        
10         187        0.042101        0.0754         
10         188        0.7071          0.57589        
10         189        0.39282         0.40075        
10         190        0.31351         0.22205        
10         191        0.41704         0.42179        
10         192        0.17301         0.25994        
10         193        0.032946        0.075389       
10         194        0.13076         0.2106         
10         195        0.065943        0.099424       
10         196        0.016849        0.045292       
10         197        0.41041         0.62841        
10         198        0.665           0.74487        
10         199        0.069581        0.12854        
10         200        0.46061         0.472          
10         201        0.037469        0.062623       
10         202        0.58777         0.86902        
10         203        0.46378         0.43976        
10         204        0.066196        0.093768       
10         205        0.076311        0.10471        
10         206        0.45767         0.40125        
10         207        0.075615        0.097627       
10         208        0.055932        0.070705       
10         209        0.027841        0.047761       
10         210        0.01583         0.041591       
10         211        0.592           0.60093        
10         212        0.51377         0.83712        
10         213        0.036936        0.065729       
10         214        0.3043          0.4765         
10         215        0.59602         0.60009        
10         216        0.067246        0.075489       
10         217        0.63008         0.57746        
10         218        0.083837        0.097959       
10         219        0.67357         0.62699        
10         220        0.061567        0.08091        
10         221        0.090057        0.097594       
10         222        0.027379        0.053537       
10         223        0.6558          0.6054         
10         224        0.056379        0.066621       
11         0          0.26197         0.27535        
11         1          0.064705        0.14035        
11         2          0.091714        0.1753         
11         3          0.16739         0.13428        
11         4          0.12552         0.18371        
11         5          0.22322         0.27563        
11         6          0.099287        0.13689        
11         7          0.47365         0.47303        
11         8          0.057701        0.18573        
11         9          0.090919        0.21057        
11         10         0.11181         0.23245        
11         11         0.14362         0.24049        
11         12         0.97498         0.69361        
11         13         0.32511         0.30081        
11         14         0.42023         0.39336        
11         15         0.12626         0.16121        
11         16         0.11834         0.27984        
11         17         0.16127         0.28166        
11         18         0.44344         0.45225        
11         19         0.36002         0.3536         
11         20         0.17611         0.18179        
11         21         0.28445         0.28618        
11         22         0.20058         0.24326        
11         23         0.21374         0.31846        
11         24         0.32839         0.31394        
11         25         0.523           0.69652        
11         26         0.20691         0.30802        
11         27         0.22256         0.24995        
11         28         0.23968         0.25594        
11         29         0.22922         0.26385        
11         30         0.44482         0.5731         
11         31         0.34389         0.35145        
11         32         0.42643         0.5283         
11         33         0.25209         0.25564        
11         34         0.23721         0.20712        
11         35         0.22976         0.24413        
11         36         0.26413         0.24182        
11         37         0.28035         0.26502        
11         38         0.25201         0.40965        
11         39         0.35285         0.43771        
11         40         0.29739         0.30816        
11         41         0.28041         0.2898         
11         42         0.25927         0.29638        
11         43         0.27632         0.30237        
11         44         0.24878         0.20516        
11         45         0.31709         0.3182         
11         46         0.17544         0.16427        
11         47         0.18688         0.18101        
11         48         0.29545         0.39436        
11         49         0.21858         0.24511        
11         50         0.27321         0.26338        
11         51         0.15015         0.14876        
11         52         0.20083         0.17255        
11         53         0.066487        0.070173       
11         54         0.18511         0.18732        
11         55         0.29045         0.33012        
11         56         0.084618        0.092347       
11         57         0.067843        0.068512       
11         58         0.15856         0.15812        
11         59         0.032094        0.046342       
11         60         0.19824         0.19129        
11         61         0.043096        0.06424        
11         62         0.26494         0.32892        
11         63         0.033775        0.056793       
11         64         0.037608        0.051112       
11         65         0.15923         0.16518        
11         66         0.028605        0.051813       
11         67         0.030782        0.061519       
11         68         0.23799         0.32836        
11         69         0.13476         0.15474        
11         70         0.093047        0.092581       
11         71         0.065611        0.080859       
11         72         0.20601         0.28529        
11         73         0.014795        0.040834       
11         74         0.17974         0.25599        
11         75         0.087291        0.090295       
11         76         0.059569        0.091693       
11         77         0.057921        0.089929       
11         78         0.029633        0.053577       
11         79         0.021987        0.046531       
11         80         0.015646        0.040207       
11         81         0.068217        0.099958       
11         82         0.040227        0.073436       
11         83         0.011989        0.039812       
11         84         0.19308         0.26263        
11         85         0.18956         0.23539        
11         86         0.050123        0.11652        
11         87         0.096913        0.13247        
11         88         0.18759         0.23915        
11         89         0.14502         0.17187        
11         90         0.087399        0.12763        
11         91         0.13666         0.16487        
11         92         0.019564        0.035903       
11         93         0.014397        0.031815       
11         94         0.081964        0.078978       
11         95         0.10714         0.10449        
11         96         0.045039        0.054719       
11         97         0.12003         0.11769        
11         98         0.16642         0.20099        
11         99         0.085415        0.072352       
11         100        0.077464        0.059041       
11         101        0.030476        0.041628       
11         102        0.24566         0.30574        
11         103        0.27876         0.18886        
11         104        0.15645         0.13181        
11         105        0.14311         0.080553       
11         106        0.16531         0.25434        
11         107        0.17239         0.13414        
11         108        0.29521         0.39829        
11         109        0.19487         0.1728         
11         110        0.062907        0.056036       
11         111        0.19633         0.16273        
11         112        0.18948         0.28404        
11         113        0.20948         0.17546        
11         114        0.16146         0.12013        
11         115        0.16161         0.11502        
11         116        0.13751         0.11258        
11         117        0.46519         0.38332        
11         118        0.17822         0.10589        
11         119        0.26273         0.13105        
11         120        0.26567         0.2024         
11         121        0.12226         0.18966        
11         122        0.25336         0.13375        
11         123        0.24001         0.15437        
11         124        0.18153         0.15733        
11         125        0.20941         0.13065        
11         126        0.19106         0.14937        
11         127        0.16189         0.12989        
11         128        0.092043        0.16038        
11         129        0.6158          0.52707        
11         130        0.83813         0.79152        
11         131        0.74198         0.64983        
11         132        0.15388         0.12836        
11         133        0.24259         0.25937        
11         134        0.48678         0.43195        
11         135        0.11005         0.12706        
11         136        0.12673         0.13162        
11         137        0.78519         0.69014        
11         138        0.55879         0.51009        
11         139        0.28483         0.27995        
11         140        0.20374         0.23625        
11         141        0.25842         0.22541        
11         142        0.73825         0.61362        
11         143        0.33649         0.31291        
11         144        0.098982        0.13453        
11         145        0.098576        0.17236        
11         146        0.093701        0.14941        
11         147        0.17139         0.1797         
11         148        0.13397         0.17306        
11         149        0.31246         0.27512        
11         150        0.13178         0.1904         
11         151        0.062055        0.14664        
11         152        0.2802          0.29192        
11         153        0.41319         0.36016        
11         154        0.14933         0.15003        
11         155        0.05649         0.15009        
11         156        0.63314         0.53199        
11         157        0.22544         0.28729        
11         158        0.054799        0.14201        
11         159        0.26682         0.23166        
11         160        0.13101         0.13138        
11         161        0.27632         0.33864        
11         162        0.39805         0.36438        
11         163        0.10143         0.18941        
11         164        0.47642         0.48924        
11         165        0.067327        0.17368        
11         166        0.74232         0.7236         
11         167        0.070968        0.21547        
11         168        0.30391         0.415          
11         169        0.07366         0.14215        
11         170        0.052676        0.093122       
11         171        0.63674         0.86059        
11         172        0.061375        0.14231        
11         173        0.0251          0.063473       
11         174        0.44583         0.77128        
11         175        0.59808         0.93045        
11         176        0.10592         0.16384        
11         177        0.11309         0.19831        
11         178        0.032154        0.056822       
11         179        0.043045        0.064787       
11         180        0.10615         0.29632        
11         181        0.085644        0.30352        
11         182        0.036735        0.059675       
11         183        0.020197        0.055698       
11         184        0.20073         0.49449        
11         185        0.05138         0.11613        
11         186        0.048641        0.098947       
11         187        0.17305         0.40799        
11         188        0.02223         0.063877       
11         189        0.039499        0.10645        
11         190        0.04912         0.10397        
11         191        0.14921         0.45293        
11         192        0.13936         0.48031        
11         193        0.022545        0.053642       
11         194        0.046597        0.17193        
11         195        0.2992          0.61501        
11         196        0.017124        0.047534       
11         197        0.03317         0.087143       
11         198        0.59658         0.66093        
11         199        0.029426        0.081746       
11         200        0.018545        0.056529       
12         0          0.087308        0.11756        
12         1          0.29266         0.26484        
12         2          0.17701         0.20925        
12         3          0.20159         0.12513        
12         4          0.12314         0.14901        
12         5          0.045432        0.12561        
12         6          0.072787        0.10764        
12         7          0.11908         0.15825        
12         8          0.20598         0.12343        
12         9          0.37908         0.34036        
12         10         0.14803         0.23925        
12         11         0.32978         0.33801        
12         12         0.11342         0.16628        
12         13         0.097852        0.13635        
12         14         0.084278        0.1427         
12         15         0.42034         0.42174        
12         16         0.15595         0.2177         
12         17         0.073191        0.12242        
12         18         0.47052         0.50703        
12         19         0.26324         0.19013        
12         20         0.065563        0.16609        
12         21         0.20311         0.21015        
12         22         0.27309         0.18093        
12         23         0.10458         0.15657        
12         24         0.11923         0.24871        
12         25         0.55996         0.6329         
12         26         0.28933         0.20116        
12         27         0.59333         0.66363        
12         28         0.086655        0.17283        
12         29         0.097318        0.20951        
12         30         0.17666         0.2484         
12         31         0.20029         0.26867        
12         32         0.29379         0.38247        
12         33         0.084677        0.15818        
12         34         0.11646         0.18677        
12         35         0.26491         0.16678        
12         36         0.65073         0.6284         
12         37         0.32707         0.22893        
12         38         0.30568         0.3363         
12         39         0.15081         0.22909        
12         40         0.51085         0.50661        
12         41         0.29557         0.34198        
12         42         0.18416         0.22466        
12         43         0.23521         0.29863        
12         44         0.33688         0.27603        
12         45         0.67723         0.57269        
12         46         0.26875         0.28917        
12         47         0.089752        0.15075        
12         48         0.38509         0.35414        
12         49         0.10559         0.15618        
12         50         0.34161         0.30509        
12         51         0.21163         0.23004        
12         52         0.32342         0.3625         
12         53         0.55722         0.43986        
12         54         0.33565         0.39603        
12         55         0.32355         0.37565        
12         56         0.098293        0.13294        
12         57         0.18443         0.15863        
12         58         0.33513         0.27482        
12         59         0.25541         0.20255        
12         60         0.22343         0.19559        
12         61         0.18357         0.15752        
12         62         0.18853         0.26701        
12         63         0.29795         0.37738        
12         64         0.29444         0.34734        
12         65         0.29795         0.38179        
12         66         0.058597        0.073949       
12         67         0.1683          0.23215        
12         68         0.30062         0.22295        
12         69         0.1583          0.14521        
12         70         0.27778         0.35681        
12         71         0.2284          0.22273        
12         72         0.23666         0.1896         
12         73         0.13632         0.12727        
12         74         0.24768         0.36366        
12         75         0.099711        0.091784       
12         76         0.048569        0.055732       
12         77         0.082726        0.069421       
12         78         0.22303         0.34479        
12         79         0.21065         0.24527        
12         80         0.075845        0.074323       
12         81         0.04321         0.047986       
12         82         0.20276         0.31247        
12         83         0.05818         0.068209       
12         84         0.22202         0.30797        
12         85         0.045661        0.06014        
12         86         0.07933         0.1342         
12         87         0.15889         0.24893        
12         88         0.076446        0.15272        
12         89         0.11772         0.16492        
12         90         0.030321        0.04857        
12         91         0.15496         0.25919        
12         92         0.091781        0.1338         
12         93         0.072234        0.093854       
12         94         0.023031        0.039048       
12         95         0.11735         0.17985        
12         96         0.037951        0.05254        
12         97         0.069711        0.095023       
12         98         0.01933         0.035428       
12         99         0.031053        0.071716       
12         100        0.041026        0.10154        
12         101        0.070542        0.10327        
12         102        0.048081        0.1344         
12         103        0.024556        0.08938        
12         104        0.064419        0.092514       
12         105        0.13636         0.21575        
12         106        0.013949        0.048419       
12         107        0.044926        0.13014        
12         108        0.032094        0.040209       
12         109        0.088658        0.17799        
12         110        0.033166        0.11741        
12         111        0.078815        0.15716        
12         112        0.07773         0.10138        
12         113        0.03807         0.12659        
12         114        0.027719        0.032185       
12         115        0.091948        0.12271        
12         116        0.013537        0.030231       
12         117        0.054755        0.14695        
12         118        0.059555        0.10572        
12         119        0.05582         0.054222       
12         120        0.038425        0.038254       
12         121        0.065896        0.11018        
12         122        0.17972         0.18706        
12         123        0.22407         0.27384        
12         124        0.10339         0.17256        
12         125        0.32702         0.31305        
12         126        0.1213          0.16995        
12         127        0.052979        0.10187        
12         128        0.33057         0.33004        
12         129        0.068465        0.10646        
12         130        0.070604        0.15854        
12         131        0.1628          0.112          
12         132        0.070809        0.10202        
12         133        0.18639         0.12977        
12         134        0.0853          0.11612        
12         135        0.043818        0.12652        
12         136        0.47436         0.39173        
12         137        0.1753          0.13977        
12         138        0.25971         0.2909         
12         139        0.057222        0.17631        
12         140        0.060916        0.13571        
12         141        0.20753         0.2592         
12         142        0.56193         0.51194        
12         143        0.66405         0.77778        
12         144        0.57566         0.51594        
12         145        0.59554         0.54658        
12         146        0.086128        0.12708        
12         147        0.124           0.14792        
12         148        0.11453         0.19302        
12         149        0.15946         0.24728        
12         150        0.60926         0.68828        
12         151        0.092757        0.11654        
12         152        0.14547         0.13692        
12         153        0.18996         0.27217        
12         154        0.10093         0.12992        
12         155        0.11744         0.16077        
12         156        0.57942         0.64491        
12         157        0.62806         0.62588        
12         158        0.19167         0.20483        
12         159        0.34858         0.4033         
12         160        0.17939         0.21104        
12         161        0.090407        0.17971        
12         162        0.1917          0.15166        
12         163        0.10701         0.19273        
12         164        0.15954         0.12715        
12         165        0.11123         0.2092         
12         166        0.14664         0.13753        
12         167        0.41803         0.37197        
12         168        0.12169         0.22365        
12         169        0.091049        0.14585        
12         170        0.17995         0.14271        
12         171        0.29835         0.25372        
12         172        0.17556         0.20976        
12         173        0.071335        0.12913        
12         174        0.084658        0.11897        
12         175        0.24076         0.20683        
12         176        0.12732         0.15946        
12         177        0.28266         0.20901        
12         178        0.55963         0.45943        
12         179        0.30905         0.24826        
12         180        0.086088        0.13103        
12         181        0.15463         0.18566        
12         182        0.35593         0.27901        
12         183        0.26386         0.2227         
12         184        0.74002         0.81417        
12         185        0.3586          0.4119         
12         186        0.10989         0.14537        
12         187        0.075128        0.090984       
12         188        0.31837         0.24686        
12         189        0.4577          0.36135        
12         190        0.3496          0.28337        
12         191        0.040307        0.060859       
12         192        0.1027          0.13957        
12         193        0.42964         0.36193        
12         194        0.085648        0.096922       
12         195        0.40492         0.36258        
12         196        0.42387         0.49671        
12         197        0.019894        0.051895       
12         198        0.023542        0.095762       
12         199        0.071347        0.12034        
12         200        0.50463         0.54613        
12         201        0.044279        0.10695        
12         202        0.58096         0.52121        
12         203        0.033861        0.094602       
12         204        0.016151        0.055145       
12         205        0.26586         0.37622        
12         206        0.73842         0.56428        
12         207        0.35856         0.62235        
12         208        0.070342        0.092034       
12         209        0.0106          0.055866       
12         210        0.48658         0.87861        
12         211        0.28231         0.5778         
12         212        0.9549          0.66169        
12         213        0.2885          0.66908        
12         214        0.027783        0.09616        
12         215        0.10157         0.21934        
12         216        0.014368        0.073985       
12         217        0.020141        0.068087       
12         218        0.029773        0.077742       
14         0          0.11454         0.11577        
14         1          0.079401        0.099867       
14         2          0.044275        0.16413        
14         3          0.051297        0.13802        
14         4          0.097709        0.12028        
14         5          0.29986         0.34745        
14         6          0.14691         0.22001        
14         7          0.12802         0.17895        
14         8          0.048165        0.16883        
14         9          0.2117          0.32293        
14         10         0.082047        0.11511        
14         11         0.23431         0.13076        
14         12         0.42162         0.42364        
14         13         0.30596         0.1691         
14         14         0.12443         0.18606        
14         15         0.20029         0.14635        
14         16         0.08368         0.23083        
14         17         0.069296        0.13954        
14         18         0.10921         0.21515        
14         19         0.52543         0.61861        
14         20         0.46101         0.28547        
14         21         0.25736         0.35309        
14         22         0.74058         0.68579        
14         23         0.22448         0.15529        
14         24         0.31925         0.32009        
14         25         0.082421        0.26314        
14         26         0.13253         0.15585        
14         27         0.072405        0.18256        
14         28         0.26083         0.16609        
14         29         0.21696         0.14532        
14         30         0.15687         0.19259        
14         31         0.18565         0.19165        
14         32         0.16639         0.21839        
14         33         0.12875         0.31931        
14         34         0.10824         0.1913         
14         35         0.39407         0.32077        
14         36         0.46745         0.597          
14         37         0.19755         0.29713        
14         38         0.13488         0.13134        
14         39         0.19046         0.15864        
14         40         0.090844        0.23218        
14         41         0.18732         0.16648        
14         42         0.29735         0.33986        
14         43         0.12905         0.19295        
14         44         0.14829         0.14434        
14         45         0.095306        0.11209        
14         46         0.10525         0.20219        
14         47         0.12677         0.23988        
14         48         0.18948         0.30093        
14         49         0.10684         0.15804        
14         50         0.12435         0.30921        
14         51         0.152           0.30251        
14         52         0.1458          0.21497        
14         53         0.15158         0.30792        
14         54         0.16533         0.33476        
14         55         0.15602         0.3383         
14         56         0.054446        0.078394       
14         57         0.095116        0.14674        
14         58         0.058405        0.18407        
14         59         0.045876        0.11124        
14         60         0.084468        0.19398        
14         61         0.087643        0.1933         
14         62         0.040074        0.059631       
14         63         0.05256         0.072875       
14         64         0.14568         0.30276        
14         65         0.094884        0.22065        
14         66         0.13938         0.27767        
14         67         0.039223        0.050809       
14         68         0.034496        0.05802        
14         69         0.12132         0.2804         
14         70         0.056879        0.097609       
14         71         0.036522        0.14787        
14         72         0.083404        0.18859        
14         73         0.063256        0.10813        
14         74         0.13089         0.23238        
14         75         0.041621        0.13559        
14         76         0.065914        0.1045         
14         77         0.0071877       0.037134       
14         78         0.071485        0.14637        
14         79         0.062842        0.052708       
14         80         0.076822        0.06061        
14         81         0.11026         0.24574        
14         82         0.077358        0.076304       
14         83         0.008197        0.029164       
14         84         0.049348        0.055958       
14         85         0.019043        0.084729       
14         86         0.083441        0.094163       
14         87         0.11279         0.07999        
14         88         0.0085812       0.024709       
14         89         0.0046688       0.02452        
14         90         0.1508          0.10288        
14         91         0.057551        0.14442        
14         92         0.073886        0.09501        
14         93         0.12879         0.09505        
14         94         0.065228        0.18537        
14         95         0.0052579       0.032574       
14         96         0.03336         0.041468       
14         97         0.055019        0.15538        
14         98         0.18483         0.13446        
14         99         0.047828        0.13591        
14         100        0.059439        0.17595        
14         101        0.063543        0.095966       
14         102        0.098099        0.12596        
14         103        0.079141        0.10745        
14         104        0.024433        0.032605       
14         105        0.010274        0.032626       
14         106        0.31678         0.22249        
