site       ROI        LHI2            LHI3           
25         94         0.035697        0.0795         
25         95         0.1777          0.128          
25         96         0.19877         0.12989        
25         97         0.22276         0.16536        
25         98         0.34058         0.25806        
25         99         0.65664         0.73501        
25         100        0.25361         0.18985        
25         101        0.9055          0.87597        
25         102        0.082422        0.075773       
25         103        0.23762         0.13427        
25         104        0.45001         0.56738        
25         105        0.26435         0.18586        
25         106        0.34658         0.34337        
25         107        0.26385         0.40115        
25         108        0.067658        0.081613       
25         109        0.13596         0.20317        
25         110        0.57391         0.7336         
25         111        0.4529          0.63393        
25         112        0.23187         0.21324        
25         113        0.31978         0.46007        
25         114        0.45553         0.48371        
25         115        0.057829        0.10999        
25         116        0.30985         0.51126        
25         117        0.17187         0.20861        
25         118        0.37401         0.53413        
25         119        0.38991         0.42793        
25         120        0.12447         0.097494       
25         121        0.31776         0.33341        
25         122        0.46682         0.50527        
25         123        0.26004         0.46214        
25         124        0.41228         0.46454        
25         125        0.25754         0.34348        
25         126        0.07166         0.13039        
25         127        0.050764        0.11517        
25         128        0.17176         0.25163        
25         129        0.038173        0.10379        
25         130        0.033446        0.16074        
25         131        0.022833        0.074919       
25         132        0.73479         0.66472        
25         133        0.48606         0.70991        
25         134        0.39506         0.59336        
25         135        0.042548        0.21244        
25         136        0.35266         0.53422        
25         137        0.010893        0.04546        
25         138        0.20328         0.31569        
25         139        0.27267         0.45465        
25         140        0.32501         0.55886        
25         141        0.027407        0.074195       
25         142        0.2914          0.52338        
26         0          0.095684        0.19532        
26         1          0.044952        0.15522        
26         2          0.013377        0.082613       
26         3          0.037704        0.075177       
26         4          0.038869        0.08073        
26         5          0.035527        0.076316       
26         6          0.024281        0.12264        
26         7          0.043329        0.083498       
26         8          0.023425        0.0912         
26         9          0.073117        0.18044        
26         10         0.10396         0.17917        
26         11         0.092578        0.19047        
26         12         0.066534        0.12163        
26         13         0.50553         0.51768        
26         14         0.089821        0.18899        
26         15         0.1602          0.23253        
26         16         0.23391         0.30196        
26         17         0.16044         0.20904        
26         18         0.39368         0.67826        
26         19         0.33916         0.39811        
26         20         0.12787         0.17756        
26         21         0.49822         0.64647        
26         22         0.35786         0.4404         
26         23         0.37598         0.48418        
26         24         0.44657         0.65776        
26         25         0.50222         0.71211        
26         26         0.28624         0.40164        
26         27         0.23031         0.27809        
26         28         0.2291          0.24049        
26         29         0.50266         0.67323        
26         30         0.37873         0.40301        
26         31         0.48676         0.65152        
26         32         0.41104         0.61818        
26         33         0.46846         0.64422        
26         34         0.38062         0.37086        
26         35         0.39589         0.42924        
26         36         0.35485         0.53235        
26         37         0.39471         0.41016        
26         38         0.1578          0.25532        
26         39         0.28712         0.45105        
26         40         0.34978         0.49956        
26         41         0.14992         0.22074        
26         42         0.43741         0.47487        
26         43         0.25493         0.42438        
26         44         0.14929         0.25641        
26         45         0.42292         0.42413        
26         46         0.23571         0.23271        
26         47         0.32729         0.35746        
26         48         0.13406         0.13238        
26         49         0.071091        0.16414        
26         50         0.33315         0.32783        
26         51         0.24257         0.27054        
26         52         0.20299         0.2053         
26         53         0.1305          0.15338        
26         54         0.035063        0.088925       
26         55         0.062149        0.11564        
26         56         0.11008         0.099694       
26         57         0.078042        0.19191        
26         58         0.073145        0.24706        
26         59         0.11144         0.13789        
26         60         0.46563         0.33279        
26         61         0.45273         0.34139        
26         62         0.05695         0.1673         
26         63         0.07496         0.1287         
26         64         0.48541         0.35525        
26         65         0.37374         0.29838        
26         66         0.066132        0.10207        
26         67         0.066203        0.11678        
26         68         0.067696        0.046834       
26         69         0.066619        0.11118        
26         70         0.39748         0.22449        
26         71         0.2269          0.1612         
26         72         0.080299        0.054761       
26         73         0.30791         0.2597         
26         74         0.12014         0.16661        
26         75         0.17797         0.17334        
26         76         0.10235         0.12334        
26         77         0.077887        0.058747       
26         78         0.25236         0.21555        
26         79         0.37027         0.37432        
26         80         0.22543         0.23915        
26         81         0.33184         0.34372        
26         82         0.37919         0.40203        
26         83         0.19723         0.22477        
26         84         0.28431         0.26836        
26         85         0.034202        0.060449       
26         86         0.093847        0.13455        
26         87         0.07547         0.12436        
26         88         0.16292         0.23677        
26         89         0.073079        0.12248        
26         90         0.65644         0.70719        
26         91         0.027604        0.07311        
26         92         0.075604        0.16147        
26         93         0.25953         0.40287        
26         94         0.0968          0.20348        
26         95         0.92829         0.88352        
26         96         0.074987        0.15899        
26         97         0.49885         0.60794        
26         98         0.056133        0.10673        
26         99         0.075296        0.17153        
26         100        0.075764        0.1546         
26         101        0.073688        0.13499        
26         102        0.096862        0.2118         
26         103        0.074054        0.070936       
26         104        0.065207        0.099563       
26         105        0.09662         0.16377        
26         106        0.072384        0.14281        
26         107        0.68398         0.6936         
26         108        0.21076         0.33319        
26         109        0.1081          0.20069        
26         110        0.61144         0.627          
26         111        0.18464         0.29872        
26         112        0.55299         0.53746        
26         113        0.09097         0.098929       
26         114        0.45591         0.4624         
26         115        0.32477         0.3565         
26         116        0.33138         0.24136        
26         117        0.38906         0.30743        
26         118        0.067066        0.11623        
26         119        0.45451         0.61212        
26         120        0.11904         0.13526        
26         121        0.051787        0.10335        
26         122        0.203           0.27925        
26         123        0.18616         0.27586        
26         124        0.53055         0.68877        
26         125        0.023815        0.072668       
26         126        0.31213         0.48425        
26         127        0.41626         0.71494        
26         128        0.19789         0.2366         
26         129        0.12028         0.19054        
26         130        0.0070468       0.042146       
26         131        0.14849         0.22242        
26         132        0.0048352       0.054929       
26         133        0.46224         0.90576        
26         134        0.012159        0.050082       
26         135        0.41604         0.43875        
26         136        0.069866        0.17776        
26         137        0.24101         0.49843        
26         138        0.041238        0.13109        
26         139        0.011934        0.055947       
26         140        0.076753        0.19585        
26         141        0.35812         0.65127        
27         0          0.029713        0.073001       
27         1          0.17082         0.15617        
27         2          0.13069         0.20138        
27         3          0.03498         0.079977       
27         4          0.074857        0.085238       
27         5          0.32444         0.25194        
27         6          0.085176        0.097317       
27         7          0.10587         0.1211         
27         8          0.088149        0.22236        
27         9          0.10802         0.2468         
27         10         0.19718         0.1989         
27         11         0.20494         0.39632        
27         12         0.31465         0.36641        
27         13         0.154           0.27837        
27         14         0.59863         0.41494        
27         15         0.58048         0.86668        
27         16         0.20713         0.1549         
27         17         0.31571         0.55136        
27         18         0.20275         0.33085        
27         19         0.1416          0.5985         
27         20         0.4643          0.28443        
27         21         0.13511         0.15786        
27         22         0.18267         0.40253        
27         23         0.25383         0.69789        
27         24         0.15346         0.20119        
27         25         0.19468         0.24509        
27         26         0.23926         0.3129         
27         27         0.24175         0.37383        
27         28         0.22775         0.37886        
27         29         0.28273         0.30121        
27         30         0.22433         0.25793        
27         31         0.23062         0.31183        
27         32         0.084431        0.6489         
27         33         0.24093         0.34593        
27         34         0.31136         0.48759        
27         35         0.13651         0.396          
27         36         0.16494         0.20577        
27         37         0.29382         0.42737        
27         38         0.27086         0.41709        
27         39         0.35849         0.43733        
27         40         0.13707         0.33176        
27         41         0.12341         0.12745        
27         42         0.28891         0.25134        
27         43         0.30668         0.23487        
27         44         0.10022         0.34676        
27         45         0.28922         0.20377        
27         46         0.086849        0.068556       
27         47         0.060344        0.18989        
27         48         0.28791         0.29776        
27         49         0.064369        0.12698        
27         50         0.17344         0.28962        
27         51         0.21724         0.12511        
27         52         0.27929         0.26062        
27         53         0.088303        0.059493       
27         54         0.082584        0.11429        
27         55         0.11514         0.13857        
27         56         0.25083         0.24242        
27         57         0.14028         0.081586       
27         58         0.079769        0.22696        
27         59         0.12577         0.2172         
27         60         0.093046        0.231          
27         61         0.024831        0.053211       
27         62         0.019379        0.08519        
27         63         0.061774        0.14263        
27         64         0.025504        0.060872       
27         65         0.086251        0.19831        
27         66         0.20293         0.23189        
27         67         0.07786         0.20272        
27         68         0.10687         0.14702        
27         69         0.062521        0.16856        
27         70         0.10945         0.19904        
27         71         0.074533        0.13854        
27         72         0.059199        0.062595       
27         73         0.086587        0.14394        
27         74         0.37965         0.46508        
27         75         0.14174         0.20149        
27         76         0.073006        0.13717        
27         77         0.022777        0.067027       
27         78         0.033987        0.057263       
27         79         0.17043         0.29929        
27         80         0.13652         0.23153        
27         81         0.07399         0.099959       
27         82         0.61441         0.55288        
27         83         0.15825         0.36268        
27         84         0.042994        0.076473       
27         85         0.16225         0.1883         
27         86         0.14853         0.19832        
27         87         0.12229         0.21142        
27         88         0.30928         0.57854        
27         89         0.17586         0.45104        
27         90         0.11863         0.27988        
27         91         0.74802         0.46088        
27         92         0.10531         0.13364        
27         93         0.4068          0.47662        
27         94         0.10707         0.15243        
27         95         0.20309         0.27286        
27         96         0.097298        0.11503        
27         97         0.093361        0.11788        
27         98         0.091404        0.1063         
27         99         0.69095         0.46767        
27         100        0.51764         0.43114        
27         101        0.18573         0.29472        
27         102        0.4349          0.4189         
27         103        0.3703          0.40223        
27         104        0.3083          0.38396        
27         105        0.21636         0.32855        
27         106        0.14138         0.24249        
27         107        0.49845         0.46088        
27         108        0.062781        0.097885       
27         109        0.44357         0.79515        
27         110        0.64501         0.51992        
27         111        0.041546        0.051176       
27         112        0.3845          0.66984        
27         113        0.088511        0.15433        
27         114        0.027683        0.02709        
27         115        0.31234         0.42563        
27         116        0.43765         0.9486         
27         117        0.099608        0.20496        
27         118        0.08772         0.17468        
27         119        0.084109        0.1548         
27         120        0.34091         0.56365        
27         121        0.045449        0.0717         
27         122        0.054265        0.11789        
27         123        0.39384         0.88382        
27         124        0.22608         0.37289        
27         125        0.020395        0.016968       
27         126        0.035057        0.081749       
28         0          0.049257        0.072088       
28         1          0.046662        0.076672       
28         2          0.19993         0.19964        
28         3          0.13255         0.12759        
28         4          0.10753         0.11286        
28         5          0.16752         0.15943        
28         6          0.1409          0.14571        
28         7          0.1054          0.14582        
28         8          0.071557        0.12647        
28         9          0.30977         0.22249        
28         10         0.27813         0.27507        
28         11         0.30326         0.53393        
28         12         0.11068         0.18541        
28         13         0.62549         0.45677        
28         14         0.11836         0.21617        
28         15         0.091044        0.09222        
28         16         0.095408        0.11901        
28         17         0.52848         0.47094        
28         18         0.45608         0.43463        
28         19         0.5549          0.85176        
28         20         0.43486         0.36241        
28         21         0.17059         0.24539        
28         22         0.33152         0.37404        
28         23         0.7748          0.42905        
28         24         0.37371         0.42497        
28         25         0.63053         0.52594        
28         26         0.60192         0.50232        
28         27         0.26452         0.31456        
28         28         0.95076         0.64233        
28         29         0.69554         0.55749        
28         30         0.13887         0.28772        
28         31         0.18954         0.31663        
28         32         0.38671         0.37493        
28         33         0.36015         0.37401        
28         34         0.92539         0.60508        
28         35         0.70844         0.70707        
28         36         0.67586         0.70381        
28         37         0.51751         0.48809        
28         38         0.15744         0.30751        
28         39         0.48324         0.46428        
28         40         0.26735         0.3677         
28         41         0.15878         0.25951        
28         42         0.19087         0.27011        
28         43         0.47085         0.48858        
28         44         0.34758         0.44202        
28         45         0.12822         0.26857        
28         46         0.47377         0.35524        
28         47         0.27466         0.46028        
28         48         0.27568         0.37265        
28         49         0.26217         0.33912        
28         50         0.058583        0.25037        
28         51         0.051377        0.10432        
28         52         0.051542        0.23061        
28         53         0.070743        0.28681        
28         54         0.058713        0.090236       
28         55         0.1633          0.28031        
28         56         0.083864        0.12741        
28         57         0.17289         0.27235        
28         58         0.069459        0.09111        
28         59         0.10743         0.24165        
28         60         0.064052        0.086738       
28         61         0.14676         0.12894        
28         62         0.063996        0.20428        
28         63         0.057539        0.10223        
28         64         0.073971        0.16417        
28         65         0.062761        0.20236        
28         66         0.07992         0.1549         
28         67         0.029879        0.066104       
28         68         0.38273         0.29648        
28         69         0.075756        0.095904       
28         70         0.19054         0.28217        
28         71         0.058169        0.19559        
28         72         0.10712         0.12817        
28         73         0.12699         0.2352         
28         74         0.049574        0.14655        
28         75         0.067115        0.15499        
28         76         0.23844         0.22789        
28         77         0.072729        0.16423        
28         78         0.34332         0.42365        
28         79         0.097144        0.16013        
28         80         0.29736         0.40529        
28         81         0.38027         0.47607        
28         82         0.082966        0.10604        
28         83         0.032133        0.054789       
28         84         0.068447        0.079745       
28         85         0.26378         0.27619        
28         86         0.64218         0.60583        
28         87         0.1814          0.2842         
28         88         0.02596         0.12971        
28         89         0.52673         0.59819        
28         90         0.021979        0.17718        
28         91         0.71272         0.76013        
28         92         0.034886        0.047316       
28         93         0.73521         0.80753        
28         94         0.69602         0.8252         
28         95         0.57469         0.67193        
28         96         0.3889          0.47786        
28         97         0.090525        0.12688        
28         98         0.44341         0.56557        
28         99         0.27588         0.28868        
28         100        0.10321         0.20779        
28         101        0.43443         0.54072        
28         102        0.16757         0.15506        
28         103        0.2478          0.27958        
28         104        0.15485         0.39932        
28         105        0.089809        0.12972        
28         106        0.093815        0.14002        
28         107        0.1461          0.41211        
28         108        0.13332         0.44186        
28         109        0.090885        0.13225        
28         110        0.81453         0.88094        
28         111        0.1024          0.14193        
28         112        0.10966         0.16096        
28         113        0.041892        0.02627        
28         114        0.10135         0.15365        
28         115        0.10679         0.35954        
28         116        0.42991         0.56225        
28         117        0.0066212       0.076472       
28         118        0.39307         0.32418        
28         119        0.67367         0.6345         
29         0          0.078315        0.09856        
29         1          0.083282        0.091087       
29         2          0.081199        0.086156       
29         3          0.10909         0.088738       
29         4          0.11811         0.092323       
29         5          0.051868        0.07683        
29         6          0.0904          0.22918        
29         7          0.10677         0.2682         
29         8          0.33195         0.1486         
29         9          0.15491         0.3764         
29         10         0.164           0.23482        
29         11         0.20278         0.46507        
29         12         0.26618         0.5295         
29         13         0.098686        0.12074        
29         14         0.74012         0.28899        
29         15         0.76213         0.46231        
29         16         0.24113         0.37269        
29         17         0.7882          0.42674        
29         18         0.20449         0.24426        
29         19         0.21241         0.31231        
29         20         0.35533         0.59518        
29         21         0.24051         0.36293        
29         22         0.26414         0.42719        
29         23         0.2213          0.42657        
29         24         0.17626         0.16107        
29         25         0.32438         0.66348        
29         26         0.60488         0.33196        
29         27         0.30951         0.51971        
29         28         0.67781         0.64567        
29         29         0.25774         0.31148        
29         30         0.32965         0.53901        
29         31         0.26064         0.33535        
29         32         0.36144         0.57771        
29         33         0.24391         0.37304        
29         34         0.45965         0.3739         
29         35         0.27182         0.35329        
29         36         0.45906         0.45403        
29         37         0.25732         0.26237        
29         38         0.26611         0.26768        
29         39         0.34838         0.29505        
29         40         0.35574         0.30581        
29         41         0.36243         0.36509        
29         42         0.40684         0.34067        
29         43         0.61701         0.54702        
29         44         0.25357         0.48247        
29         45         0.21448         0.22131        
29         46         0.26473         0.48026        
29         47         0.27937         0.26291        
29         48         0.56817         0.44187        
29         49         0.57002         0.45095        
29         50         0.36314         0.44469        
29         51         0.18865         0.22056        
29         52         0.50239         0.36388        
29         53         0.15521         0.19725        
29         54         0.17057         0.18796        
29         55         0.80716         0.29977        
29         56         0.47882         0.47036        
29         57         0.33352         0.17585        
29         58         0.37188         0.37719        
29         59         0.32527         0.22002        
29         60         0.076474        0.085691       
29         61         0.11207         0.10554        
29         62         0.31088         0.29947        
29         63         0.10114         0.12719        
29         64         0.29416         0.13411        
29         65         0.26355         0.27872        
29         66         0.30453         0.24923        
29         67         0.20284         0.27101        
29         68         0.065119        0.085358       
29         69         0.089492        0.10545        
29         70         0.079657        0.06212        
29         71         0.18253         0.17234        
29         72         0.22675         0.092904       
29         73         0.13935         0.21683        
29         74         0.22731         0.1379         
29         75         0.21416         0.16439        
29         76         0.12713         0.20102        
29         77         0.11465         0.20164        
29         78         0.13592         0.14197        
29         79         0.039322        0.15608        
29         80         0.017145        0.069294       
29         81         0.23784         0.25626        
29         82         0.27395         0.32301        
29         83         0.011754        0.093241       
29         84         0.17262         0.19884        
29         85         0.057644        0.15011        
29         86         0.074067        0.19612        
29         87         0.40616         0.25713        
29         88         0.42694         0.46557        
29         89         0.056839        0.14413        
29         90         0.36147         0.24636        
29         91         0.51837         0.58592        
29         92         0.36992         0.3567         
29         93         0.008004        0.056666       
29         94         0.031111        0.081645       
29         95         0.013516        0.1792         
29         96         0.0077049       0.14268        
29         97         0.055571        0.13649        
29         98         0.0056486       0.069314       
29         99         0.32691         0.29439        
29         100        0.56892         0.34134        
29         101        0.0065557       0.065533       
29         102        0.53871         0.61439        
29         103        0.67464         0.84198        
29         104        0.044904        0.087035       
29         105        0.21461         0.32516        
29         106        0.18732         0.29984        
29         107        0.56591         0.67469        
29         108        0.049948        0.12519        
29         109        0.21654         0.34151        
29         110        0.045671        0.13385        
29         111        0.06623         0.3168         
29         112        0.48748         0.43381        
29         113        0.13925         0.22495        
29         114        0.084924        0.1591         
29         115        0.070859        0.21008        
29         116        0.42639         0.42734        
29         117        0.24751         0.30695        
29         118        0.16399         0.48254        
29         119        0.36775         0.42508        
29         120        0.028195        0.13633        
29         121        0.37752         0.43062        
29         122        0.30883         0.40953        
29         123        0.060676        0.10515        
29         124        0.30281         0.71908        
29         125        0.33606         0.43463        
29         126        0.022937        0.13634        
29         127        0.3571          0.47665        
29         128        0.029732        0.14495        
29         129        0.046839        0.17011        
29         130        0.37476         0.50955        
29         131        0.49324         0.48144        
29         132        0.021012        0.025965       
29         133        0.34386         0.43848        
29         134        0.087032        0.36061        
29         135        0.020104        0.13579        
29         136        0.32889         0.74237        
29         137        0.37888         0.48776        
29         138        0.4316          0.41737        
29         139        0.01643         0.025789       
30         0          0.048952        0.30359        
30         1          0.012597        0.092082       
30         2          0.043907        0.10687        
30         3          0.090486        0.17413        
30         4          0.014857        0.10226        
30         5          0.23028         0.28162        
30         6          0.022107        0.14494        
30         7          0.086947        0.21749        
30         8          0.077706        0.10346        
30         9          0.12825         0.15366        
30         10         0.25429         0.26965        
30         11         0.21112         0.39086        
30         12         0.10728         0.26307        
30         13         0.081315        0.1132         
30         14         0.059199        0.10057        
30         15         0.18957         0.34157        
30         16         0.52379         0.40162        
30         17         0.33423         0.32994        
30         18         0.18878         0.42239        
30         19         0.64532         0.49735        
30         20         0.083217        0.13513        
30         21         0.30125         0.48743        
30         22         0.078818        0.59559        
30         23         0.3324          0.36582        
30         24         0.69734         0.59513        
30         25         0.37934         0.55946        
30         26         0.11279         0.65125        
30         27         0.71261         0.55239        
30         28         0.19074         0.32988        
30         29         0.29977         0.32182        
30         30         0.17475         0.43846        
30         31         0.34169         0.33931        
30         32         0.77354         0.61544        
30         33         0.36087         0.36051        
30         34         0.21263         0.29839        
30         35         0.20616         0.27725        
30         36         0.32069         0.39313        
30         37         0.44985         0.49505        
30         38         0.13156         0.26518        
30         39         0.2305          0.35361        
30         40         0.017299        0.16803        
30         41         0.084844        0.15917        
30         42         0.11894         0.21794        
30         43         0.29529         0.31841        
30         44         0.019935        0.066445       
30         45         0.28943         0.29087        
30         46         0.17888         0.29981        
30         47         0.36276         0.40985        
30         48         0.075623        0.13395        
30         49         0.3386          0.3717         
30         50         0.038592        0.092156       
30         51         0.05148         0.064889       
30         52         0.077428        0.11665        
30         53         0.084277        0.15679        
30         54         0.060414        0.12908        
30         55         0.32569         0.24206        
30         56         0.15386         0.24138        
30         57         0.061116        0.14418        
30         58         0.22873         0.19729        
30         59         0.087393        0.13051        
30         60         0.14308         0.24779        
30         61         0.084826        0.13432        
30         62         0.053713        0.10852        
30         63         0.18758         0.38489        
30         64         0.067317        0.27246        
30         65         0.079413        0.19636        
30         66         0.27813         0.26558        
30         67         0.16907         0.54528        
30         68         0.088581        0.31719        
30         69         0.2889          0.34148        
30         70         0.096516        0.18602        
30         71         0.17352         0.1551         
30         72         0.30963         0.32065        
30         73         0.028492        0.055379       
30         74         0.33727         0.64428        
30         75         0.05453         0.07263        
30         76         0.20385         0.19292        
30         77         0.24013         0.22054        
30         78         0.086404        0.16449        
30         79         0.1134          0.34732        
30         80         0.31726         0.89417        
30         81         0.25524         0.17225        
30         82         0.043877        0.11846        
30         83         0.39259         0.41999        
30         84         0.50582         0.38717        
30         85         0.3858          0.91527        
30         86         0.018152        0.084503       
30         87         0.37557         0.41972        
30         88         0.42084         0.41323        
30         89         0.6544          0.60061        
30         90         0.2318          0.60127        
30         91         0.55157         0.75454        
30         92         0.26144         0.39925        
30         93         0.033172        0.1471         
30         94         0.2604          0.1841         
30         95         0.25299         0.39462        
30         96         0.23083         0.38618        
30         97         0.33864         0.39261        
30         98         0.073779        0.15381        
30         99         0.23528         0.38606        
30         100        0.10006         0.14412        
30         101        0.38857         0.76211        
30         102        0.27838         0.40439        
30         103        0.32064         0.40206        
30         104        0.38927         0.72541        
30         105        0.12473         0.28027        
30         106        0.36856         0.65823        
30         107        0.039175        0.19846        
30         108        0.30451         0.41992        
30         109        0.12638         0.26396        
30         110        0.072197        0.15362        
30         111        0.28815         0.27064        
30         112        0.10329         0.21903        
30         113        0.13895         0.11656        
30         114        0.333           0.42057        
30         115        0.33729         0.44295        
30         116        0.33952         0.43217        
30         117        0.32658         0.38482        
30         118        0.3328          0.40721        
30         119        0.34768         0.4642         
30         120        0.33747         0.4201         
30         121        0.017911        0.025462       
30         122        0.014581        0.078201       
30         123        0.0161          0.023156       
30         124        0.027115        0.03958        
30         125        0.22025         0.20044        
30         126        0.011753        0.022632       
30         127        0.33958         0.42923        
30         128        0.4842          0.52652        
30         129        0.35465         0.4843         
30         130        0.86632         0.71019        
30         131        0.7248          0.78596        
30         132        0.29378         0.32631        
38         0          0.013486        0.060615       
38         1          0.079587        0.10547        
38         2          0.16303         0.13201        
38         3          0.16905         0.20771        
38         4          0.11732         0.091393       
38         5          0.117           0.10525        
38         6          0.13969         0.21588        
38         7          0.11371         0.11023        
38         8          0.1126          0.099967       
38         9          0.28467         0.23811        
38         10         0.10584         0.1433         
38         11         0.10651         0.45278        
38         12         0.12875         0.38034        
38         13         0.30608         0.20193        
38         14         0.13225         0.48567        
38         15         0.10904         0.21255        
38         16         0.38973         0.28438        
38         17         0.38328         0.28437        
38         18         0.11826         0.27592        
38         19         0.097824        0.22297        
38         20         0.20269         0.41359        
38         21         0.2309          0.44906        
38         22         0.29146         0.55296        
38         23         0.16035         0.32846        
38         24         0.32712         0.23976        
38         25         0.41967         0.55276        
38         26         0.50592         0.6            
38         27         0.098828        0.26249        
38         28         0.46084         0.36658        
38         29         0.39683         0.43611        
38         30         0.28867         0.59586        
38         31         0.42549         0.37098        
38         32         0.50622         0.45051        
38         33         0.42119         0.30454        
38         34         0.36574         0.36169        
38         35         0.55563         0.31319        
38         36         0.55848         0.4582         
38         37         0.53864         0.30183        
38         38         0.23987         0.28713        
38         39         0.13372         0.36261        
38         40         0.37483         0.4083         
38         41         0.20707         0.20253        
38         42         0.1833          0.40796        
38         43         0.076692        0.28249        
38         44         0.078639        0.25675        
38         45         0.18809         0.33247        
38         46         0.27752         0.14224        
38         47         0.11581         0.22439        
38         48         0.12155         0.15423        
38         49         0.33097         0.452          
38         50         0.39992         0.45299        
38         51         0.25816         0.3161         
38         52         0.56936         0.43428        
38         53         0.089515        0.1797         
38         54         0.073182        0.1612         
38         55         0.14011         0.07413        
38         56         0.079441        0.16161        
38         57         0.097766        0.064933       
38         58         0.2597          0.28856        
38         59         0.32413         0.17832        
38         60         0.075799        0.11991        
38         61         0.59885         0.33398        
38         62         0.072955        0.13024        
38         63         0.077902        0.078652       
38         64         0.24473         0.25065        
38         65         0.19552         0.13624        
38         66         0.21008         0.1498         
38         67         0.097629        0.15353        
38         68         0.50248         0.30502        
38         69         0.50875         0.25401        
38         70         0.23014         0.19952        
38         71         0.18172         0.15952        
38         72         0.12233         0.11164        
38         73         0.12844         0.13038        
38         74         0.24827         0.23885        
38         75         0.19837         0.093653       
38         76         0.20034         0.097412       
38         77         0.25972         0.19762        
38         78         0.24536         0.20175        
38         79         0.42589         0.38625        
38         80         0.24127         0.18432        
38         81         0.37415         0.21515        
38         82         0.24033         0.1113         
38         83         0.56848         0.52441        
38         84         0.20709         0.12918        
38         85         0.30487         0.15757        
38         86         0.50173         0.4132         
38         87         0.2087          0.16896        
38         88         0.36717         0.19473        
38         89         0.58157         0.55613        
38         90         0.62512         0.33312        
38         91         0.2464          0.16674        
38         92         0.23251         0.20088        
38         93         0.55256         0.51029        
38         94         0.4794          0.33876        
38         95         0.22878         0.069662       
38         96         0.22483         0.25812        
38         97         0.8664          0.7047         
38         98         0.19516         0.39937        
38         99         0.67481         0.75771        
38         100        0.16613         0.39077        
38         101        0.59779         0.5377         
38         102        0.2559          0.16519        
38         103        0.83769         0.92156        
38         104        0.9071          0.83802        
38         105        0.67245         0.44418        
38         106        0.18911         0.40325        
38         107        0.86877         0.80865        
38         108        0.7552          0.62973        
38         109        0.30489         0.39816        
38         110        0.45877         0.2982         
38         111        0.60237         0.48377        
38         112        0.47004         0.19193        
38         113        0.24259         0.37284        
38         114        0.46908         0.3835         
38         115        0.61211         0.17484        
38         116        0.49613         0.31624        
38         117        0.62476         0.23654        
38         118        0.40975         0.25603        
38         119        0.12877         0.082117       
38         120        0.062133        0.11765        
38         121        0.46903         0.2297         
38         122        0.6632          0.91181        
