ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
2           -0.10168     0.41908   -0.046723    -0.10135    -0.02101     0.99798     0.13687
3             4.4705     0.45358   -0.022866   -0.068106      1.2753      1.1104   0.0093685
8             2.6599     0.13322   -0.028279   -0.097277     0.49225      1.0526     0.30732
9            -9.8421     0.27904  0.00019146    -0.13853     -1.8007     0.86057    0.086782
11            2.0029     0.61422    0.002574   -0.033387     0.33472      1.0309  0.00042104
39           -11.294     0.49427    -0.03264    -0.11198     -1.7021     0.84385     0.55924
74           -11.085     0.65699   -0.034808    -0.10261     -1.8146     0.86111     0.14692
92            9.5827     0.26834   -0.020945   -0.016853       1.953      1.1741    -0.12529
93            4.9709      0.3631  -0.0063334    0.058459       0.941      1.0925      -0.707
96           -5.5096     0.50319  8.3145e-07   -0.067997     -1.3565     0.90207    -0.65474
100          -4.7413     0.41379   -0.072263     -0.1088    -0.67394     0.92806   -0.033086
118          -6.3459     0.73689   -0.071165    -0.10369     -1.0788     0.89665    -0.15575
126           6.9186     0.11569  -0.0037549   -0.099003     0.92956      1.2611      0.4771
130           1.5745     0.16216    0.020033     -0.1052     0.22943      1.0581     0.18721
133           5.3321      0.6564    -0.10283    -0.11944     0.85654      1.1296     -0.4984
142           13.016     0.10639    -0.05964   -0.054531      1.8997      1.8261   -0.028553
